gene,cluster,p_val,avg_logFC,pct.1,pct.2,p_val_adj
TCF21,0,1.7493305600274323e-132,1.5730554517041635,0.969,0.433,3.24203432689884e-128
TPPP3,0,1.079750335394802e-126,1.5309643992719346,0.941,0.457,2.0011012965871866e-122
SBSPON,0,8.06203956715945e-123,1.3837360976565622,0.932,0.339,1.494137792981661e-118
MPP5,0,7.702643223729739e-122,1.408000167907169,0.952,0.507,1.4275308686538325e-117
MME,0,1.6436837253121494e-121,1.504093729946544,0.865,0.24,3.0462390481210066e-117
THSD7A,0,2.2406262976607306e-119,1.4833822722406675,0.913,0.372,4.152552717454632e-115
CPXM1,0,1.0541979830573084e-117,1.3207565716153336,0.985,0.751,1.9537451220001095e-113
S100A6,0,1.1387542395330477e-114,1.4408347210831591,0.993,0.849,2.1104532321265973e-110
SAMD11,0,2.828295071560262e-113,1.37540820216545,0.845,0.322,5.241679256122634e-109
NTNG1,0,1.0939505046427215e-110,1.28732684287105,0.801,0.189,2.0274184702543558e-106
GADD45A,0,2.9665696486462646e-105,1.294412002724942,0.937,0.556,5.497943529836122e-101
ST6GALNAC3,0,3.720560246107438e-104,1.2695698259471244,0.886,0.373,6.895314304110914e-100
DDN,0,1.8292754991652227e-98,1.2243006079797647,0.828,0.249,3.390196282602907e-94
PODXL,0,4.439414041066247e-98,1.1867110523269937,0.98,0.531,8.227566042308075e-94
PAX8,0,5.308373733574793e-97,-1.0824609556189608,0.253,0.85,9.838009040434164e-93
DUSP23,0,6.207394148868829e-97,1.1220882492160305,0.978,0.748,1.15041635760986e-92
ENPEP,0,1.328248247603298e-95,1.1636086666612533,0.777,0.25,2.461642477283192e-91
CLIC5,0,6.193114183241353e-88,1.0050127419709396,0.974,0.538,1.14776985158012e-83
SDC2,0,8.443355663890855e-88,1.036603855199415,0.959,0.723,1.564807105188892e-83
ITM2B,0,8.793525471304343e-87,0.9404850853447462,0.996,0.964,1.629704075596834e-82
ARHGEF3,0,1.1333846208155496e-86,1.0067468419523815,0.869,0.399,2.1005017177574582e-82
RPS19,0,4.8825990839958525e-86,-0.7346582531450769,1,1,9.048920882369513e-82
MAFB,0,1.0912219296304449e-85,0.966191894129528,0.989,0.667,2.0223616021841035e-81
PTH1R,0,1.3721065805640904e-85,0.9864393902517661,0.819,0.37,2.542925125759429e-81
AKAP12,0,1.8150890278984147e-85,-0.992293270512104,0.081,0.7,3.3639044954041317e-81
RPS23,0,5.483009184404782e-83,-0.5529646376498092,1,1,1.0161660921457382e-78
RPS2,0,2.1910296657429284e-82,-0.8694729740779934,1,1,4.0606352795213693e-78
TPM1,0,8.623490412282534e-81,-0.9077957649406796,0.201,0.805,1.598191478108322e-76
ANXA2,0,1.1060482199533835e-80,0.7894393391029153,0.976,0.873,2.0498391660396057e-76
SOST,0,1.0265554574207083e-79,1.0414371587591558,0.908,0.402,1.9025152292377988e-75
RACK1,0,2.8913370578677693e-79,-0.5738920139978618,0.991,0.996,5.358514969346337e-75
RPL32,0,1.6706199904441125e-78,-0.5131238704811238,1,1,3.0961600282900735e-74
TYRO3,0,5.157263948630793e-78,0.8570106189476887,0.924,0.606,9.557957275997447e-74
RPL18A,0,1.059037617767734e-77,-0.5590839475806919,0.998,0.996,1.9627144170089412e-73
RPS18,0,6.213095655779774e-77,-0.6151003178661694,1,1,1.1514730178856656e-72
RPL5,0,6.27824685810126e-77,-0.5438306034638112,1,1,1.1635474902119065e-72
RPL11,0,3.3943989074516955e-76,-0.5101871976447416,1,1,6.290839495180227e-72
RPL7A,0,1.1934333546600905e-75,-0.6470335769670315,0.996,1,2.2117900361915456e-71
RPL29,0,1.3441539147339105e-75,-0.541002712508007,1,0.999,2.4911204501763564e-71
RPS5,0,1.734446372744961e-75,-0.579245290549113,0.991,0.997,3.214449462608236e-71
VEGFA,0,5.095349648236116e-75,0.9529566115648325,0.836,0.439,9.443211503075992e-71
RPL26,0,9.786707181994813e-74,-0.4666652693549742,1,1,1.8137704420390988e-69
RPL8,0,1.3728188644859273e-73,-0.4990547540087249,1,0.999,2.544245201551769e-69
RPS3A,0,2.2466613892504573e-73,-0.49304160010042253,1,1,4.1637375526978724e-69
RPS7,0,3.9651241299135166e-73,-0.5200031315883811,1,1,7.348564549968721e-69
TMSB10,0,3.983781857756858e-73,-0.8575435672865948,0.978,0.993,7.383142916980784e-69
RPL13,0,1.365063587685349e-72,-0.4936648265521564,1,1,2.5298723470572573e-68
WT1,0,2.474238548074518e-72,0.7705977287095127,0.978,0.84,4.585506301146504e-68
ST3GAL6,0,2.829701326028176e-72,0.85210844346344,0.825,0.375,5.244285467528019e-68
RPSA,0,8.505890858759196e-72,-0.661408355676202,0.98,0.997,1.576396752853842e-67
RPS24,0,1.960419142843417e-71,-0.5468010042706699,0.998,1,3.6332447974317046e-67
RPS17,0,2.3606605143395823e-71,-0.6328790925688978,1,1,4.375012131225548e-67
NPHS2,0,4.07569619999023e-71,0.9205153736979719,0.959,0.445,7.553487767441894e-67
RPL13A,0,4.560949258102049e-71,-0.3767995652504621,1,1,8.452807260040527e-67
RPL12,0,4.71575319763583e-71,-0.47143880412434225,0.989,1,8.739705401178483e-67
RPL27A,0,4.982928031050038e-71,-0.6491918777590011,1,1,9.234860519945036e-67
RPS8,0,5.344787306054653e-71,-0.49402454697138154,1,1,9.905494314311088e-67
RPS15A,0,6.518670702027873e-71,-0.5098900865177902,1,0.999,1.2081052412068257e-66
RPS3,0,1.9758883118249228e-70,-0.5819991868443917,0.998,1,3.6619138083051293e-66
UBC,0,2.841609185549345e-70,0.6781386990204494,0.998,0.978,5.266354303578601e-66
RPL15,0,3.209137016751917e-70,-0.3463666855463101,1,1,5.947493633146328e-66
SLC6A6,0,3.9910292003716896e-70,0.8538808917241753,0.598,0.141,7.396574417048852e-66
TARID,0,7.877869348311962e-70,0.9122796946925216,0.823,0.348,1.4600055263226558e-65
RPLP1,0,4.4061882801821867e-69,-0.40636582913861297,1,1,8.165988739661646e-65
MYL9,0,1.5453200783000676e-68,0.8232671849851358,0.952,0.775,2.8639417011135152e-64
PTPRO,0,2.519058590331895e-68,0.8192279396427804,0.965,0.468,4.6685712854621006e-64
PRMT6,0,3.143324078006498e-68,0.8966471600560468,0.782,0.447,5.8255225137694426e-64
RPL28,0,4.8978572794761256e-68,-0.523038288208268,0.998,1,9.077198896053104e-64
CALM2,0,5.140003545999995e-68,0.6815621785539325,0.993,0.976,9.525968571801791e-64
RPL31,0,5.228432231898986e-68,-0.5147368069359577,1,1,9.68985345537839e-64
SPOCK2,0,1.788744070119137e-67,0.809083211164952,0.9,0.54,3.3150793851517965e-63
RPS4X,0,3.7160229954179695e-67,-0.4496531375730086,1,1,6.886905417408123e-63
RPS15,0,5.7659653443884636e-67,-0.4494493326844693,1,0.999,1.068606357275514e-62
RPL30,0,8.769081804448728e-67,-0.474256089449018,1,1,1.6251739308184826e-62
RPL19,0,1.051027815051182e-66,-0.3938379355247523,1,1,1.9478698496343553e-62
RPL10,0,1.7091518107499217e-66,-0.40678458135356044,1,1,3.16757105086283e-62
SEPT11,0,2.0825734688666944e-66,0.7474915942833689,0.934,0.801,3.8596334098506447e-62
RPS27A,0,2.1771262523677007e-66,-0.35369302959469584,1,1,4.03486808351306e-62
HOXD1,0,2.419475220934558e-66,0.9192537103322658,0.727,0.309,4.484013426958017e-62
CD24,0,3.2733539297172126e-66,-1.3365592854675927,0.087,0.594,6.06650683794491e-62
RPL6,0,9.027550879579044e-66,-0.4966539760271318,0.993,1,1.6730760045123843e-61
PLTP,0,6.9982696236019474e-65,0.9137259852248115,0.801,0.489,1.2969893093421489e-60
RPL34,0,1.802807502541834e-64,-0.43250888052582015,1,1,3.341143144460781e-60
RPL23A,0,4.7289868171683586e-64,-0.4414028341919969,1,1,8.764231268258119e-60
RPLP2,0,4.990521154398444e-64,-0.5629479111551658,1,1,9.248932855446636e-60
CA10,0,5.988877231610375e-64,0.8083524864146392,0.683,0.222,1.1099186173343508e-59
RPS6,0,7.365059315384172e-64,-0.43241226288457835,1,1,1.3649664429201486e-59
RBM7,0,1.0992507279287552e-63,0.9009917204973862,0.799,0.535,2.037241374070362e-59
GSTA4,0,3.7696350680212244e-63,0.7672597387447564,0.86,0.652,6.9862646715637355e-59
ROBO2,0,4.668918349857842e-63,0.790098161053159,0.856,0.447,8.652906377791538e-59
RPL7,0,4.8419478021873373e-63,-0.3703105579990331,1,1,8.973581861793793e-59
FGF1,0,1.2577373647489437e-62,0.7603239847975327,0.535,0.105,2.3309646580892173e-58
RPS12,0,1.5860412804604427e-62,-0.6008033061386908,0.998,1,2.9394103050773384e-58
RPL39,0,3.1636146503483313e-62,-0.6678707026013759,0.998,0.997,5.863127031490563e-58
TGFBR3,0,3.8713716246434566e-62,0.8536230407921632,0.867,0.444,7.174813031951718e-58
HMGA2,0,4.36202746547667e-62,-0.9303881205336693,0.19,0.67,8.084145501767914e-58
RPS13,0,8.8426697186647e-62,-0.3838684780822432,1,1,1.6388119789601289e-57
RPLP0,0,9.828360403175726e-62,-0.4565075535191916,0.993,1,1.8214900335205573e-57
RPL3,0,1.7618271092917114e-61,-0.4005999161570464,1,1,3.265194181650329e-57
ID3,0,2.2346323153319505e-61,0.8361274356406554,0.969,0.88,4.141444070004704e-57
C11orf71,0,3.7320308514518155e-61,0.88833827393371,0.76,0.436,6.91657277699565e-57
NDRG2,0,4.450455804029908e-61,0.797249276159625,0.747,0.409,8.248029741608628e-57
RPS14,0,1.4223479909112453e-60,-0.44461377771764976,1,1,2.636037531555811e-56
AIF1,0,2.2513841526315364e-60,0.8192015490875846,0.93,0.495,4.172490250072027e-56
CFAP45,0,2.3309078974732946e-60,0.9559131786687821,0.603,0.187,4.319871606387257e-56
SRGAP1,0,2.3611749943174782e-60,0.7897280412351402,0.884,0.666,4.375965616968583e-56
PDLIM2,0,6.7860692655287e-60,0.7263309608879027,0.943,0.657,1.257662216980434e-55
RPS20,0,1.2050289060576472e-59,-0.5722026932585984,0.989,1,2.2332800715966376e-55
UNC5B-AS1,0,1.75970571778529e-59,0.8014666798035397,0.579,0.157,3.261262606771478e-55
MDK,0,1.9654570584832093e-59,-1.1416921358794265,0.655,0.909,3.642581566486932e-55
CLU,0,4.069844628089608e-59,-0.8142272276627927,0.066,0.538,7.54264304923847e-55
RPS10,0,5.1100744789121925e-59,-0.6193616862224696,0.978,0.993,9.470501031767967e-55
RPL35A,0,7.073078052672085e-59,-0.42537331417740454,1,1,1.3108535555017175e-54
IGFBP7,0,8.20877025648409e-59,-1.6150387497044023,0.461,0.828,1.5213313916341962e-54
LHX1,0,1.2998661617472825e-58,-0.7127106868086495,0.072,0.54,2.4090419575662387e-54
WT1-AS,0,1.3754201168342984e-58,0.7302141881735991,0.865,0.651,2.5490661025290051e-54
RPL35,0,2.3236557998867e-58,-0.40935769405870515,1,0.999,4.306431293930022e-54
RPL36,0,2.7640969989345493e-58,-0.5542211903255643,0.993,0.999,5.1227009681254e-54
ANXA1,0,3.267905033735676e-58,0.781492947756216,0.928,0.436,6.056408399022328e-54
GABARAPL2,0,3.641982688865827e-58,0.5644337351913871,0.972,0.946,6.749686517275037e-54
RPS9,0,1.152726174605142e-57,-0.36852205016625605,1,0.999,2.13634741939571e-53
RPL21,0,1.1754327890878516e-57,-0.3036950810543222,1,1,2.178429588016515e-53
RPL23,0,2.0071954779187323e-57,-0.48988258750904645,0.991,0.997,3.7199353792267864e-53
RPL18,0,2.1471333326299206e-57,-0.429927467816261,1,1,3.9792822053630316e-53
SMS,0,2.9675090079746865e-57,-0.6801804159750755,0.258,0.742,5.4996844444794865e-53
TUBB2A,0,3.1321107468497195e-57,0.8065108369664371,0.727,0.333,5.804740847136585e-53
PLA2R1,0,3.6831722367742e-57,0.7956527016627092,0.644,0.231,6.826023106413625e-53
KRT19,0,9.573150725504503e-57,-0.7525998658063827,0.135,0.639,1.7741920239577496e-52
TJP1,0,2.3270534724633677e-56,0.6583615520183053,0.945,0.736,4.3127282005163594e-52
LYPD1,0,3.4749395386089393e-56,-1.0934916886873105,0.066,0.543,6.4401054469039475e-52
RPL9,0,4.188177407050887e-56,-0.3963648976912175,0.998,1,7.76194918848741e-52
MXRA8,0,6.721945222505978e-56,0.6242995002449667,0.972,0.834,1.2457781080870329e-51
RPL14,0,7.609081372024233e-56,-0.46548013199478255,0.996,0.999,1.410191050677251e-51
PTTG1,0,1.892189201701977e-55,-0.6609436848195275,0.07,0.534,3.506794247514274e-51
RPL22,0,2.0179120906086907e-55,-0.3996476439046428,0.991,0.999,3.7397964775250866e-51
RPS28,0,7.731613909384705e-55,-0.49531822554861993,0.996,1,1.4329000058262675e-50
MALAT1,0,1.511475253790259e-54,0.4494819233157461,1,1,2.801217087849487e-50
PAX2,0,5.566470030701318e-54,-0.6424817275364331,0.072,0.514,1.0316338907898751e-49
HTRA1,0,2.059737975370053e-53,0.77346074425005,0.764,0.402,3.8173123897533196e-49
RPL37,0,3.417738261675295e-53,-0.617041847713069,0.987,1,6.334094320362824e-49
TPT1,0,3.5075223762584703e-53,-0.35359789730437363,1,1,6.500491219919823e-49
RPL27,0,5.65407191901655e-53,-0.5237930764683383,0.993,0.999,1.0478691487513371e-48
EFNB1,0,1.3599504075343311e-52,0.6844451612261007,0.91,0.814,2.520396090283376e-48
CDH6,0,1.6266797928953524e-52,-0.7425371126897571,0.039,0.466,3.014725660172957e-48
CIRBP,0,2.700748969082768e-52,0.4365971306790195,1,0.999,5.005298064401094e-48
SELENOP,0,2.9472475357086528e-52,0.632694432856179,0.967,0.802,5.462133857928846e-48
MORF4L1,0,3.196901426366401e-52,0.4945006516088597,0.98,0.978,5.92481741348485e-48
RPS11,0,1.3979773375724956e-51,-0.47607356747453355,0.991,0.999,2.590871399723106e-47
NPNT,0,3.773536225080103e-51,0.7311188362138699,0.683,0.307,6.993494685940955e-47
EMP3,0,4.710606822854429e-51,0.6535524085050471,0.873,0.657,8.730167624796113e-47
TMED9,0,8.98766357875859e-51,0.5885091593393001,0.924,0.855,1.6656836910513295e-46
SPON2,0,1.0026414859913198e-50,0.7551068663666303,0.434,0.079,1.858195465987713e-46
COX5B,0,2.636840767258452e-50,0.48621163499421227,0.985,0.988,4.886856993960089e-46
EMX2,0,7.420052817963085e-50,-0.9278176970219977,0.079,0.499,1.3751583887530986e-45
UQCRH,0,1.0212622762804084e-49,-0.5271216391638922,0.871,0.975,1.892705376630481e-45
LHX1-DT,0,1.824603287629759e-49,-0.46793548707669563,0.068,0.495,3.3815372729642324e-45
SEMA3B,0,2.145259475728465e-49,0.6956106760656952,0.793,0.435,3.975809386367564e-45
RTN4,0,3.0410393939194533e-49,0.6718991998090413,0.878,0.801,5.635958308750923e-45
MRGPRF,0,3.060264756353369e-49,0.5955466261747542,0.629,0.219,5.671588672949698e-45
RPL24,0,6.563453161714764e-49,-0.40041823814092536,1,1,1.216404774460597e-44
NKAIN4,0,2.961654764529639e-48,-0.5206873828068357,0.153,0.618,5.488834775102779e-44
TSC22D3,0,4.690021316917268e-48,0.588331127095401,0.939,0.868,8.692016506642773e-44
VAMP2,0,5.536931635743218e-48,0.5645704198370733,0.945,0.922,1.0261595400522908e-43
RPL4,0,2.9220978428004062e-47,-0.4088902698062613,0.989,0.994,5.415523932061993e-43
EEF1B2,0,4.674930323835887e-47,-0.554099656358308,0.867,0.955,8.66404836916505e-43
APOE,0,4.756036651980731e-47,-0.6799566501681693,0.118,0.546,8.814362727115889e-43
DAPL1,0,8.338003105471335e-47,-0.8478939871404678,0.059,0.465,1.5452821155370025e-42
NES,0,1.2100585885038748e-46,0.6727498294209489,0.847,0.583,2.242601582074231e-42
RPL17,0,1.2538467941409246e-46,-0.5135581680353969,0.836,0.964,2.3237542635813757e-42
NPM1,0,1.4731100511561511e-46,-0.4408377310772975,0.959,0.997,2.7301148578076948e-42
H2AFJ,0,2.284380103295161e-46,0.6459346533543073,0.834,0.685,4.233641645436922e-42
NRIP2,0,2.6043263479465347e-46,0.6116737276147111,0.638,0.274,4.826598020649313e-42
KIF12,0,3.1505245733258924e-46,-0.48204700495104114,0.044,0.436,5.838867191744877e-42
ATP6V0B,0,3.3090034885073405e-46,0.5605364553577188,0.941,0.873,6.132576165250655e-42
PLS3,0,4.252753838320841e-46,0.7737505813214565,0.566,0.232,7.881628688560014e-42
PDE4DIP,0,6.5991429961504725e-46,0.6305773119295156,0.751,0.397,1.223019171476567e-41
HLA-DMB,0,8.053732012174546e-46,-0.4720610835589715,0.009,0.372,1.4925981538163087e-41
SRSF5,0,1.1466254206535312e-45,0.49264053522289086,0.985,0.976,2.1250408920971894e-41
JAG1,0,1.8184609779350913e-45,-0.5439867168701734,0.157,0.58,3.3701537304071047e-41
FXYD6,0,5.06327961204241e-45,-0.5003696816986174,0.122,0.543,9.383776104998199e-41
SOX4,0,5.808885598309003e-45,-0.8790578141455457,0.343,0.718,1.0765607679346076e-40
C12orf75,0,6.766263726454448e-45,-0.5632945702613181,0.111,0.522,1.2539916564238028e-40
MAF,0,7.104784083943331e-45,-0.4092914339194213,0.07,0.474,1.3167296342772175e-40
BGN,0,8.874107010309504e-45,0.6782125271638935,0.747,0.456,1.6446382522206605e-40
ZFAS1,0,1.0511623156990603e-44,-0.4838034311728172,0.856,0.984,1.9481191196850684e-40
PPDPF,0,1.1760312198379338e-44,-0.47991109527442655,0.917,0.99,2.1795386597256426e-40
PTPRQ,0,1.2054257123499106e-44,0.6544990078689241,0.583,0.213,2.2340154726980896e-40
JPT1,0,1.3092996744306334e-44,-0.534214617235031,0.218,0.651,2.426525086622293e-40
HIST3H2A,0,2.1376038784910195e-44,0.7007080594987861,0.788,0.616,3.9616212680074064e-40
ARMH4,0,2.420266131334924e-44,0.7043918519275862,0.581,0.259,4.485479221203015e-40
MT-CYB,0,2.8005258840320227e-44,0.35022979790516384,1,1,5.190214620876547e-40
HACD2,0,2.864843604323237e-44,0.6458366684278414,0.668,0.339,5.309414651892255e-40
NTRK2,0,4.3077719163235843e-44,0.669033930865176,0.659,0.339,7.983593692522498e-40
IGFBP4,0,5.673322720148301e-44,0.7311161220131716,0.823,0.634,1.0514368997250847e-39
DST,0,6.696002498017229e-44,0.7061529648895971,0.749,0.504,1.2409701429575332e-39
MZT2B,0,7.040343240766353e-44,-0.5506101178518399,0.64,0.9,1.3047868128112282e-39
CD2AP,0,9.166309343364578e-44,0.6800509866629145,0.697,0.444,1.6987921106057574e-39
TMEM106B,0,1.0260433461161417e-43,0.642889975529056,0.771,0.583,1.9015661333570456e-39
VCAN,0,1.1572080814117228e-43,-0.5429857060211128,0.129,0.553,2.1446537372803458e-39
NREP,0,2.673284534756075e-43,-0.6511964453002831,0.507,0.831,4.954398228263434e-39
RPL10A,0,3.4322925482214526e-43,-0.2409887936907258,1,1,6.361067779618819e-39
RPS16,0,1.2635271921799264e-42,-0.32181223170980644,1,1,2.3416949452670574e-38
ELOB,0,1.3267286946324112e-42,0.3886245070469534,0.998,0.996,2.4588262897622476e-38
RPS21,0,1.503811781369023e-42,-0.6840857178533917,0.919,0.981,2.78701437441121e-38
NRP2,0,2.0107474817871252e-42,-0.5759076114326667,0.179,0.613,3.726518307996079e-38
RIPOR1,0,2.100182529849413e-42,0.6108088775610784,0.74,0.397,3.892268282569917e-38
IDH2,0,3.241290821682111e-42,-0.5356718304220313,0.194,0.604,6.007084279823457e-38
HSPA12A,0,4.2947914274982855e-42,0.5877990391287227,0.533,0.187,7.959536952582572e-38
UBA52,0,5.365940037277024e-42,-0.3331974395098829,0.991,0.999,9.944696671085508e-38
UBB,0,6.731995863771396e-42,0.3776088113119105,0.998,0.999,1.2476407934327528e-37
GFRA2,0,7.555036539629869e-42,0.5062307493278961,0.43,0.105,1.4001749218896036e-37
XKR4,0,7.623696401914099e-42,0.5934416077042268,0.463,0.129,1.41289965416674e-37
ARMCX3,0,1.4938080936537412e-41,0.5773884963018663,0.836,0.712,2.7684745399684786e-37
MAGED2,0,2.2243601131496884e-41,0.535384237535151,0.95,0.88,4.1224065977003174e-37
VSIG8,0,3.314189188713465e-41,0.4987010228278543,0.41,0.09,6.142186823442664e-37
CMTM3,0,4.4389182193617624e-41,0.6164439045284498,0.76,0.607,8.226647135943154e-37
RPL37A,0,7.181746508895185e-41,-0.5191148517311834,1,1,1.3309930804935446e-36
MEST,0,9.421272293181676e-41,-0.5949473144551028,0.443,0.807,1.74604439409536e-36
TRIM54,0,1.0297082217107382e-40,0.4835895103923451,0.382,0.072,1.908358247296511e-36
ATP1B1,0,1.202909349167811e-40,-0.6472188353131871,0.151,0.559,2.229351896812704e-36
ALCAM,0,1.582282402428471e-40,0.6670026604213639,0.624,0.307,2.9324439764206855e-36
MZT2A,0,1.929497137010584e-40,-0.46887976906155715,0.504,0.838,3.575937044021715e-36
TULP4,0,2.3538915393669614e-40,0.6612890338223094,0.699,0.468,4.3624671899087896e-36
NPHS1,0,2.9159779147991356e-40,0.5570736923313406,0.865,0.478,5.404181869497238e-36
SLC25A6,0,3.2744559294432955e-40,-0.34657492676084667,0.989,0.993,6.068549174037259e-36
MARCKS,0,4.623095715515493e-40,-0.6437119222707672,0.231,0.616,8.567983289564863e-36
IMPA2,0,5.716186623265281e-40,-0.30937853349650346,0.024,0.361,1.0593808668897546e-35
GRIN2A,0,7.425119732453064e-40,-0.5160852994528505,0.02,0.352,1.3760974400155264e-35
GFRA3,0,8.071606078476518e-40,0.49955985700193883,0.389,0.075,1.495910754524053e-35
C4orf48,0,8.341700723719346e-40,-0.4616746431308126,0.168,0.565,1.5459673951269063e-35
SYNPO,0,4.950745702608071e-39,0.5591249109791839,0.753,0.399,9.175217010643539e-35
ATF7IP2,0,7.454333087052028e-39,-0.48589312305359406,0.105,0.48,1.3815115510233523e-34
YBX1,0,8.107174651936558e-39,-0.4034735540426273,0.972,0.994,1.5025026782434024e-34
TUBA1A,0,8.446503102422765e-39,-0.5982562432784173,0.275,0.694,1.5653904199720112e-34
CENPV,0,9.118639216337192e-39,-0.5664608195131564,0.148,0.534,1.6899574059637717e-34
AQP3,0,1.4993450883377737e-38,0.5952275697465502,0.531,0.201,2.778736252216396e-34
CLEC18A,0,2.4114173365449757e-38,-0.4211891148622087,0.015,0.333,4.469079749818803e-34
BEX4,0,2.447493258770078e-38,0.46585793053944413,0.948,0.931,4.535939256478585e-34
TMSB15A,0,2.4796551812081723e-38,-0.5188835189233645,0.066,0.421,4.595544947333106e-34
EEF1A1,0,2.644596810065226e-38,-0.266446155462873,1,1,4.901231268093883e-34
SPINT2,0,2.9799939949191294e-38,0.47911956638234954,0.98,0.918,5.522822870783622e-34
EPCAM,0,4.432536932488527e-38,-0.4383830515309181,0.031,0.361,8.214820696980986e-34
WFDC2,0,5.252691110631289e-38,-0.5090105906054679,0.033,0.364,9.734812435332968e-34
NACA,0,1.2858335132882962e-37,-0.3166384123709749,0.993,1,2.3830352501771995e-33
CLEC18B,0,2.108624359848582e-37,-0.355473100597595,0.015,0.325,3.9079135261073765e-33
MEX3A,0,2.3505143259575057e-37,-0.4020602435920598,0.092,0.451,4.3562082002970456e-33
RPL38,0,2.4368292923991833e-37,-0.5164525506039164,0.974,0.996,4.516175727603406e-33
HELLS,0,3.810263667871912e-37,-0.3179662000177579,0.037,0.369,7.061561655667015e-33
TRIB2,0,4.21929955287408e-37,0.5608986433722851,0.71,0.448,7.819627861341532e-33
RPTOR,0,4.291050453612825e-37,0.606851542708341,0.594,0.273,7.952603805680647e-33
UCP2,0,4.8372900720088114e-37,-0.3969120988773596,0.09,0.457,8.96494969045393e-33
NPW,0,6.565527570949757e-37,0.8471324765140308,0.681,0.43,1.2167892247241184e-32
LRRTM1,0,1.0488321372382213e-36,-0.36718453251414535,0.009,0.31,1.9438005999435953e-32
FOLR1,0,1.2892456127509446e-36,0.6811124292963509,0.574,0.259,2.3893588941113257e-32
TMEM97,0,1.4893584118896801e-36,-0.3508495364221808,0.1,0.459,2.760227944755144e-32
NPM3,0,1.7172473034453715e-36,-0.33508254684514754,0.142,0.534,3.182574427475307e-32
PCSK1N,0,3.061296702879133e-36,-0.6668502866199327,0.026,0.34,5.673501179445898e-32
HMGA1,0,4.606701237006923e-36,-0.7311325815191559,0.531,0.813,8.537599402544931e-32
CCDC74A,0,4.873055589240302e-36,-0.2638973134497337,0.055,0.397,9.031233923539052e-32
RHOBTB3,0,6.198769006664276e-36,-0.4360309315246319,0.273,0.652,1.1488178600050904e-31
SOX11,0,7.107039817823885e-36,-0.44680848558719344,0.055,0.385,1.3171476894373006e-31
RPS29,0,7.349585596996889e-36,-0.4672276025084714,1,0.999,1.3620986986914334e-31
N4BP2L2,0,7.403225507670252e-36,0.4213189410576814,0.926,0.912,1.3720397833365278e-31
C6orf203,0,8.296365828120665e-36,0.5652274438259326,0.688,0.468,1.537565478925603e-31
TUBB2B,0,9.030563148061613e-36,-0.5156846173401803,0.052,0.385,1.6736342682302588e-31
VAMP8,0,1.1396356391757809e-35,0.5108666472039256,0.954,0.865,2.1120867300844746e-31
FSCN1,0,1.3186018795004436e-35,-0.42769403007164075,0.262,0.679,2.4437648632781723e-31
HNRNPA1,0,1.438813734228769e-35,-0.48828385698551013,0.989,0.999,2.6665534936461774e-31
PCP4,0,1.6906885596950125e-35,-1.1125022815612988,0.05,0.373,3.1333531076827665e-31
RBP1,0,1.738444438028517e-35,-0.37076132656527494,0.068,0.406,3.2218590769982503e-31
AKR1B1,0,3.01170697856806e-35,-0.3020192272161376,0.103,0.469,5.581596543380186e-31
ARHGAP28,0,3.3712525858236537e-35,0.49767813949158657,0.819,0.48,6.2479424173069776e-31
CD59,0,5.69989890405979e-35,0.4829166271158315,0.845,0.744,1.0563622638894007e-30
CAMK2N1,0,6.271396973815514e-35,-0.23604528387452567,0.011,0.303,1.1622780011572293e-30
RPS27,0,6.342265252081693e-35,-0.35743896851245216,1,1,1.1754120191683002e-30
TRAC,0,8.131932565820749e-35,0.5179591468944843,0.465,0.151,1.5070910624235595e-30
SYTL4,0,9.603322221923836e-35,0.4790245682489282,0.469,0.162,1.7797837073891447e-30
COL2A1,0,1.2755505073412897e-34,-0.48769505451174894,0.09,0.424,2.363977755255612e-30
DDX17,0,1.5531953041835258e-34,0.416201473699892,0.952,0.954,2.8785368572433284e-30
SORBS2,0,1.6545723735268056e-34,-0.28809438644391283,0.015,0.309,3.0664189798572287e-30
PODXL2,0,1.8412220221635462e-34,-0.3140231558975017,0.048,0.37,3.4123367736757e-30
FOXD1,0,2.0591326641231215e-34,0.5547316456791547,0.456,0.15,3.816190566419381e-30
RFC1,0,2.148777082229221e-34,0.5091162643678866,0.823,0.751,3.982328566495415e-30
ARL4C,0,2.546359942807283e-34,-0.36790215022843215,0.013,0.3,4.719168882004737e-30
EPHX1,0,2.728281209933917e-34,0.5720498460475238,0.686,0.429,5.056323566370529e-30
WFIKKN1,0,3.7139911797033567e-34,0.5333976894799753,0.421,0.138,6.88313985334423e-30
LDHB,0,3.7433771775382524e-34,-0.46630820772140025,0.889,0.949,6.937600923131644e-30
F3,0,3.8310997973525793e-34,0.603150699738091,0.478,0.175,7.100177254433535e-30
RPL36AL,0,4.568176542069094e-34,0.3307488099115268,0.987,0.985,8.466201585416652e-30
PPP1R1A,0,5.839217548477398e-34,-0.30683173095706745,0.028,0.327,1.0821821882593162e-29
PRDX6,0,6.403469144031063e-34,0.41999329990659495,0.976,0.967,1.1867549364632769e-29
NOTCH3,0,8.010468862793542e-34,-0.3039667140844923,0.096,0.453,1.484580194341527e-29
LTBP4,0,1.1034425995688744e-33,0.5738792568018862,0.74,0.583,2.0450101697809947e-29
CD164,0,1.4847078640953266e-33,0.4797933296896575,0.917,0.843,2.751609084527869e-29
CD63,0,1.7276438483386325e-33,0.5364980538959792,0.987,0.964,3.2018423441259875e-29
