gene,cluster,p_val,avg_logFC,pct.1,pct.2,p_val_adj
AKAP9,1,0.1022345012298842,0.06167766242019179,0.797,0.7,1
AGBL5,1,0.10223554968558016,0.011320752401181522,0.365,0.301,1
ZNF551,1,0.10232222056067523,0.0135803812020494,0.103,0.073,1
SEMA4B,1,0.10253353415874221,0.015063563772953814,0.11,0.078,1
AKTIP,1,0.10253535095707085,-0.04139349682053817,0.389,0.309,1
GNPAT,1,0.10256306029577152,0.014999947515942413,0.458,0.379,1
FARSA,1,0.102614003012964,-0.045982967548687775,0.236,0.283,1
SFT2D3,1,0.10275972869587169,4.191703379787526e-4,0.106,0.074,1
DLGAP1-AS1,1,0.10280245043235879,0.012787404642836356,0.15,0.112,1
CPS1,1,0.10314623815794355,0.002275376435171797,0.13,0.093,1
TRAM1L1,1,0.10318899929177217,-0.06378622581566064,0.083,0.114,1
PRKD1,1,0.10320089572171624,-0.007737393823826974,0.116,0.081,1
ATF1,1,0.10328492572663824,0.007359397327119072,0.312,0.249,1
ING3,1,0.10337650827746746,0.03588259310087921,0.375,0.311,1
SLC39A4,1,0.10351163696031182,-0.11527133739315487,0.339,0.364,1
PDZD8,1,0.10365558842579668,0.007527078813681254,0.352,0.288,1
FGFR3,1,0.1036759564884268,-0.07857305790125338,0.209,0.242,1
BCKDK,1,0.10377452786356824,0.009124968844672676,0.468,0.39,1
ZNF282,1,0.10377641322000981,0.01661642532227449,0.116,0.084,1
NDUFB4,1,0.10395514207372898,-0.06903375145302659,0.904,0.892,1
FECH,1,0.10396038686549579,-0.05802144564596137,0.13,0.165,1
CCDC74A,1,0.10402972914856012,-0.07505533439364154,0.233,0.267,1
PPIF,1,0.10409485567838364,-0.0036257662277521807,0.262,0.208,1
PSMB2,1,0.10413196211408786,-0.06995590736175028,0.678,0.681,1
VPS4A,1,0.10417600785660364,-0.07039210552519559,0.405,0.433,1
OSER1-DT,1,0.10423955768601212,-0.001029633685393272,0.236,0.182,1
RPS23,1,0.10424328544197736,0.010544889388248713,1,1,1
DDB2,1,0.10433294950464024,0.015062868991511158,0.176,0.133,1
SPIRE1,1,0.10439782865135716,-3.4374301986310474e-4,0.13,0.093,1
CGGBP1,1,0.10441599422389453,0.013027621776242948,0.512,0.434,1
MSRB2,1,0.10455611381252101,0.028051805811554476,0.548,0.481,1
PNPLA4,1,0.10456740132504996,-0.08819206340268904,0.362,0.382,1
TMEM168,1,0.10461462944653782,9.942931262873211e-4,0.196,0.149,1
DOPEY1,1,0.10468609689726603,0.02143121947544012,0.12,0.086,1
TNPO2,1,0.10475504092353512,-0.009953623664589212,0.289,0.229,1
UCKL1,1,0.10475772260353197,-0.011959191615037612,0.186,0.141,1
GIGYF2,1,0.10476511437100876,0.03780321631086442,0.369,0.308,1
VPS13C,1,0.10479210437877856,0.016366950188570983,0.355,0.29,1
ECHDC1,1,0.10479918850705662,-0.08374159003932374,0.415,0.428,1
CANX,1,0.10487013831773273,0.09149799092093147,0.834,0.805,1
LINC00665,1,0.10490561204644877,-0.08671222282156932,0.415,0.422,1
CPSF3,1,0.10494578867481213,0.019288862945182256,0.269,0.221,1
KLF10,1,0.10495797024070494,0.007949851427824617,0.322,0.265,1
AFG3L2,1,0.10501753634221803,0.010728146144191764,0.468,0.391,1
USF2,1,0.10504538008638889,0.03144984235533016,0.475,0.413,1
CRELD1,1,0.10513492733767367,0.02255893816325588,0.336,0.279,1
PITPNA,1,0.1051831778775116,0.0047001864610867194,0.299,0.24,1
PGRMC2,1,0.1052213995831945,-9.344409515345542e-4,0.432,0.35,1
RNF144A,1,0.1052413272427266,0.030449441566020807,0.113,0.083,1
UMPS,1,0.10527301658706985,0.03827625254841577,0.209,0.164,1
CLCN7,1,0.10528768734373865,0.006748441179994735,0.243,0.193,1
SLC25A46,1,0.10533151383737506,0.03249604871450429,0.276,0.221,1
NFYA,1,0.10533374768259182,-0.001328389955780905,0.103,0.072,1
CCDC85C,1,0.10545948097953084,-0.027687945920296053,0.272,0.21,1
NAIP,1,0.10546720681511487,-0.00356951597446567,0.133,0.096,1
VKORC1,1,0.10555498749553556,0.05965103038496,0.764,0.689,1
MIDN,1,0.10557262508780589,0.047396489305870426,0.515,0.442,1
RAB2A,1,0.10566851457826433,0.051963525535397403,0.844,0.802,1
PINLYP,1,0.10588176682912921,-0.03311254875005611,0.08,0.11,1
ZNF197,1,0.10613063851756747,0.024642302143735237,0.176,0.136,1
KLHL42,1,0.10615651815639972,-0.0022612883021128627,0.346,0.277,1
SMTNL2,1,0.10642938878291448,0.020820491584457534,0.379,0.305,1
ZNF570,1,0.106517784192917,0.017427926257354544,0.113,0.081,1
LRRC8D,1,0.10655159164739575,0.019899995607301588,0.133,0.098,1
TSFM,1,0.10658197226520556,-0.06692191583632223,0.163,0.199,1
WAC-AS1,1,0.10683069981846041,-0.0036989318844996566,0.385,0.316,1
THOC7,1,0.10687633697730908,-0.088788510049579,0.638,0.633,1
HSCB,1,0.1068765095054484,0.022237016857568015,0.246,0.195,1
MIR181A1HG,1,0.10691909053279168,0.041305231242291074,0.332,0.279,1
MRPL47,1,0.10692572779160217,-0.08001425267800244,0.525,0.538,1
MYSM1,1,0.10693952389169616,0.030562441224499443,0.193,0.152,1
ZBTB11,1,0.10699272331338519,0.010180441534169624,0.146,0.108,1
TSHZ2,1,0.1071707270141561,0.001408754017860836,0.389,0.318,1
PARK7,1,0.10717540461682545,-0.052650716345189696,0.937,0.96,1
RBM15,1,0.10724339123893449,-0.002203506822080259,0.146,0.106,1
IFT74,1,0.10741637999375658,0.023313687913735004,0.269,0.212,1
NUP85,1,0.10744705154208169,0.005142406130224694,0.176,0.132,1
WASF2,1,0.10745050649100894,0.026181207152033315,0.814,0.797,1
CBR1,1,0.10752300162860014,-0.1254570315428838,0.193,0.217,1
LIN7C,1,0.10755368632366422,-0.01900464986334094,0.246,0.188,1
LRRC34,1,0.10772588808490456,0.011634353630060545,0.166,0.126,1
RIC3,1,0.10777264035507694,0.015086734799948043,0.176,0.133,1
NOTCH1,1,0.10787781142424856,0.021559245965312737,0.166,0.126,1
PIGC,1,0.10788777179172471,0.003176807398933612,0.472,0.392,1
TYRO3,1,0.10792176005048804,-0.030674453269337265,0.834,0.699,1
ACTR1A,1,0.10792767404290855,-0.053183109528292694,0.336,0.371,1
SLC18B1,1,0.10796095703759298,0.007941951434586508,0.116,0.084,1
C4orf3,1,0.1079678708462658,-0.006164624541984631,0.944,0.924,1
MEST,1,0.10804402734358222,-0.16188792516812023,0.668,0.655,1
CHCHD2,1,0.10805433017265186,-0.09998155941678016,0.13,0.166,1
EXOSC7,1,0.1080829580601599,-0.09960865224058424,0.352,0.37,1
RPL12,1,0.10821320939003669,-0.06763748395335778,1,0.994,1
CDADC1,1,0.10867923792827693,0.015270228022980614,0.186,0.143,1
PDPK1,1,0.10868715273042713,0.016576635209750668,0.316,0.26,1
ALDH18A1,1,0.1087062356165376,-0.007230979818340644,0.206,0.157,1
SMC5,1,0.10879580461609123,0.01226895441350112,0.409,0.336,1
LAMP1,1,0.10887433670155569,0.03654260292455991,0.591,0.519,1
LOH12CR2,1,0.10896292725078273,-0.0010385908689028028,0.159,0.118,1
CCNG2,1,0.10902847472988765,-0.08093043877286377,0.316,0.346,1
PHF5A,1,0.10902862426016731,-0.08450078916875692,0.518,0.529,1
SRSF1,1,0.10907295285309469,-0.0434479949892973,0.734,0.726,1
FTO,1,0.1091414957723831,-0.002120544434080107,0.246,0.194,1
PRKRA,1,0.1093133775397971,-0.0866217265397477,0.548,0.563,1
TRIM59,1,0.10938804622356248,0.018171951123385585,0.126,0.092,1
ERC1,1,0.1096177922880122,-0.006911120955857608,0.302,0.243,1
PPP1R15B,1,0.11000965494452232,-0.0017299232993929492,0.256,0.201,1
C5orf30,1,0.11029337809889096,0.02380586233524501,0.296,0.243,1
PTRHD1,1,0.11029727477366622,0.07114837161336462,0.701,0.63,1
HSD11B1L,1,0.11042833845810038,-0.006695417128052883,0.385,0.312,1
ZNF776,1,0.11051595663776297,0.007892771773842538,0.243,0.189,1
STK35,1,0.11061159776196539,0.017453266969096867,0.14,0.104,1
KIF1B,1,0.11081534514818368,0.013313826253832428,0.379,0.311,1
MTG2,1,0.11100152324371247,-0.0037807060398485914,0.256,0.199,1
CLDN4,1,0.11104382963429972,-0.08758432554098848,0.076,0.104,1
FAM32A,1,0.11114626015714554,-0.0813547082208882,0.784,0.76,1
SLC36A4,1,0.111189712362964,0.022880464620594843,0.412,0.35,1
RPL23,1,0.11139065808764533,-0.06289000414742274,0.993,0.995,1
CMTM4,1,0.11142854439737326,-0.02489331811301848,0.355,0.28,1
TRIR,1,0.11144258635096213,0.029679958922000482,0.96,0.931,1
TMEM101,1,0.11145502900219721,0.0028642134252641616,0.478,0.393,1
VPS11,1,0.1115921557167255,0.020845210698402006,0.156,0.118,1
AK6,1,0.11176277535616981,-0.010919598097717587,0.611,0.518,1
ATG4A,1,0.11187985166486486,0.035145206804117576,0.14,0.106,1
DDHD1,1,0.11190389130591796,-0.07993395532258465,0.226,0.256,1
FAM110B,1,0.1120023347083397,-0.06670919583970598,0.14,0.17,1
MLXIPL,1,0.1120163730842493,0.018185513279304413,0.12,0.087,1
HMGA1,1,0.11211323075457219,-0.21661175447423697,0.734,0.684,1
SERINC3,1,0.1121832458216373,0.037950132637256107,0.478,0.409,1
ZFPL1,1,0.11223987137708212,0.017426227135149908,0.432,0.359,1
MPP5,1,0.11231493834452284,-0.36814567675656695,0.791,0.65,1
RAB3IP,1,0.11238728510645211,0.01573462288291455,0.339,0.279,1
MCM7,1,0.11249201664931466,-0.10645424193969685,0.302,0.322,1
ERP44,1,0.11263224364358926,0.019040987287176736,0.369,0.306,1
AARS,1,0.1126587874449416,0.010029488943095077,0.296,0.237,1
ALG5,1,0.1126765541741888,-0.10946209984972771,0.518,0.532,1
NXT1,1,0.11296652846690998,0.005780375029829754,0.512,0.42,1
GALNT7,1,0.11298385313928845,0.02042278677410432,0.14,0.104,1
TGOLN2,1,0.1131030496742535,0.01798542133205372,0.462,0.391,1
CCAR1,1,0.11311161968841217,0.016234573811516273,0.538,0.461,1
TNRC18,1,0.11312621084670328,0.022670629090790553,0.166,0.125,1
TOM1L1,1,0.1132666892845059,0.01863231904944554,0.243,0.193,1
STARD4-AS1,1,0.11328624480439532,-0.04805255623530849,0.213,0.251,1
USP27X,1,0.11343156277813049,-9.663833901323859e-4,0.103,0.072,1
CLNS1A,1,0.1135407332942363,-0.06305339758383743,0.688,0.669,1
SDAD1,1,0.11364726125765723,0.026938438103401796,0.372,0.311,1
ZNF263,1,0.11379551278866548,-0.009911588912426661,0.279,0.218,1
RAP1A,1,0.11381292486717942,0.0037733221853175625,0.452,0.387,1
NOP58,1,0.11385693581089325,-0.08451287326965673,0.362,0.381,1
THAP7,1,0.11389889190625772,-0.08786155672848167,0.425,0.434,1
PDPR,1,0.11407102293112885,0.016265880444707836,0.246,0.195,1
DUS3L,1,0.1140973019014139,0.004597792687950936,0.14,0.103,1
TARSL2,1,0.11412469849469607,0.009501973516893386,0.243,0.191,1
SLC35A2,1,0.11418083646217313,0.012585598280597243,0.193,0.148,1
C4orf36,1,0.1142088869125946,0.017728632241093903,0.153,0.115,1
FAM89A,1,0.11443965930795764,-0.0022120447645622987,0.199,0.153,1
ARFGAP2,1,0.11456742884981366,-0.11302835330470545,0.415,0.432,1
STX2,1,0.11458913599925488,0.02936189073625564,0.219,0.177,1
RBMX2,1,0.11469881029783202,0.008156491501107421,0.458,0.379,1
TCEAL7,1,0.11470920883469142,-0.09390276102811118,0.223,0.248,1
APPL2,1,0.11471098688073839,0.009862833772268764,0.289,0.237,1
ZNF211,1,0.11503059467488373,-0.005003085901119378,0.13,0.093,1
PSPH,1,0.11513883410233132,-0.007146312645596453,0.252,0.198,1
METTL5,1,0.11516830675808531,-0.0738743140093921,0.435,0.46,1
NT5DC2,1,0.11519896807932554,-0.04285990986854388,0.219,0.256,1
CDKN1C,1,0.11534326997742719,-0.012484047368329643,0.502,0.422,1
OSBPL11,1,0.11541057260824109,-3.296121883111791e-4,0.243,0.191,1
CRLF3,1,0.11572888297530068,0.014666280236936238,0.11,0.079,1
GCN1,1,0.11578658287043372,0.01050321710685917,0.153,0.115,1
TRPC4AP,1,0.11584971142008485,0.020307073273537674,0.302,0.246,1
PTK7,1,0.11618055091054685,0.04475192339348977,0.458,0.398,1
TAF1B,1,0.11635159677285342,0.011665887268036662,0.173,0.132,1
C11orf54,1,0.11639223879147695,-0.00813889657699951,0.395,0.319,1
DAD1,1,0.11641964382491642,-0.056143331547329645,0.887,0.879,1
ZNF649,1,0.11648637597395979,0.005371666683307297,0.159,0.12,1
MCCC1,1,0.11676305834293953,-0.003492995447015368,0.199,0.154,1
ZNRF3-AS1,1,0.11691573705518901,-0.08166707040733254,0.146,0.181,1
GEN1,1,0.11706229437680654,0.016207652651373333,0.113,0.081,1
XRCC6,1,0.11706442485741385,-0.06163306469103702,0.658,0.658,1
ALS2,1,0.11707929930788041,0.009904057649553696,0.156,0.118,1
CEP44,1,0.11712174268266197,0.00840147450500639,0.176,0.135,1
TMEM167B,1,0.1172493908507537,-0.002393039539461489,0.326,0.263,1
CSE1L,1,0.11729356025331258,0.037439104074678875,0.272,0.225,1
IPO9,1,0.11739823153285585,0.00860524570995519,0.415,0.34,1
BAX,1,0.1174330823409918,-0.07253470941390283,0.601,0.606,1
ZNF620,1,0.11750799458049328,-0.05295377682337561,0.103,0.133,1
DHFR,1,0.11769421265111185,0.008021685151372637,0.339,0.277,1
RYBP,1,0.11777445626513292,0.01377631706982757,0.342,0.286,1
MBD4,1,0.11780033945715129,0.015692731024519124,0.429,0.36,1
LMBRD2,1,0.1178563151385252,0.008775116821395465,0.106,0.075,1
KIAA0895,1,0.11786928794448247,0.016096144527267944,0.133,0.098,1
PPP1CA,1,0.11793958430761063,-0.07019666121109647,0.814,0.792,1
NMI,1,0.11795156681631494,-0.01005175163656638,0.123,0.087,1
CRCP,1,0.11809841888332033,0.017491719147505108,0.266,0.217,1
ARPC2,1,0.11818260318401565,0.022230944972719158,0.917,0.919,1
CPSF4,1,0.11819665796859637,0.010721333482385853,0.349,0.285,1
ATR,1,0.1182126745153323,-8.771589799138058e-4,0.146,0.108,1
ZNF24,1,0.11821965332388856,-0.005376366214985939,0.512,0.427,1
INIP,1,0.11825777492301397,-0.0739464795198875,0.296,0.333,1
FGFR1OP2,1,0.11828047316343421,0.0011428237888242987,0.492,0.408,1
FBXO17,1,0.11828729926304586,0.016548968879821935,0.694,0.617,1
RPL36,1,0.11830763403862396,-0.07627012369495478,0.997,0.996,1
PLVAP,1,0.11843608103886946,0.014337997907196504,0.113,0.081,1
MGAT1,1,0.1184532305848182,-0.09479882565979797,0.399,0.416,1
HNRNPA1L2,1,0.11849911583647313,-0.09169207659085654,0.362,0.376,1
DNMT1,1,0.11867715865137154,-0.10224139611178407,0.322,0.347,1
RARA,1,0.11876443126757207,0.024259702439709457,0.199,0.159,1
GPATCH3,1,0.11893411338462762,-0.0035129570191368698,0.143,0.104,1
MTREX,1,0.11904583227587895,0.01336039376240214,0.332,0.272,1
SDHD,1,0.11908580947761993,0.03735179959795809,0.694,0.613,1
QTRT2,1,0.11939254155711004,0.009005034015391336,0.166,0.126,1
MCM6,1,0.11946205663425977,-0.0041466962514350725,0.209,0.164,1
MCRIP2,1,0.1194639381361844,-0.004746819841826899,0.369,0.292,1
CTXN1,1,0.11949071244646473,-0.07528124841151365,0.312,0.339,1
MTSS1L,1,0.11957299003963441,-0.025322812488362947,0.156,0.115,1
ARHGEF37,1,0.11959436601138246,-0.001958360668411832,0.116,0.084,1
NDUFA11,1,0.11960457711504364,-0.046623015415302005,0.977,0.975,1
CHKB,1,0.11968924444693257,0.012496881538159227,0.272,0.22,1
ADPRHL2,1,0.11974789043758828,0.019337665436054863,0.355,0.299,1
KPNA3,1,0.11975936485581141,-0.09100935360243823,0.405,0.416,1
RBBP6,1,0.11976902696249046,0.012544745627664722,0.578,0.484,1
MBLAC2,1,0.1198629844933026,-0.012960940378373587,0.12,0.086,1
OAT,1,0.1198865417103376,0.005004553387815608,0.206,0.16,1
RSBN1L,1,0.12015331658591645,0.02871748478884034,0.545,0.481,1
ASGR1,1,0.12025764494462161,-0.07026230843356884,0.13,0.159,1
RCC1,1,0.12029042547014313,-0.06461446535617191,0.143,0.174,1
NFKBIA,1,0.12045738931974909,-0.0722475632268555,0.362,0.396,1
TOP3A,1,0.1204936377286196,0.011879805640490515,0.159,0.12,1
ST20,1,0.12058100548810916,0.005163254327106959,0.339,0.275,1
SEPT1,1,0.12063594232248692,0.03352577497833692,0.359,0.296,1
VDAC1,1,0.12070942243861704,-0.0566578933385703,0.748,0.718,1
LIAS,1,0.12109239557878858,0.0019951029728470793,0.239,0.189,1
HEMK1,1,0.12112900865854465,0.0210804702978159,0.246,0.199,1
RAI1,1,0.12119802647772644,0.013036928086734317,0.206,0.164,1
NCOA2,1,0.12120421125627562,-0.03959582676073334,0.302,0.235,1
PCIF1,1,0.12158635783798079,0.017023431901575015,0.365,0.306,1
ZFYVE27,1,0.12164722015039331,0.02457238943700435,0.216,0.17,1
NIPSNAP3A,1,0.12168860920304064,0.012472907007213652,0.432,0.353,1
PSMD5,1,0.12169305265352502,0.011200354953062042,0.196,0.153,1
SMYD4,1,0.12173219542111531,0.021486431443132795,0.209,0.169,1
ZBTB40,1,0.12173978437185191,0.008576362374608681,0.126,0.092,1
BID,1,0.12179080731094455,-0.04834885551415039,0.103,0.133,1
FAM13A,1,0.1220549178331684,0.0027100475850446726,0.252,0.199,1
SLC25A17,1,0.12225256724210258,-0.04076855550746569,0.103,0.136,1
ABCE1,1,0.12229843504058022,0.00660532602861591,0.419,0.343,1
RPS11,1,0.12239092695457597,-0.06520970082986022,0.997,0.995,1
HSD17B10,1,0.12259869813380415,-0.0892436617806025,0.671,0.676,1
LRRC56,1,0.12266029196515779,-0.004273954831879673,0.11,0.078,1
SASS6,1,0.12286682300492499,0.0016634490994564405,0.11,0.078,1
TMEM231,1,0.12307541865410696,0.014023408086266592,0.159,0.121,1
BACH2,1,0.12312699255470692,0.005283776603084128,0.13,0.095,1
ADIPOR2,1,0.12315476715308213,0.015568892037163967,0.282,0.233,1
UBE2E1,1,0.12316087361989063,-0.07563413753755233,0.452,0.462,1
RPS6KA3,1,0.12325068270190727,0.02150374954100545,0.223,0.177,1
NUDCD2,1,0.1232894057438731,0.031570852856155907,0.728,0.648,1
URI1,1,0.1233077607230439,0.010998367824774147,0.395,0.323,1
ARL2BP,1,0.12336125294946444,0.03459761844842468,0.744,0.664,1
EPC2,1,0.12365542122146547,0.013648150115829122,0.243,0.194,1
PBX3,1,0.12365562293697392,0.013748081851521946,0.166,0.129,1
TRAF3IP2-AS1,1,0.12373026296300477,0.011625656941862239,0.136,0.102,1
MIF4GD,1,0.12375995281702105,0.026422983202329553,0.372,0.307,1
DAZAP1,1,0.12389650347445845,0.02706492261555371,0.369,0.316,1
C9orf78,1,0.12402233977547583,-0.07874433089018629,0.445,0.466,1
PIK3CD-AS2,1,0.12449669414153985,0.024557704034087732,0.156,0.12,1
VPS13B,1,0.12461999291415292,-0.036929394950110744,0.153,0.112,1
NIPA1,1,0.124724553557352,-0.0070065135344288265,0.126,0.092,1
CFL1,1,0.12476550788519992,-0.08990656423344179,0.987,0.987,1
SLC27A5,1,0.12484167122043828,0.025731624736242104,0.296,0.244,1
TOM1L2,1,0.12493778209968247,-0.011220918480596365,0.309,0.251,1
LRRC27,1,0.12505611285128618,0.001716095983132021,0.259,0.204,1
NDUFB10,1,0.1250639923889226,-0.05476088044896166,0.9,0.9,1
PDHB,1,0.1252480178136736,-0.005826114378577052,0.595,0.494,1
ITGB3BP,1,0.12533441647095622,-0.08663845662899289,0.336,0.359,1
GTF2I,1,0.12540571663846373,0.04604367998813519,0.854,0.784,1
ABHD14B,1,0.1255002244878438,0.020381392407228027,0.532,0.445,1
L3MBTL3,1,0.12554934773805426,0.02282755569384383,0.116,0.086,1
METTL27,1,0.12589965471714454,0.004323016180384623,0.123,0.09,1
ACBD6,1,0.12601940042960266,0.04142917286271747,0.518,0.445,1
CDH11,1,0.12603335421608136,-0.09572801667596278,0.153,0.182,1
ST3GAL1,1,0.12613150768619305,-0.04102590914851911,0.455,0.37,1
MORF4L2,1,0.12622738978370968,-0.06983130963855122,0.844,0.847,1
MED8,1,0.12639810425252665,0.013859297163680007,0.382,0.316,1
RPL7A,1,0.12660930041222623,-0.09773703035380255,1,0.998,1
SPTSSA,1,0.12674377637665493,0.04497555048328783,0.542,0.478,1
MTMR6,1,0.12675577194137772,0.011028430959374724,0.179,0.138,1
FIZ1,1,0.1268269550455898,0.01765388623640099,0.113,0.083,1
SSB,1,0.12692135714892375,-0.05962279835245432,0.658,0.68,1
PLA2G6,1,0.12693077288061086,-0.015668726464135307,0.14,0.102,1
THTPA,1,0.12699229477851634,0.018281983805951307,0.349,0.29,1
RANBP2,1,0.12702317830039178,0.0029881940711065647,0.445,0.371,1
NDUFV3,1,0.12714517096307024,0.02411007816309474,0.748,0.693,1
SNX5,1,0.12716833536221878,0.021621169565910647,0.615,0.522,1
GAS8,1,0.12731555522835747,0.018499138870823967,0.203,0.16,1
LTBP1,1,0.12737903562795663,0.02670271623624687,0.296,0.244,1
SEC61G,1,0.1275208606099306,0.04086054557310437,0.963,0.93,1
CYBC1,1,0.12756948594347559,-0.07101173077381645,0.299,0.326,1
PTBP3,1,0.12763744050378606,-0.10476321069715533,0.442,0.458,1
LNPEP,1,0.12770334509230216,0.04217859513011818,0.322,0.265,1
RAD50,1,0.12772472009279265,0.01835949749672683,0.618,0.535,1
MEIS3,1,0.12790731621954343,-0.06594633465251798,0.153,0.182,1
LTBP3,1,0.12791304172522172,0.022932161976745413,0.415,0.354,1
BLZF1,1,0.12792756816794715,-0.0033841617432777693,0.179,0.137,1
STK32C,1,0.12806161341372807,0.011499691826312886,0.286,0.232,1
ARID1A,1,0.12810240811960297,0.03692037103947676,0.532,0.476,1
SPATA33,1,0.12818244749907062,-0.0857839811455895,0.329,0.347,1
TRPM4,1,0.12854567935724903,0.023239311502412485,0.233,0.188,1
STXBP3,1,0.12862226688460143,0.029805145529619825,0.329,0.269,1
FGFR1OP,1,0.12880386710544914,0.0014130165799289829,0.186,0.143,1
DNAJC27,1,0.12884281298781777,0.015159193408828722,0.106,0.076,1
TMEM209,1,0.12884432271028928,0.03905066893989828,0.233,0.188,1
PPTC7,1,0.1291045583740798,0.01980460000633906,0.159,0.121,1
LINC00324,1,0.1292866988771225,0.010069885614430202,0.103,0.074,1
PAFAH1B2,1,0.12939955732053524,0.03476979220861165,0.568,0.506,1
LEF1,1,0.12943207176982438,-0.0419962810285295,0.08,0.107,1
NELFA,1,0.12948706387976633,0.01246762850649083,0.316,0.256,1
MAML2,1,0.12966547874384285,-3.152039775147497e-4,0.246,0.194,1
STAMBP,1,0.12973680307827878,0.016776791951260972,0.362,0.306,1
TAF15,1,0.1298754179928831,0.01966959103849003,0.415,0.352,1
ZNF579,1,0.12988981477996828,0.009598433315270993,0.226,0.181,1
CCT7,1,0.1299646555945289,0.03094315942690884,0.625,0.519,1
IRAK1,1,0.13000830608270128,0.009235891003329638,0.219,0.172,1
ANXA2,1,0.1304772180765719,-0.1544834221164928,0.953,0.9,1
CMBL,1,0.13048757647019515,-0.006129025190661053,0.372,0.308,1
GNA12,1,0.13053968903188584,-0.011543451866446425,0.236,0.186,1
CCPG1,1,0.13056168320782166,-0.0014574159618561122,0.429,0.352,1
PAGR1,1,0.13060980816015447,0.011570720149507344,0.179,0.14,1
CLTC,1,0.13098401047154706,0.003368498636576067,0.621,0.53,1
MZT2A,1,0.13118978944533755,0.046816878908792714,0.761,0.681,1
PTRH1,1,0.1312176573899555,-0.10999959676413198,0.299,0.314,1
KLF12,1,0.1313665053130274,0.013646885196590172,0.166,0.127,1
ERCC5,1,0.1314515714709896,0.020593999645455524,0.166,0.13,1
CASD1,1,0.13148065912762114,0.010611735178094162,0.216,0.171,1
IRF2BPL,1,0.13168117388788858,0.017986624499711446,0.508,0.427,1
PRPF40A,1,0.13174182175895024,0.02423703599526461,0.668,0.587,1
PTPRK,1,0.1319272832102402,0.006873044539593587,0.15,0.114,1
KAT7,1,0.13237172125938038,0.016069643125476818,0.276,0.227,1
ECSIT,1,0.13238587940362667,0.022784440797715133,0.385,0.32,1
KDM5A,1,0.13241780139064643,0.02273401974067446,0.488,0.41,1
AKAP1,1,0.13248707155271236,-0.03352316686061506,0.08,0.109,1
NPLOC4,1,0.13251694628451757,0.004576308389418637,0.262,0.211,1
PCID2,1,0.132610357618715,0.023515413710820915,0.302,0.246,1
FBXO42,1,0.13263486758168386,0.012203408519741527,0.199,0.158,1
TANK,1,0.13266430790095401,-0.004968200155684999,0.399,0.323,1
SAMM50,1,0.13283281755342194,-0.08464516007491801,0.362,0.386,1
MRPS33,1,0.13291073087253186,0.05702695544123326,0.711,0.633,1
SLC31A1,1,0.13297173303170315,0.0143197088569402,0.196,0.155,1
TIAL1,1,0.13308691823340457,0.017336216703230045,0.605,0.528,1
DNAJC1,1,0.1331368309009887,-0.07833498767263014,0.452,0.475,1
MCF2L,1,0.13314134251740772,0.014175800613355966,0.13,0.097,1
TMBIM6,1,0.13322434909094505,0.04911150486309723,0.904,0.899,1
NT5C,1,0.1332665606417475,0.03138982370842602,0.694,0.613,1
EXOC7,1,0.13328194339113783,0.035070929320198285,0.635,0.555,1
LCLAT1,1,0.13328362447053443,0.0267624128488161,0.176,0.14,1
FAM118B,1,0.13352752611674473,0.015995261985989162,0.186,0.147,1
CLHC1,1,0.1337562870800832,0.02540284015849055,0.14,0.107,1
STAT1,1,0.13377029013966923,-0.008172355029612166,0.405,0.336,1
MT-ND6,1,0.13381112171847712,-0.08160359539097084,0.691,0.695,1
RNF146,1,0.13383191355189958,-0.00671423450384151,0.472,0.387,1
GOLPH3,1,0.13386191891553942,-0.003287560390345723,0.439,0.359,1
EIF3L,1,0.13392816271066585,0.036451799041636423,0.937,0.903,1
EHD1,1,0.134013547587263,-0.005595107081425049,0.249,0.2,1
GOLGA6L9,1,0.13414230988229475,0.010310018803455251,0.106,0.078,1
PHKG2,1,0.134204002560188,-0.060086713824437504,0.189,0.227,1
MFSD14B,1,0.1342053549797885,-0.029505142212906454,0.306,0.242,1
PDXK,1,0.1342189879095685,-0.06189359663389557,0.309,0.339,1
ZNF431,1,0.13436677085160695,0.035970926889065835,0.342,0.285,1
SFXN5,1,0.13469600732870732,0.007944055994927202,0.199,0.155,1
TBC1D23,1,0.13480521464116374,0.009535859783994738,0.203,0.163,1
NDUFS7,1,0.13485412045858944,-0.07970706625381285,0.754,0.757,1
ZBTB6,1,0.1348856779751491,-3.1092182905465005e-4,0.103,0.074,1
ZNF346,1,0.13520260612430382,-0.00890939345186495,0.153,0.114,1
ORAI2,1,0.13522421356241526,-0.006906796342607546,0.346,0.282,1
ADK,1,0.13546895913136237,0.020806519150841113,0.256,0.206,1
PIBF1,1,0.13554710590312238,0.010669022572959902,0.206,0.16,1
UFSP2,1,0.13561192913583994,0.013945167493998989,0.379,0.323,1
TMEM208,1,0.13569691472919854,0.04551042152543061,0.734,0.647,1
PCLAF,1,0.13571710382450095,-0.11590337882304791,0.246,0.283,1
C1orf52,1,0.13573550288940217,-0.013351555544100058,0.505,0.431,1
EEA1,1,0.1357474478128328,-0.0028510370644959093,0.425,0.347,1
MRPS18A,1,0.13579916387192184,0.004034631504177266,0.621,0.539,1
GSK3B,1,0.13583927254897618,2.3398187473777643e-4,0.365,0.303,1
MDFI,1,0.13608977812834763,-0.13768193120886857,0.262,0.279,1
MNT,1,0.13610218602480792,0.02228570698076557,0.213,0.171,1
