gene,cluster,p_val,avg_logFC,pct.1,pct.2,p_val_adj
LYPD1,0,9.601380124273773e-65,-2.2079104405074848,0.014,0.8,1.7794237784316582e-60
CDH6,0,9.436909440295095e-47,-0.6745537709919772,0.005,0.533,1.74894242656989e-42
AKAP12,0,1.9466476795387773e-39,-1.0018305387763404,0.037,0.7,3.607722144489216e-35
HEY1,0,2.0619733725066004e-35,-0.8890313327666213,0.056,0.767,3.8214552512664825e-31
DAPL1,0,7.695656501772651e-35,-1.110568748778193,0.023,0.567,1.4262360194735253e-30
PTTG1,0,5.739387115127536e-32,-0.8686818959522278,0.033,0.6,1.0636806140465862e-27
WFDC2,0,2.4060952375635604e-31,-0.31453817257458894,0.007,0.4,4.459216303776546e-27
HEY2,0,6.9928220957565205e-31,-0.3253903992262666,0.005,0.367,1.295979719006556e-26
PPP1R1A,0,1.0469188333561545e-30,-0.27033952540125195,0.005,0.367,1.9402546738589612e-26
GAS7,0,1.8594458647116746e-30,-0.25483488233741264,0.005,0.367,3.4461110210701464e-26
NDUFA4L2,0,2.2940659833532766e-30,-0.8585053279312214,0.002,0.333,4.2515924869486277e-26
BMP4,0,7.628730253970147e-30,-0.5901909690240694,0.037,0.6,1.4138325779682873e-25
WDR86,0,2.682220894877193e-29,-0.6438576352480586,0.04,0.6,4.970959984475902e-25
IFITM1,0,2.087849739960658e-28,-0.362662088370449,0.014,0.433,3.869411923069087e-24
SLC1A6,0,5.180339883901375e-27,-0.3273301402482079,0,0.267,9.600723906834418e-23
CLU,0,9.24533622498341e-27,-0.5215992209562516,0.033,0.533,1.7134381625761756e-22
COL2A1,0,1.2232761338877093e-26,-0.49424648452499287,0.051,0.633,2.2670976589340917e-22
TMEM97,0,2.4856149923989072e-25,-0.37723396988690006,0.061,0.667,4.606590265412895e-21
JPH4,0,2.6837785477318295e-25,-0.3177554317546315,0.019,0.433,4.9738467825113996e-21
C4orf48,0,1.4409845894019259e-24,-0.6998129196958984,0.121,0.833,2.6705767395385893e-20
CLDN11,0,3.0486590663856836e-24,-0.42920647387358046,0.016,0.4,5.650079847732587e-20
B4GALNT4,0,7.129897797186024e-24,-0.17901227387653137,0.002,0.267,1.3213839587524858e-19
TRIM43,0,8.658090234869256e-24,-0.20869331692230847,0,0.233,1.6046038632283192e-19
PRR7,0,4.058800464992169e-23,-0.22374420482242896,0.009,0.333,7.522174901769987e-19
EVA1A,0,4.179747648674256e-23,-0.3909659593066069,0.023,0.433,7.7463263172879985e-19
HLA-DPB1,0,1.0493270362604371e-22,-0.2672210280342552,0.019,0.4,1.944717796301468e-18
BCAT1,0,1.170604711711687e-22,-0.2317829697406496,0.014,0.367,2.1694817122152697e-18
CD24,0,1.5508662704289331e-22,-0.7727808989883844,0.054,0.567,2.8742204589859418e-18
TTYH1,0,4.1240711564390345e-22,-0.587156362662504,0.021,0.4,7.643141074228462e-18
FXYD6,0,9.654368034167277e-22,-0.662683072921854,0.084,0.667,1.7892440277722214e-17
CENPV,0,1.5502746698385466e-21,-0.7061838351687915,0.107,0.733,2.8731240456117784e-17
SCG5,0,2.8217832156057325e-21,-0.2913394760930317,0.016,0.367,5.2296108334821044e-17
LIMD2,0,3.1174398721169057e-21,-0.35124587886560077,0.054,0.567,5.777551314994262e-17
MIR181A1HG,0,3.3021159153690152e-21,-0.7475068615998243,0.136,0.8,6.119811425953396e-17
HMGA2,0,3.5414817697087317e-20,-0.9653793915094481,0.145,0.833,6.563428163801193e-16
MSX2,0,4.1650548904677235e-20,-0.18914089960334582,0.009,0.3,7.719096228503832e-16
MLLT11,0,5.1114311247976445e-20,-0.6818961024069304,0.196,0.933,9.473015303587475e-16
RPL37A,0,6.659769758800923e-20,-1.162526654402925,1,1,1.2342551293985752e-15
PCP4,0,7.575945917788473e-20,-0.92215636622584,0.026,0.4,1.4040500569437377e-15
RPL5,0,1.7343547949017003e-19,-0.9606895492065446,1,1,3.2142797413913214e-15
RPS2,0,1.8035198404054138e-19,-1.144999371892824,1,1,3.3424633202233534e-15
RPLP2,0,2.054348102587875e-19,-0.9466126710175096,1,1,3.807323338526109e-15
RPL37,0,2.2208853039942438e-19,-1.1488015809698373,0.986,1,4.115966733892532e-15
LHX1-DT,0,3.0446840293284963e-19,-0.37032301925813016,0.04,0.467,5.6427129115545025e-15
RPS29,0,4.082657727363861e-19,-0.9550280439597718,1,1,7.566389566123444e-15
NETO2,0,4.9848810448813495e-19,-0.14421650780590528,0.007,0.267,9.238480040478604e-15
RPS3,0,6.743115715718135e-19,-0.8932451888055879,0.998,1,1.249701635594042e-14
RPS23,0,6.743149327854502e-19,-0.8969324013765001,1,1,1.2497078649312748e-14
RPL35A,0,7.189542979200352e-19,-0.816352011319522,1,1,1.3324380003352013e-14
RPS15A,0,7.282310199461332e-19,-0.8706700618675884,1,1,1.3496305492661688e-14
RPS8,0,7.965368759902544e-19,-0.7972637068061923,1,1,1.4762217922727385e-14
RPS17,0,8.171889556288515e-19,-1.0155527505142272,1,1,1.5144962914669504e-14
HOXB9,0,8.279535827009783e-19,-0.5201639269748606,0.065,0.567,1.534446374819723e-14
RPL26,0,9.052151136629453e-19,-0.7716415954413778,1,1,1.6776351701515367e-14
APOE,0,9.25780460251289e-19,-0.44818160131019374,0.082,0.633,1.715748926983714e-14
RPL9,0,1.0686402189285518e-18,-0.7705228503162642,0.998,1,1.9805109177402852e-14
FBLN1,0,1.142970999384851e-18,-0.2006800113093234,0.016,0.333,2.1182681531599443e-14
EGFL7,0,1.2916459820494326e-18,-0.536900899624748,0.075,0.6,2.3938074985322135e-14
RPL38,0,1.2927572166170879e-18,-1.1067620561448863,0.972,1,2.395866949556449e-14
RPS11,0,1.4140748489119367e-18,-0.854531180224734,0.991,1,2.6207049174884922e-14
TPT1,0,1.4321959600422446e-18,-0.7725306157565797,1,1,2.6542887727462918e-14
MPP5,0,1.7033684020018723e-18,1.9108014295069409,0.991,0.4,3.15685265943007e-14
RPS10,0,1.7100306443575315e-18,-1.0080956672236185,0.977,1,3.169199793187813e-14
CPXM1,0,1.845636565650809e-18,1.6623637973955867,1,0.767,3.4205182471206444e-14
RPL7A,0,1.8932393064507933e-18,-1.0164801528407992,0.995,1,3.508740406645255e-14
RPL30,0,2.121627204168682e-18,-0.8315577309302946,1,1,3.932011697485818e-14
ANXA1,0,2.3430543825256495e-18,2.0929730652376697,0.974,0.267,4.342382687134786e-14
RPL32,0,2.377190424993502e-18,-0.8223183382431207,1,1,4.405647014640457e-14
RPS7,0,2.5967355024016518e-18,-0.7899985794248998,1,1,4.812529906600981e-14
CYP27C1,0,2.599861237460462e-18,-0.14428900832415006,0.005,0.233,4.8183228313854744e-14
RPS18,0,2.6630909877480887e-18,-0.8100426268084804,1,1,4.935506527593533e-14
RPL27A,0,3.1368982772378047e-18,-1.0341398162069066,1,1,5.813613577204824e-14
CDKN3,0,3.3781903459830926e-18,-0.25962440325138303,0.005,0.233,6.260800168210466e-14
RPL39,0,3.647660430735009e-18,-1.0235624669303718,0.998,1,6.760209076281192e-14
RPL29,0,4.514556898363578e-18,-0.8315157530399584,1,1,8.366828299737218e-14
RPL22,0,5.378623941191718e-18,-0.7889338092666285,0.991,1,9.968203750210612e-14
RPL36,0,5.378674806620691e-18,-0.9273784351833791,0.993,1,9.968298019110127e-14
RPL27,0,5.4463199189275356e-18,-0.9256527021048329,0.993,1,1.0093664705748402e-13
RPS20,0,6.485938453451812e-18,-0.9724566597241484,0.988,1,1.2020389735782242e-13
RPS5,0,8.85242895438186e-18,-0.8512524515503781,0.991,1,1.64062065811559e-13
RPS24,0,9.075185640564534e-18,-0.8167684395945329,0.998,1,1.6819041547658252e-13
ITM2B,0,1.0401553618279828e-17,1.6775868425133604,1,0.933,1.9277199320758006e-13
RPL23A,0,1.134343934149375e-17,-0.7275756256836328,1,1,2.1022796131590366e-13
RACK1,0,1.20669683683037e-17,-0.7939734093196575,0.991,1,2.2363712476977247e-13
RPL13,0,1.2446085528416328e-17,-0.7394142547375808,1,1,2.306633030981398e-13
RPS19,0,1.267889136239264e-17,-1.0045358498048493,1,1,2.349778936192228e-13
RPL23,0,1.2995875726049535e-17,-0.8820888127230653,0.991,1,2.40852564830876e-13
RPS12,0,1.3321262440509384e-17,-0.933789547769531,0.998,1,2.468829568099604e-13
CLEC18B,0,1.4444387356870685e-17,-0.12690310906267763,0.002,0.2,2.676978308848844e-13
RPS28,0,1.4886094421380042e-17,-0.8458688055444932,0.995,1,2.7588398791143634e-13
LHX1,0,1.515912782855363e-17,-0.4014112874181326,0.044,0.467,2.8094411604658445e-13
RPL18,0,1.725782070280713e-17,-0.7686902329047682,1,1,3.1983919108512453e-13
WDR54,0,1.917419398558035e-17,-0.3414245424720693,0.051,0.5,3.5535533713476063e-13
RPL6,0,1.9277618128184813e-17,-0.8155361126579379,0.993,1,3.5727209676964913e-13
FXYD5,0,2.0289340804898005e-17,-0.2065747534375907,0.019,0.333,3.760223531371747e-13
FOXB1,0,2.2716582604329216e-17,-0.10149045791221564,0,0.167,4.210064254060334e-13
LINC01918,0,2.2716582604329216e-17,-0.13439594904587013,0,0.167,4.210064254060334e-13
CRYGN,0,2.2716582604329216e-17,-0.13946463206190676,0,0.167,4.210064254060334e-13
RGS16,0,2.2716582604329216e-17,-0.17043604470434462,0,0.167,4.210064254060334e-13
RPSA,0,2.493605270739321e-17,-0.843105019884788,0.979,1,4.621398648261183e-13
RPL8,0,2.5875881063237378e-17,-0.6471708299268975,1,1,4.795577037449783e-13
RPL28,0,2.996648789747536e-17,-0.7386273550770537,0.998,1,5.553689202039109e-13
PAX8,0,3.130815319074267e-17,-0.8432826390623833,0.21,0.867,5.80234003084034e-13
SOX11,0,3.483837810851761e-17,-0.266232568113849,0.03,0.4,6.456596614851569e-13
RPS13,0,3.5549467673917504e-17,-0.6013280601873463,1,1,6.588382844007131e-13
NKAIN4,0,3.877622587042995e-17,-0.549141710559135,0.114,0.7,7.186397940566783e-13
IGDCC3,0,4.499945976167048e-17,-0.2722455915097985,0.026,0.367,8.33974987763039e-13
MRAS,0,4.755675213121187e-17,-0.1738751560145727,0.014,0.3,8.813692872477495e-13
RPS27,0,6.066131687981346e-17,-0.6406468196036901,1,1,1.124236185733583e-12
RPS3A,0,6.139976284225521e-17,-0.7481237570895773,1,1,1.1379218047555158e-12
RPS6,0,7.01309439388736e-17,-0.6732631300210166,1,1,1.2997367840191445e-12
PHLDA1,0,7.249957977230289e-17,-0.3655950832451903,0.063,0.533,1.3436347119200895e-12
RPL13A,0,9.76821744203306e-17,-0.5619910690026928,1,1,1.810343738531987e-12
RPL34,0,1.1625875029349868e-16,-0.6670457192744088,1,1,2.154623419189411e-12
JPT1,0,1.4079959347932894e-16,-0.7608846822499948,0.175,0.833,2.6094388659524035e-12
RPL11,0,1.8530209675882403e-16,-0.6780080696681474,1,1,3.4342037592312857e-12
RPL36A,0,1.8851597002401282e-16,-1.0984922812855191,0.897,1,3.4937664724550294e-12
EEF1A1,0,1.9667095662587339e-16,-0.5583731561827641,1,1,3.6449028391473116e-12
THSD7A,0,2.5267878151959964e-16,1.7564328775771156,0.958,0.267,4.68289585790274e-12
RPL3,0,2.5847338185134958e-16,-0.569183161841647,1,1,4.790287185851062e-12
EYA1,0,2.7477100209467586e-16,-0.18316526989512033,0.021,0.333,5.092330981820628e-12
RPS21,0,3.2555975658707125e-16,-1.0191122795764267,0.914,1,6.033598968828191e-12
RPS27A,0,3.4744334108113197e-16,-0.5760992799036257,1,1,6.439167440256619e-12
RPL31,0,3.7736201536154843e-16,-0.9102912442133908,1,1,6.993650230695577e-12
BID,0,3.9684471729507346e-16,-0.15014141441175408,0.007,0.233,7.354723145629596e-12
MARCKS,0,4.658447603744187e-16,-0.7509684588237175,0.189,0.833,8.633500944019101e-12
NACA,0,4.6645320702262825e-16,-0.6204604693748808,0.993,1,8.64477728575037e-12
SBSPON,0,4.671078700330536e-16,1.5388546038061586,0.97,0.4,8.6569101553225815e-12
ECE1,0,4.966444029480075e-16,-0.16559170940444165,0.012,0.267,9.204310719835424e-12
MALAT1,0,5.005352216556684e-16,0.7038815144611528,1,1,9.276419262944503e-12
PODXL,0,6.108238660331687e-16,1.5092697297676954,1,0.7,1.1320398709192715e-11
RPL24,0,6.254487565181525e-16,-0.7577643119088182,1,1,1.159144180455092e-11
RPS16,0,6.78830958836932e-16,-0.6392340339142208,1,1,1.2580774160124861e-11
ZNF385A,0,6.979715515197443e-16,-0.24225457066837436,0.028,0.367,1.293550676431542e-11
RPL35,0,7.030542503091692e-16,-0.5986947420773063,1,1,1.3029704420979832e-11
RPS14,0,7.54102622018695e-16,-0.642757226727896,1,1,1.3975783893872475e-11
C1QTNF7,0,9.941274723758703e-16,-0.25427103444786053,0.035,0.4,1.8424164445542005e-11
RPL4,0,1.020817694319221e-15,-0.7127305518858051,0.988,1,1.8918814328818124e-11
MEX3A,0,1.055028752679574e-15,-0.437744916356143,0.063,0.5,1.9552847873410546e-11
ITPR1,0,1.2142074210099943e-15,-0.1870188662311421,0.028,0.367,2.2502906133578225e-11
RPL21,0,1.2150208126744505e-15,-0.4747325953569068,1,1,2.251798072129559e-11
CALM2,0,1.3329953195591877e-15,1.1611906012373416,0.993,1,2.4704402257390425e-11
RPL18A,0,1.445460673543185e-15,-0.7278546298023727,0.998,1,2.678872266277585e-11
TCF21,0,1.547815418190409e-15,1.4503741360832896,0.986,0.733,2.8685663145322848e-11
MDK,0,1.6845223062465473e-15,-1.4714397652560554,0.631,1,3.121925190166726e-11
UBC,0,1.8848178404313828e-15,1.0642939286167912,0.998,1,3.493132903671482e-11
PRSS23,0,1.938331504644369e-15,-0.26993284155534886,0.023,0.333,3.5923097775574095e-11
CENPH,0,2.1367612614334153e-15,-0.23333057373181781,0.023,0.333,3.9600596458145484e-11
RPS25,0,2.483448570366256e-15,-0.5657268453780779,0.998,1,4.602575235459782e-11
ST6GALNAC3,0,2.524870225821837e-15,1.5932823806064746,0.928,0.3,4.679341989515611e-11
APBA2,0,2.6808834577509785e-15,-0.1471516573341259,0.023,0.333,4.9684813122498886e-11
RPLP1,0,3.1583316219748654e-15,-0.52043915061494594,1,1,5.853335995006018e-11
SDC1,0,3.3782057954526962e-15,-0.08543109139608682,0.005,0.2,6.260828800712481e-11
SPC24,0,3.927778633571682e-15,-0.12122283714509283,0.005,0.2,7.279352141598397e-11
MEST,0,4.0131877589654425e-15,-0.9338633158277715,0.404,1,7.437640873690654e-11
EPHB1,0,4.129842272998627e-15,-0.08329831625075272,0.005,0.2,7.653836684548356e-11
PHLDA2,0,4.3421318722110595e-15,-0.11952009893181928,0.005,0.2,8.047272998768757e-11
NOTCH3,0,4.621731477390893e-15,-0.5238858087433521,0.068,0.5,8.565454947048542e-11
FNDC4,0,4.832888581925208e-15,-0.18949505231569544,0.019,0.3,8.956792408881987e-11
MME,0,6.018535865300801e-15,1.703197473198037,0.914,0.167,1.1154152519161974e-10
ABCC9,0,8.394482268987455e-15,-0.1743690865617544,0.019,0.3,1.555749398911445e-10
EPHX3,0,9.963987099183535e-15,-0.14234279685143778,0.014,0.267,1.8466257290916845e-10
NAP1L1,0,1.1510863410378617e-14,-0.8641449089492677,0.909,1,2.1333083158454693e-10
PTPRO,0,1.1844848616985429e-14,1.262218428766583,0.986,0.667,2.1952057941859096e-10
CRABP2,0,1.2601659928821283e-14,-0.7778963124723923,0.187,0.767,2.3354656346084486e-10
TPX2,0,1.2959898516586255e-14,-0.26171314322828,0.014,0.267,2.4018579920789307e-10
RPL7,0,1.3715090777943565e-14,-0.5457011132709693,1,1,2.541817773876281e-10
MYL9,0,1.3900146077692271e-14,1.3462886290181317,0.974,0.633,2.5761140725787086e-10
SPOCK2,0,1.7288787039057364e-14,1.311188674205467,0.928,0.5,3.2041309019485014e-10
CCDC74A,0,1.9571584628389855e-14,-0.2517015090268565,0.033,0.367,3.6272017791794916e-10
CCDC181,0,1.9958033323296613e-14,-0.10613015153153392,0.002,0.167,3.6988223158065615e-10
RGS4,0,1.9958033323296613e-14,-0.1369754652187256,0.002,0.167,3.6988223158065615e-10
JAK3,0,2.111439472041151e-14,-0.06275670059609553,0.002,0.167,3.913130773533865e-10
PQLC2L,0,2.233660101315232e-14,-0.09711822531550626,0.002,0.167,4.1396422657675197e-10
RPL15,0,2.3909243879329676e-14,-0.47062438207840795,1,1,4.431100168156169e-10
TMEM121,0,2.4993476189045863e-14,-0.07993375862577154,0.002,0.167,4.6320409421158697e-10
GXYLT2,0,2.4993476189045863e-14,-0.09389689420316649,0.002,0.167,4.6320409421158697e-10
SLC16A11,0,2.4993476189045863e-14,-0.094613234436313,0.002,0.167,4.6320409421158697e-10
PLEKHF1,0,2.4993476189045863e-14,-0.10360943529634814,0.002,0.167,4.6320409421158697e-10
FABP7,0,2.4993476189045863e-14,-0.11585906418238062,0.002,0.167,4.6320409421158697e-10
SEMA3D,0,2.4993476189045863e-14,-0.11962053063746868,0.002,0.167,4.6320409421158697e-10
SIX1,0,2.6760769800956618e-14,-0.5346976826285539,0.086,0.567,4.95957346721129e-10
STXBP6,0,3.6010273667366895e-14,-0.06349540642647614,0,0.133,6.673784018773106e-10
DRAXIN,0,3.6010273667366895e-14,-0.06773648253037068,0,0.133,6.673784018773106e-10
DCLK1,0,3.6010273667366895e-14,-0.07300778315316168,0,0.133,6.673784018773106e-10
MAPK4,0,3.6010273667366895e-14,-0.08003655398902025,0,0.133,6.673784018773106e-10
LINC00488,0,3.6010273667366895e-14,-0.08175931516153088,0,0.133,6.673784018773106e-10
SUSD3,0,3.6010273667366895e-14,-0.0835811120697485,0,0.133,6.673784018773106e-10
SCGB3A1,0,3.6010273667366895e-14,-0.0875913609831188,0,0.133,6.673784018773106e-10
PNPLA3,0,3.6010273667366895e-14,-0.08915922075259257,0,0.133,6.673784018773106e-10
MRO,0,3.6010273667366895e-14,-0.09164986014895049,0,0.133,6.673784018773106e-10
NELL2,0,3.6010273667366895e-14,-0.12229676938581052,0,0.133,6.673784018773106e-10
ELF3,0,3.6010273667366895e-14,-0.1392522830306706,0,0.133,6.673784018773106e-10
IKBIP,0,3.7135844179471104e-14,-0.2726844440731624,0.075,0.533,6.88238600178138e-10
RPL19,0,4.285839594563197e-14,-0.5266847166091311,1,1,7.942946520603973e-10
OLFM3,0,5.251828880788887e-14,-1.1204732911475086,0.25,0.767,9.733214464766045e-10
MDFI,0,6.060990363219914e-14,-0.49757318776297976,0.072,0.5,1.1232833440155467e-9
REC8,0,6.265932589712494e-14,-0.19390906103353378,0.021,0.3,1.1612652868514166e-9
SDC2,0,6.619654994558106e-14,1.278429897251377,0.984,0.6,1.2268206601414536e-9
UQCRH,0,6.807575971956017e-14,-0.7554477177505925,0.862,1,1.2616480548826086e-9
E2F3,0,8.077151843456238e-14,-0.22033212954848308,0.028,0.333,1.4969385511477445e-9
CLMP,0,9.11486969615458e-14,-0.18140751246403528,0.016,0.267,1.6892588007883284e-9
ZNF521,0,9.268201378246252e-14,-0.35583051515016484,0.112,0.633,1.717675761430378e-9
RBP1,0,1.0574456130688261e-13,-0.3670462070114542,0.044,0.4,1.9597639547004554e-9
SELENOP,0,1.090699233034978e-13,1.0693985747367096,0.974,0.867,2.021392888583725e-9
RAC3,0,1.2267374375070865e-13,-0.4537246096903429,0.157,0.733,2.2735124929318834e-9
TCIM,0,1.2605580530132852e-13,-0.5063686862553707,0.084,0.533,2.3361922396495215e-9
GRIN2A,0,1.509524288997009e-13,-0.2577213789291064,0.007,0.2,2.797601364798157e-9
ECE2,0,1.5321772969282417e-13,-0.14546872456037901,0.028,0.333,2.8395841843971104e-9
TGFBR3,0,1.6231537807292043e-13,1.415686542359908,0.9,0.4,3.008190901825434e-9
NTNG1,0,1.67270582807541e-13,1.4818580534282237,0.846,0.167,3.1000257111721573e-9
ALDH2,0,1.8500405968711244e-13,-0.2252676453580226,0.061,0.467,3.428680238181255e-9
SLC29A2,0,1.9716366473996139e-13,-0.1713705312757806,0.007,0.2,3.6540341986257045e-9
RPS15,0,1.9911647782203871e-13,-0.519592768550845,1,1,3.6902256834758433e-9
RPL10,0,2.034123410066071e-13,-0.5111864053716637,1,1,3.7698409158754494e-9
GVQW3,0,2.0856883648200373e-13,-0.20163038601771013,0.051,0.433,3.865406246520975e-9
CCDC3,0,2.354238942161249e-13,-0.1043878977107995,0.007,0.2,4.363111031507443e-9
AIF1,0,2.364553280344869e-13,1.4102735599591822,0.958,0.533,4.382226594463146e-9
RPLP0,0,2.386640364587788e-13,-0.5852247398287074,0.993,1,4.4231605876905475e-9
COL13A1,0,2.4260440322437786e-13,-0.21475229565833062,0.012,0.233,4.496187404957395e-9
HNRNPA1,0,2.516940435418451e-13,-0.718912144831064,0.988,1,4.664645708961015e-9
SFRP1,0,2.52109508290553e-13,-0.17385035578337885,0.012,0.233,4.672345517148819e-9
EFCAB1,0,2.9362409094949876e-13,-0.11924771228337637,0.007,0.2,5.44173527756706e-9
TCEAL7,0,2.962098784044981e-13,-0.2680972531089138,0.072,0.5,5.489657676470563e-9
ANXA2,0,3.0135920606364524e-13,0.9695000124566755,0.984,0.867,5.585090165977538e-9
CLIC5,0,3.1436785478464387e-13,1.2323979558061082,0.991,0.733,5.8261794527238045e-9
CD164,0,3.534953332681362e-13,1.0132328169023954,0.928,0.767,6.551329011458368e-9
NREP,0,3.739346758056668e-13,-0.9681212803733718,0.472,1,6.930131346706424e-9
IGFBP5,0,4.631115547258157e-13,-0.519969513923916,0.075,0.5,8.582846443733542e-9
DNAJC12,0,6.026778352177625e-13,-0.2390403279609249,0.03,0.333,1.1169428320090793e-8
TMSB10,0,6.990431936787172e-13,-1.0358084476926241,0.977,1,1.2955367508447665e-8
IFI27L2,0,7.157649916991922e-13,-0.5684756876189796,0.157,0.7,1.326527259116113e-8
SDK2,0,7.3114342095487e-13,-0.1511037279488766,0.03,0.333,1.3550281020556605e-8
GLIPR2,0,7.399186728436573e-13,-0.5279827443688432,0.143,0.667,1.37129127638115e-8
UBB,0,8.090861168576486e-13,0.6701963460409819,0.998,1,1.4994793003722802e-8
PAX2,0,8.827824776619426e-13,-0.43470678811239094,0.049,0.4,1.6360607658508782e-8
TUBB2B,0,9.012794353010101e-13,-0.40425129155760103,0.033,0.333,1.670341177443362e-8
BASP1,0,9.27532137010937e-13,-0.6299705404374082,0.152,0.667,1.7189953095223694e-8
AKR1B1,0,9.458520960418409e-13,-0.24425479301661868,0.075,0.5,1.7529476895943436e-8
NPHS2,0,1.036175068315546e-12,1.3010295482217198,0.993,0.467,1.9203432541092014e-8
CMTM7,0,1.0597969300390844e-12,-0.2948258836050266,0.124,0.667,1.964121650441435e-8
SOX4,0,1.1207083611435848e-12,-0.8929008879043981,0.306,0.867,2.0770088057074058e-8
RPL17,0,1.2775083289054532e-12,-0.8015137800452694,0.825,1,2.3676061859604765e-8
CSRP2,0,1.5005973857835392e-12,-0.30988270626461484,0.049,0.4,2.7810571350726332e-8
RPL12,0,1.634388726763101e-12,-0.49825196035872876,0.988,1,3.029012627310055e-8
FEZ1,0,1.6835618694188703e-12,-0.16173127054061107,0.019,0.267,3.1201452125939924e-8
MYL6,0,1.6942502229100033e-12,0.8015291210555482,0.998,1,3.139953938119109e-8
ST3GAL6,0,1.807777018838864e-12,1.1851077738107036,0.864,0.267,3.350353149014067e-8
DDN,0,1.835652552800653e-12,1.3742431862410625,0.871,0.2,3.40201487610545e-8
PARVB,0,2.413282842014626e-12,-0.1537755391390975,0.026,0.3,4.472537091105707e-8
CIRBP,0,2.6972954054602095e-12,0.6621300882338499,1,1,4.9988975749394064e-8
GPT2,0,2.830313769031626e-12,-0.14559685323086324,0.033,0.333,5.2454205081463126e-8
SORCS2,0,2.9448709604314894e-12,-0.09347290276917589,0.005,0.167,5.4577293509676794e-8
CCNB2,0,2.9448709604314894e-12,-0.2088295342258585,0.005,0.167,5.4577293509676794e-8
CLEC18A,0,3.0889845809356565e-12,-0.11763454053659952,0.005,0.167,5.724815123848052e-8
TWIST2,0,3.2400072961803256e-12,-0.12420840529285546,0.005,0.167,6.004705522010998e-8
TMSB15A,0,3.30675567746272e-12,-0.44455218856603784,0.044,0.367,6.128410297041659e-8
LINC01549,0,3.4857955498353464e-12,-0.16459419094233618,0.014,0.233,6.460224892509848e-8
RPL14,0,3.656779016975231e-12,-0.6684743026877102,0.995,1,6.777108552160196e-8
TNNI3,0,3.737845943525844e-12,-0.07928817981343775,0.005,0.167,6.927349887136448e-8
ITGA5,0,3.737845943525844e-12,-0.07967688870019693,0.005,0.167,6.927349887136448e-8
KCNJ8,0,3.737845943525844e-12,-0.11149996091722804,0.005,0.167,6.927349887136448e-8
TUBB4A,0,3.737845943525844e-12,-0.12338787327999708,0.005,0.167,6.927349887136448e-8
IDH2,0,3.9577914459568905e-12,-0.4137301897018285,0.159,0.7,7.334974886791905e-8
LTBP1,0,3.9887784379590515e-12,-0.34851162089545906,0.061,0.433,7.39240307906951e-8
PTH1R,0,4.638043233129984e-12,1.1584761778325565,0.853,0.333,8.5956855239598e-8
SPINT2,0,4.752647776180229e-12,0.863668523173208,0.986,0.9,8.808082123594818e-8
DUSP23,0,4.848928478648003e-12,1.122805029890336,0.991,0.8,8.986519149478344e-8
PRKX,0,4.950102897775914e-12,-0.12343096702354808,0.014,0.233,9.174025700448102e-8
MACROD1,0,5.6917465913192245e-12,-0.11236077710372958,0.014,0.233,1.0548513957691919e-7
ANK3,0,5.7791712480623914e-12,-0.21929966560491737,0.035,0.333,1.071053807403403e-7
S100A6,0,6.170825911273796e-12,1.1803357753403843,0.993,1,1.1436391661363727e-7
MEIS3,0,6.240293541163325e-12,-0.19868677259309844,0.042,0.367,1.156513601983799e-7
SEPT11,0,6.573883780216719e-12,0.9878306482422009,0.946,0.767,1.2183378809875645e-7
PHACTR1,0,6.904527404761776e-12,-0.21169100317453787,0.035,0.333,1.2796160639245e-7
WT1,0,7.385051190344865e-12,0.8824680719351903,0.986,0.867,1.368671537106614e-7
HMGA1,0,7.538446921596006e-12,-0.8407024986705431,0.498,1,1.3971003679793878e-7
RPS9,0,9.379476608879943e-12,-0.42113102426652516,1,1,1.7382983999237198e-7
MXRA8,0,1.0048438624631145e-11,0.9040498307836033,0.974,0.933,1.86227713030289e-7
GADD45A,0,1.0093344886980425e-11,1.1183049306857278,0.956,0.667,1.8705996079040823e-7
TET1,0,1.1138448122958998e-11,-0.3772260258079208,0.124,0.6,2.064288590627991e-7
GABARAPL2,0,1.2615081351144388e-11,0.7619872691519038,0.972,0.967,2.3379530268075894e-7
NRXN2,0,1.304405350099696e-11,-0.10052012931601154,0.021,0.267,2.4174544353397665e-7
TPM1,0,1.3534074008578831e-11,-0.7316542089541787,0.168,0.667,2.5082699360099145e-7
PHGDH,0,1.462855452701178e-11,-0.3340376389638071,0.136,0.667,2.7111100104910936e-7
TPPP3,0,1.48517212619988e-11,1.1166057902214634,0.953,0.767,2.7524695014862377e-7
STRA6,0,1.5621185857773383e-11,-0.13734517089978782,0.021,0.267,2.895074375021141e-7
KIF1A,0,1.5749430830409474e-11,-0.21223449288461355,0.079,0.5,2.918842015799788e-7
ADAMTS6,0,1.760975457187082e-11,-0.11855946200182077,0.021,0.267,3.263615814804819e-7
SKP2,0,1.8105164592683784e-11,-0.22953347823037545,0.054,0.4,3.355430153962086e-7
RPL41,0,2.251295830658241e-11,-0.40042009574867343,1,1,4.172326562958918e-7
NUDT10,0,2.4003416742499576e-11,-0.07970962003184352,0.002,0.133,4.4485532248874463e-7
CA12,0,2.533680133133488e-11,-0.07453583798355862,0.002,0.133,4.6956693907362935e-7
ARHGEF3,0,2.6369698918937553e-11,0.986463398304979,0.9,0.433,4.887096300646697e-7
FAM110D,0,2.6742607692479758e-11,-0.06873425238098996,0.002,0.133,4.956207483647274e-7
