Gene,Prop0,Mean0,Prop1,Mean1,Prop2,Mean2,Prop3,Mean3,Prop4,Mean4
GNL3,0.34934497816593885,0.5354589615144048,0.49169435215946844,0.5457568123916761,0.5465116279069767,0.5298414501289624,0.4745762711864407,0.4869594306739847,0.5921052631578947,0.49852271265260367
GLT8D1,0.32751091703056767,0.508298604834863,0.4850498338870432,0.5628845516004641,0.5465116279069767,0.5298888404054806,0.5932203389830508,0.7906405747634425,0.5657894736842105,0.5046967697218796
SPCS1,0.87117903930131,2.7844463214897477,0.8637873754152824,2.3781079014241784,0.9069767441860465,1.8558435666297415,0.9067796610169492,2.1706301461445263,0.9605263157894737,2.3231287998518004
NEK4,0.12008733624454149,0.16121610844517917,0.17940199335548174,0.13875837280031297,0.23255813953488372,0.16908487109266085,0.1864406779661017,0.13573631835708927,0.14473684210526316,0.07154693089348639
ITIH3,0.013100436681222707,0.020799841081949235,0.023255813953488372,0.02060948323651257,0,0,0.00847457627118644,0.004390972161236497,0,0
ITIH4,0.002183406113537118,0.004182770332446586,0.009966777408637873,0.006108282989346742,0.023255813953488372,0.008811581412627358,0.00847457627118644,0.004390972161236497,0.02631578947368421,0.0155020690353924
TMEM110-MUSTN1,0.002183406113537118,0.0060566050306161395,0,0,0.011627906976744186,0.0067521152981402715,0,0,0,0
STIMATE,0.010917030567685589,0.010329462327573227,0.019933554817275746,0.010699577177492859,0.040697674418604654,0.01631641903969446,0.025423728813559324,0.012439127215788073,0.039473684210526314,0.03027752520682378
SFMBT1,0.048034934497816595,0.062217539070388975,0.10631229235880399,0.0709268221973148,0.11046511627906977,0.07468639442415234,0.1016949152542373,0.062161961030626,0.039473684210526314,0.011007519856603748
RFT1,0.08296943231441048,0.11528788798615408,0.15282392026578073,0.12164012558603383,0.1744186046511628,0.10968668325243836,0.19491525423728814,0.13382030781447957,0.14473684210526316,0.06499142461659319
PRKCD,0.13537117903930132,0.2016283208328385,0.13953488372093023,0.10852352318213439,0.1569767441860465,0.10819724620438814,0.1271186440677966,0.07971080241261108,0.14473684210526316,0.09005583096036707
TKT,0.3646288209606987,0.6490118274338887,0.5481727574750831,0.9215945511834983,0.8197674418604651,1.8228977948210925,0.7542372881355932,1.5524890724391156,0.8421052631578947,2.166553804416542
DCP1A,0.1965065502183406,0.25780382604980207,0.32558139534883723,0.27491384099168775,0.4186046511627907,0.27977847249243254,0.2966101694915254,0.21385302949230975,0.3684210526315789,0.19437459731381926
CACNA1D,0.004366812227074236,0.0035227520810137856,0.026578073089700997,0.020218681014446443,0.023255813953488372,0.011341097831717665,0.0423728813559322,0.03221385276078551,0.039473684210526314,0.008038734744804672
CHDH,0.008733624454148471,0.009521897749980864,0.019933554817275746,0.02291602630091991,0.05813953488372093,0.02675350818148163,0.03389830508474576,0.05955692261020486,0.10526315789473684,0.045258564026579705
IL17RB,0,0,0.0033222591362126247,9.673759241221281e-4,0.005813953488372093,0.002294015738783181,0.00847457627118644,0.0018824443615332283,0.013157894736842105,0.004298139593258455
ACTR8,0.11790393013100436,0.16510820015342037,0.15614617940199335,0.13987377162778447,0.19767441860465115,0.09694212605708441,0.16101694915254236,0.12427331253746685,0.23684210526315788,0.22040773504110525
SELENOK,0.8449781659388647,2.710094924526558,0.9036544850498339,2.6618656779461265,0.8662790697674418,1.582067636364806,0.8389830508474576,1.70688353884463,0.868421052631579,1.8827201528661757
CACNA2D3,0,0,0.006644518272425249,0.0030795199255369133,0.005813953488372093,0.0015556144614898306,0,0,0.05263157894736842,0.03939289839068091
LRTM1,0.006550218340611353,0.007108496520830322,0.0033222591362126247,0.005598684085292594,0.011627906976744186,0.006530758641168158,0,0,0.013157894736842105,0.007128945514895219
WNT5A,0.11790393013100436,0.1809817415834121,0.18272425249169436,0.14603167512419218,0.11046511627906977,0.07621843558977563,0.1694915254237288,0.16985419124229584,0.05263157894736842,0.020052661271021087
WNT5A-AS1,0.004366812227074236,0.006756099642395841,0.0033222591362126247,0.0025041525109012015,0,0,0.025423728813559324,0.010212921727465777,0,0
ERC2,0.017467248908296942,0.011882709963796648,0.10299003322259136,0.072594006335505,0.01744186046511628,0.005661598694429868,0.025423728813559324,0.014168529590694487,0.039473684210526314,0.010879524300374166
CCDC66,0.5436681222707423,1.1287103752557757,0.6677740863787376,1.0949433183719126,0.6976744186046512,0.7997533662255795,0.6016949152542372,0.7126153239644457,0.5657894736842105,0.5876828101575341
FAM208A,0.33624454148471616,0.5575704207287742,0.4584717607973422,0.5264104463280052,0.4069767441860465,0.3285724825821247,0.2796610169491525,0.2612363447304513,0.35526315789473684,0.2642867441234055
ARHGEF3,0.868995633187773,4.398086755894565,0.6677740863787376,1.9680350072523929,0.18604651162790697,0.19474001108482458,0.16101694915254236,0.1373386031153553,0.18421052631578946,0.08647926960078278
SPATA12,0,0,0,0,0,0,0,0,0,0
IL17RD,0.11572052401746726,0.14846955879732993,0.3588039867109635,0.3313835586905421,0.23837209302325582,0.13885856673969282,0.2966101694915254,0.30385138488586816,0.2894736842105263,0.27323219913134106
HESX1,0.05021834061135371,0.06555396262676323,0.06312292358803986,0.05092001011813704,0.13953488372093023,0.058621502222864774,0.06779661016949153,0.04538919868145632,0.09210526315789473,0.021100510994178822
APPL1,0.3078602620087336,0.517091700036874,0.45514950166112955,0.4909935206517429,0.5697674418604651,0.5188029424476838,0.4152542372881356,0.38190697284824765,0.618421052631579,0.5706852324088643
ASB14,0,0,0,0,0,0,0,0,0,0
DNAH12,0.002183406113537118,0.0051690485642450715,0.013289036544850499,0.017025709297105448,0.01744186046511628,0.011943589184880752,0.025423728813559324,0.027715874836018846,0.013157894736842105,0.010705308548402981
PDE12,0.1091703056768559,0.14319433364644718,0.21262458471760798,0.1737598670866934,0.18604651162790697,0.11915932906224166,0.16101694915254236,0.10292502325895982,0.18421052631578946,0.1311529914486823
ARF4,0.47161572052401746,0.8915512254762247,0.5647840531561462,0.7900055298303771,0.7093023255813954,0.919122310776446,0.6016949152542372,0.7103959152141536,0.75,1.0005421869540165
ARF4-AS1,0.034934497816593885,0.03725469023220539,0.07308970099667775,0.03878650822289071,0.11627906976744186,0.06912762728744966,0.0847457627118644,0.05314163475202756,0.039473684210526314,0.012576258665715503
DENND6A,0.10480349344978165,0.15272761877582933,0.16279069767441862,0.12994549011121162,0.18604651162790697,0.1260318271513228,0.11864406779661017,0.0805714651284743,0.14473684210526316,0.06438351220053745
DENND6A-AS1,0.008733624454148471,0.011575762426986515,0.016611295681063124,0.008094331517053287,0.011627906976744186,0.006326287349995569,0,0,0,0
DENND6A-DT,0.004366812227074236,0.003871628597736982,0.0033222591362126247,8.914030416454587e-4,0,0,0,0,0.013157894736842105,0.014616634899846817
SLMAP,0.2292576419213974,0.32833652455351864,0.32558139534883723,0.2909979486772366,0.37209302325581395,0.253623382750863,0.2627118644067797,0.1883056043394132,0.34210526315789475,0.24918002646554246
FLNB,0.039301310043668124,0.04595272563118948,0.21926910299003322,0.16749918240964867,0.29651162790697677,0.21395352850701732,0.2457627118644068,0.1905354893550128,0.3157894736842105,0.2052239149371045
DNASE1L3,0,0,0,0,0,0,0.01694915254237288,0.005341115672738529,0,0
ABHD6,0.010917030567685589,0.011597281716501852,0.03322259136212625,0.015720138307436383,0.05813953488372093,0.02107634113494084,0.05084745762711865,0.02879356789388742,0.09210526315789473,0.02722230876415247
RPP14,0.17903930131004367,0.27055824967541636,0.2857142857142857,0.2115817764159184,0.28488372093023256,0.195929090154311,0.288135593220339,0.25047755615970085,0.3684210526315789,0.22109595966899517
HTD2,0,0,0,0,0,0,0,0,0,0
PXK,0.08296943231441048,0.1074065323295229,0.16279069767441862,0.14090948777187745,0.12790697674418605,0.08154024243783829,0.11016949152542373,0.07701042593336745,0.18421052631578946,0.12248172274943256
PDHB,0.49344978165938863,0.9956700790656936,0.5946843853820598,0.7638107334977762,0.4127906976744186,0.37217505318861305,0.5169491525423728,0.54230080843418,0.6447368421052632,0.7085502167833356
KCTD6,0.11135371179039301,0.14288298004753544,0.18272425249169436,0.12896135249660481,0.25,0.14481646759920178,0.2033898305084746,0.17219883443829917,0.27631578947368424,0.1462228400865736
ACOX2,0.07423580786026202,0.10606332039235915,0.08305647840531562,0.08390946104867916,0.011627906976744186,0.00934417299939437,0.0423728813559322,0.04399971770566751,0.05263157894736842,0.021364606938906603
FAM107A,0.006550218340611353,0.0097816325955206,0.006644518272425249,0.001346318072028715,0.12790697674418605,0.1126799837996678,0,0,0,0
FAM3D,0.010917030567685589,0.01028611214351231,0.0033222591362126247,0.0025544049947813507,0.01744186046511628,0.006589898300897193,0,0,0.013157894736842105,0.014784151389710232
C3orf67,0.08951965065502183,0.10695750330313553,0.1760797342192691,0.10519057452826637,0.1686046511627907,0.09053753939031671,0.13559322033898305,0.07925246440918253,0.18421052631578946,0.10879038347673425
FHIT,0.25327510917030566,0.40652138662539417,0.46179401993355484,0.5810088597265324,0.4011627906976744,0.2953375204622966,0.576271186440678,0.617249535190961,0.5131578947368421,0.5122160511073803
PTPRG,0.06768558951965066,0.08217199084341036,0.292358803986711,0.2546591447077678,0.31976744186046513,0.3037945559384566,0.2033898305084746,0.11961472422972703,0.23684210526315788,0.15099690388725268
C3orf14,0.13973799126637554,0.1839159647571783,0.2292358803986711,0.20480171740568667,0.3488372093023256,0.21071604645658493,0.17796610169491525,0.1270353872076854,0.4473684210526316,0.2912787795089411
CADPS,0,0,0.0033222591362126247,9.702859626789206e-4,0.011627906976744186,0.003101576959357453,0,0,0,0
SYNPR,0,0,0,0,0,0,0,0,0,0
SNTN,0.002183406113537118,0.0016162603549760293,0,0,0,0,0,0,0,0
C3orf49,0,0,0,0,0,0,0.00847457627118644,0.0021003708414757713,0,0
THOC7,0.5633187772925764,1.178262318437146,0.6378737541528239,0.8886289490059299,0.7151162790697675,0.9162152702882145,0.6949152542372882,0.8629712797038678,0.7763157894736842,1.0218642591567741
ATXN7,0.15502183406113537,0.19029037673723193,0.2956810631229236,0.3154506734830793,0.19767441860465115,0.10405873396759875,0.1864406779661017,0.11366618976284112,0.15789473684210525,0.12182925513927648
SCAANT1,0,0,0,0,0,0,0,0,0,0
PSMD6-AS2,0.028384279475982533,0.028272986938609693,0.04318936877076412,0.025325576679503026,0.023255813953488372,0.012812589705653738,0.025423728813559324,0.00527779786716797,0.02631578947368421,0.00413766585607517
PSMD6,0.5720524017467249,1.3125804347266639,0.574750830564784,0.8726623691230283,0.5581395348837209,0.5098902860402129,0.4067796610169492,0.33856719158523635,0.6052631578947368,0.4882234944852196
PSMD6-AS1,0.002183406113537118,0.005628786062225105,0.009966777408637873,0.011748227767576388,0.011627906976744186,0.012023046398347562,0,0,0,0
LINC00994,0.002183406113537118,0.003332426913212939,0,0,0,0,0,0,0,0
PRICKLE2,0.1703056768558952,0.25328286034551173,0.21262458471760798,0.20106491397255977,0.040697674418604654,0.01839869147788384,0.1271186440677966,0.10082943818575707,0.039473684210526314,0.009937970190288713
PRICKLE2-AS3,0,0,0.006644518272425249,0.008734640236301926,0,0,0.00847457627118644,0.005460774709186443,0,0
ADAMTS9,0.6331877729257642,1.7401546404982773,0.627906976744186,1.3227640832477594,0.18023255813953487,0.11067434996199588,0.4322033898305085,0.49343787570520986,0.34210526315789475,0.34917975979901156
ADAMTS9-AS1,0.002183406113537118,0.0013679632313370828,0,0,0,0,0.05084745762711865,0.05688736328300256,0.06578947368421052,0.1059836790390567
ADAMTS9-AS2,0.06331877729257641,0.08361710507804829,0.059800664451827246,0.051719115962928795,0.03488372093023256,0.018043835350221343,0.06779661016949153,0.04276206661934147,0.05263157894736842,0.025673866072578662
MAGI1,0.07860262008733625,0.09770278393316509,0.2558139534883721,0.16384294134350608,0.3313953488372093,0.23497792753244662,0.3220338983050847,0.31314490174029014,0.47368421052631576,0.3632103033138291
MAGI1-AS1,0,0,0,0,0,0,0,0,0,0
SLC25A26,0.2838427947598253,0.41787890844552655,0.49169435215946844,0.6168144961698798,0.4941860465116279,0.4569627913955993,0.4915254237288136,0.5627256291160743,0.42105263157894735,0.3124907468195807
LRIG1,0.043668122270742356,0.057022723945125586,0.03986710963455149,0.01864094471599005,0.06976744186046512,0.02456015058407699,0.0423728813559322,0.022787427695433078,0.06578947368421052,0.01532310158910796
KBTBD8,0.006550218340611353,0.0045965805683814065,0.016611295681063124,0.012599826324668164,0.005813953488372093,0.004216370649337945,0,0,0,0
SUCLG2,0.259825327510917,0.4028149929282817,0.292358803986711,0.27435343792847444,0.28488372093023256,0.20742733035594674,0.4067796610169492,0.34263234648226504,0.4342105263157895,0.32868619774818864
SUCLG2-AS1,0.010917030567685589,0.014010696504696425,0.013289036544850499,0.008817178114633447,0.040697674418604654,0.012806844075226613,0.00847457627118644,0.0035851494505399948,0.02631578947368421,0.01367850559412623
FAM19A1,0.002183406113537118,0.0017250581603358757,0.006644518272425249,0.0038051719103522202,0.029069767441860465,0.017747649645411052,0.01694915254237288,0.011611835472438011,0.039473684210526314,0.00994895985031597
FAM19A4,0,0,0,0,0.011627906976744186,0.009897425465847995,0.01694915254237288,0.0066487251087943506,0,0
EOGT,0.06331877729257641,0.08037570417740428,0.07308970099667775,0.04856557623902814,0.040697674418604654,0.028446679534577697,0.07627118644067797,0.02972912573611665,0.10526315789473684,0.08163719699375163
TMF1,0.39956331877729256,0.7686328753079646,0.45514950166112955,0.549147829802561,0.436046511627907,0.43626897645296053,0.4830508474576271,0.48064313620572185,0.631578947368421,0.48359385626203105
UBA3,0.185589519650655,0.2828478229607861,0.23588039867109634,0.21698823774870407,0.3313953488372093,0.23734895516646284,0.3050847457627119,0.24590898296930797,0.27631578947368424,0.20229638859871174
ARL6IP5,0.4192139737991266,0.8041638527195849,0.6146179401993356,0.8207141406626568,0.7325581395348837,1.087495143154974,0.6186440677966102,0.9177471855947957,0.7631578947368421,1.0131322967769454
LMOD3,0.021834061135371178,0.023113355245318566,0.04318936877076412,0.026241720732347568,0.11046511627906977,0.06591902181343266,0.03389830508474576,0.03329602891964296,0.05263157894736842,0.025345926858664766
FRMD4B,0.4847161572052402,0.9281516965808756,0.7209302325581395,1.3263863225426529,0.5755813953488372,0.8497239759515415,0.6440677966101694,0.9175267239843851,0.6052631578947368,0.5958185482830485
MITF,0.006550218340611353,0.003779685317927096,0.06312292358803986,0.03713926632783249,0.046511627906976744,0.021173526078475474,0.2542372881355932,0.22850487566244893,0.4868421052631579,0.5206387220100166
SAMMSON,0,0,0,0,0,0,0,0,0,0
FOXP1,0.3318777292576419,0.559395918577815,0.7009966777408638,1.3499111436589304,0.7267441860465116,1.1188752436292644,0.5254237288135594,0.6382242477904824,0.4868421052631579,0.4494918576444585
EIF4E3,0.010917030567685589,0.010118563898881616,0.04983388704318937,0.030380840313259244,0.06395348837209303,0.033778100659888656,0.0423728813559322,0.011591759784773307,0.09210526315789473,0.04107720581647251
GPR27,0.010917030567685589,0.018746998258618437,0.04318936877076412,0.01904438353522256,0.040697674418604654,0.015540778393456392,0.025423728813559324,0.008987428885254431,0.013157894736842105,0.02318163272875635
PROK2,0,0,0.0033222591362126247,0.0020348252197051656,0,0,0,0,0,0
LINC00877,0.002183406113537118,5.874740659573583e-4,0.006644518272425249,0.0036092730660705445,0.011627906976744186,0.0073306377391231916,0.00847457627118644,0.00435397465638432,0.013157894736842105,0.0015231336586340658
LINC00870,0.004366812227074236,0.009594679253622654,0.0033222591362126247,0.001220969914080347,0,0,0.00847457627118644,0.003026634382566586,0,0
RYBP,0.20087336244541484,0.27713420716170073,0.34219269102990035,0.31043566801930855,0.436046511627907,0.3488041091534413,0.3389830508474576,0.2602254525228061,0.3815789473684211,0.30785469831215667
SHQ1,0.048034934497816595,0.0664929526999339,0.05647840531561462,0.020126455037356186,0.14534883720930233,0.10182228928607143,0.15254237288135594,0.12195887581459332,0.15789473684210525,0.09471666948942978
GXYLT2,0.013100436681222707,0.008971273817795944,0.08970099667774087,0.0410361272891034,0.28488372093023256,0.19399694134838175,0.1016949152542373,0.07393959898534494,0.02631578947368421,0.0176868932288112
PPP4R2,0.388646288209607,0.6852749822879156,0.5714285714285714,0.6862367884252697,0.5988372093023255,0.6633002435600172,0.5,0.49575243205671216,0.5921052631578947,0.5266035803018351
EBLN2,0.08296943231441048,0.10958313681648288,0.18604651162790697,0.11934031461220043,0.28488372093023256,0.1815891713427093,0.1271186440677966,0.07978614012467256,0.14473684210526316,0.07266222903042212
PDZRN3,0.015283842794759825,0.015364367389091105,0.04318936877076412,0.024472760015411914,0.0755813953488372,0.04010801146958295,0.059322033898305086,0.052056968586727495,0.07894736842105263,0.05445648766992795
PDZRN3-AS1,0,0,0,0,0.005813953488372093,0.00264679663496863,0,0,0,0
LINC02005,0,0,0,0,0,0,0,0,0,0
CNTN3,0,0,0.0033222591362126247,0.001324242321513323,0.01744186046511628,0.009180959136131872,0.00847457627118644,0.0037047327961470776,0,0
LINC02018,0.013100436681222707,0.019263192287411753,0.06312292358803986,0.04584364883193242,0.029069767441860465,0.019957596662322583,0.01694915254237288,0.004474400438335439,0.013157894736842105,0.004654531372472358
LINC00960,0.008733624454148471,0.008336649582963207,0.036544850498338874,0.014236442334085256,0.11627906976744186,0.05552560070989959,0.05084745762711865,0.018314687354037677,0.18421052631578946,0.125930519087174
ZNF717,0.056768558951965066,0.07106742376267955,0.04318936877076412,0.020215705490254414,0.06976744186046512,0.03979558296937126,0.06779661016949153,0.0305238218313808,0.11842105263157894,0.0644800900147026
ROBO2,0.8558951965065502,4.012154753099782,0.7275747508305648,2.5747529054234217,0.28488372093023256,0.31385627297873125,0.13559322033898305,0.11554839165208215,0.18421052631578946,0.09847724455322486
ROBO1,0.33624454148471616,0.5835907627205019,0.4750830564784053,0.5091374431839093,0.5581395348837209,0.59924351047106,0.3305084745762712,0.26753901094670335,0.2631578947368421,0.16204540498432649
LINC02050,0.006550218340611353,0.005880580594146609,0.013289036544850499,0.0048883207833467345,0,0,0.01694915254237288,0.007464121704805414,0,0
LINC02027,0.010917030567685589,0.015896586265591043,0.013289036544850499,0.004402069214786351,0.03488372093023256,0.0164693459190036,0.05084745762711865,0.032866734299937805,0,0
GBE1,0.08296943231441048,0.10760657082582731,0.14285714285714285,0.11222238045627839,0.1511627906976744,0.09545287938540073,0.1440677966101695,0.10364872585665061,0.3157894736842105,0.24704827007379954
LINC02008,0,0,0,0,0,0,0,0,0,0
LINC00971,0.006550218340611353,0.0051070872180946575,0,0,0,0,0,0,0,0
CADM2,0.008733624454148471,0.00619225106448186,0.009966777408637873,0.002722654395113832,0.023255813953488372,0.011699716974581434,0.01694915254237288,0.010360902378436353,0.05263157894736842,0.012009661834889208
VGLL3,0,0,0,0,0.023255813953488372,0.01763241196002233,0.025423728813559324,0.01573320265540221,0.013157894736842105,0.011203929442133945
CHMP2B,0.32532751091703055,0.6145137853788838,0.4883720930232558,0.5088093358666993,0.4476744186046512,0.3846992845496779,0.4661016949152542,0.5290722683697476,0.6447368421052632,0.61766169067519
HTR1F,0.004366812227074236,0.004162126119369586,0.026578073089700997,0.010319660350842105,0.11046511627906977,0.13599330025898895,0.00847457627118644,0.0013406382027726007,0.013157894736842105,0.0016435042139448044
CGGBP1,0.38209606986899564,0.6647620390931138,0.5116279069767442,0.603765337297925,0.5930232558139535,0.6085660776441306,0.3983050847457627,0.39046661756111467,0.4473684210526316,0.33143181402022587
ZNF654,0.11135371179039301,0.16734685136560498,0.12624584717607973,0.09646773372807733,0.1511627906976744,0.09335159710965578,0.09322033898305085,0.05528352754119779,0.11842105263157894,0.06136036143760387
C3orf38,0.15283842794759825,0.21903006552772497,0.2159468438538206,0.14987154655000157,0.26744186046511625,0.2036988110445913,0.19491525423728814,0.1292244542654009,0.2631578947368421,0.12247610316920708
EPHA3,0.013100436681222707,0.011702133603458557,0.019933554817275746,0.007527894028898915,0.06395348837209303,0.03741485419813552,0.0423728813559322,0.025909404754736708,0.039473684210526314,0.009801376186962904
PROS1,0.27729257641921395,0.4507316180651124,0.26578073089701,0.2819086457200013,0.19767441860465115,0.15510039856822863,0.2966101694915254,0.29723278897985733,0.14473684210526316,0.0888577892095134
ARL13B,0.1615720524017467,0.23837808103921174,0.3920265780730897,0.3989497397331924,0.3023255813953488,0.21333136805223166,0.2966101694915254,0.28690023945833126,0.25,0.13944554405050325
STX19,0.002183406113537118,0.005508088076531579,0,0,0,0,0,0,0,0
DHFR2,0.07860262008733625,0.11550394550348048,0.09302325581395349,0.050719216167016815,0.13953488372093023,0.07541299101973134,0.1271186440677966,0.09812690982670184,0.05263157894736842,0.03305663346209065
NSUN3,0.06768558951965066,0.09055750886595097,0.09966777408637874,0.07843941411896231,0.08139534883720931,0.031035722652952326,0.15254237288135594,0.13067356980938138,0.06578947368421052,0.02892905013670478
MTRNR2L12,0.09606986899563319,0.13721070023067933,0.17940199335548174,0.175448425662415,0.0755813953488372,0.04684234183399957,0.15254237288135594,0.11656355049849836,0.15789473684210525,0.07366373537813939
EPHA6,0,0,0,0,0,0,0,0,0.02631578947368421,0.012127710875527798
ARL6,0.04148471615720524,0.06029052542167311,0.046511627906976744,0.030318293610820057,0.05232558139534884,0.034317255616080775,0.07627118644067797,0.053463646963879764,0.07894736842105263,0.054043293087606206
CRYBG3,0.019650655021834062,0.027998021828079946,0.07308970099667775,0.06628967972546018,0.046511627906976744,0.029843761774736795,0.025423728813559324,0.01836484218840234,0.05263157894736842,0.02173489091580086
RIOX2,0.10480349344978165,0.14299982944585068,0.15282392026578073,0.11203945636923159,0.14534883720930233,0.08545874572893052,0.09322033898305085,0.05643365494243787,0.18421052631578946,0.11197161157534317
CLDND1,0.37554585152838427,0.5873956923603317,0.45182724252491696,0.49629583440300773,0.5116279069767442,0.4556454318757636,0.3644067796610169,0.3372756096751043,0.5131578947368421,0.4515839993263154
CPOX,0.048034934497816595,0.06935054942386976,0.11960132890365449,0.07766832902097892,0.1744186046511628,0.07624922629816022,0.11016949152542373,0.05213082047112757,0.15789473684210525,0.0745841125565994
ST3GAL6-AS1,0.013100436681222707,0.014571194430218409,0.009966777408637873,0.007177564404211617,0.011627906976744186,0.0035767422094274176,0,0,0,0
ST3GAL6,0.8253275109170306,3.406634674730453,0.6843853820598007,1.8532860538757272,0.06976744186046512,0.03721920876816946,0.11016949152542373,0.09896217683192862,0.25,0.1408482800345347
DCBLD2,0.3864628820960699,0.6835963226316112,0.5647840531561462,0.6865406257874813,0.46511627906976744,0.3712029025442186,0.3559322033898305,0.3336663649925998,0.2894736842105263,0.1677421136982232
LINC00973,0,0,0,0,0,0,0,0,0,0
COL8A1,0.010917030567685589,0.011370516887574893,0.006644518272425249,0.0012983376980730836,0.01744186046511628,0.008225104242513695,0.025423728813559324,0.014321527104887226,0,0
CMSS1,0.16812227074235808,0.2604923816609635,0.30564784053156147,0.2847632471322607,0.6046511627906976,0.6038436270291782,0.4152542372881356,0.4009319270751962,0.4342105263157895,0.42587890412908225
FILIP1L,0.015283842794759825,0.015682791148801715,0.029900332225913623,0.017009211797836793,0.08139534883720931,0.06464884093099614,0.0423728813559322,0.017001718406132516,0.18421052631578946,0.13053090583328783
TBC1D23,0.13100436681222707,0.2059015947002574,0.2026578073089701,0.1836414309332911,0.20930232558139536,0.13923399222946362,0.19491525423728814,0.12202887440041885,0.19736842105263158,0.12386366548954973
NIT2,0.2554585152838428,0.41468339595041426,0.33554817275747506,0.3536288141670946,0.3081395348837209,0.21201457509484015,0.3898305084745763,0.46035534465334615,0.5526315789473685,0.5220795264483827
TOMM70,0.18995633187772926,0.2811686963359052,0.292358803986711,0.2506604342592092,0.29069767441860467,0.19941476549208004,0.288135593220339,0.1755075997223129,0.40789473684210525,0.23443715971499896
LNP1,0.019650655021834062,0.018952228818882824,0.10299003322259136,0.04477851839629944,0.11046511627906977,0.060680719059692086,0.06779661016949153,0.025008959687136362,0.11842105263157894,0.03778720919706634
TMEM45A,0.2576419213973799,0.3510922422277112,0.34219269102990035,0.3517644573757167,0.32558139534883723,0.22031434828591737,0.3305084745762712,0.27293220327289885,0.18421052631578946,0.10004716391557869
TFG,0.6790393013100436,1.5388872875111075,0.707641196013289,1.211821367436822,0.6744186046511628,0.7259746814358647,0.711864406779661,0.9788297140656409,0.7105263157894737,0.8563450986447257
ABI3BP,0.002183406113537118,0.0010913756440753361,0.0033222591362126247,7.625807134491634e-4,0.005813953488372093,0.0024164395213516596,0,0,0,0
IMPG2,0.002183406113537118,0.005709744020756061,0.006644518272425249,0.002626694671068145,0.005813953488372093,0.0016194405415927394,0,0,0,0
SENP7,0.20305676855895197,0.3491213099935905,0.24916943521594684,0.26972691868055315,0.23837209302325582,0.16261521677502616,0.2796610169491525,0.22398010520158823,0.15789473684210525,0.12801463668593563
TRMT10C,0.2052401746724891,0.29802951845283987,0.33222591362126247,0.32778197894386957,0.4883720930232558,0.4078503426249974,0.3389830508474576,0.3042976593972872,0.3684210526315789,0.2536719240336826
PCNP,0.7685589519650655,2.2431619630340403,0.8538205980066446,1.861664929574885,0.8430232558139535,1.497718448454075,0.8983050847457628,2.058113845949967,0.8421052631578947,1.6672379683692637
ZBTB11,0.0982532751091703,0.13672651989299267,0.1461794019933555,0.12102747859476796,0.12790697674418605,0.07790464393634865,0.1016949152542373,0.08228995527269684,0.13157894736842105,0.06105057664730449
ZBTB11-AS1,0.04585152838427948,0.05109331831826518,0.059800664451827246,0.050859337384887855,0.05813953488372093,0.02533504345771428,0.07627118644067797,0.047669506293360246,0.09210526315789473,0.038064928978783996
RPL24,1,14.987392256712033,1,18.28925678844401,1,29.920852282733183,1,24.327900195580842,1,22.706810223360627
CEP97,0.048034934497816595,0.045127037124307594,0.10299003322259136,0.08557004334040892,0.1511627906976744,0.08160566804829923,0.07627118644067797,0.05825005361437656,0.14473684210526316,0.08967990404986724
NXPE3,0.06550218340611354,0.08533702765009128,0.12292358803986711,0.08499480715310927,0.1744186046511628,0.11153748564152616,0.0847457627118644,0.031328581265237784,0.17105263157894737,0.08637344941368105
NFKBIZ,0.006550218340611353,0.01080869900183706,0.019933554817275746,0.01752515330348375,0.040697674418604654,0.03020305154631993,0.03389830508474576,0.01999785636934448,0.13157894736842105,0.08033156424644008
ZPLD1,0.002183406113537118,0.00580538716707556,0,0,0,0,0,0,0,0
ALCAM,0.6244541484716157,1.7422292276736648,0.4119601328903654,0.66840002786939,0.22093023255813954,0.22348148136626797,0.211864406779661,0.15724199987211696,0.23684210526315788,0.1786448213593858
CBLB,0.5786026200873362,1.342988100309085,0.6079734219269103,0.9749397731338323,0.32558139534883723,0.23227567008407654,0.1864406779661017,0.16459271763694866,0.3026315789473684,0.19413128900521606
LINC00882,0.03711790393013101,0.05152594503920542,0.04318936877076412,0.020595990027477785,0.0872093023255814,0.032047303384058916,0.01694915254237288,0.014590059823539253,0.013157894736842105,0.0026145321974411044
DUBR,0.04585152838427948,0.057815907629112616,0.08970099667774087,0.05877322600653352,0.06976744186046512,0.04152889494932438,0.059322033898305086,0.06810184279125682,0.07894736842105263,0.05359466406349978
LINC01990,0.008733624454148471,0.01561168519708776,0.016611295681063124,0.010297946607806556,0.011627906976744186,0.005129162219826038,0.03389830508474576,0.022311575873161984,0,0
BBX,0.6157205240174672,1.536942249619584,0.7906976744186046,1.620636918047754,0.7790697674418605,1.1998530671172913,0.6779661016949152,1.117978685903251,0.6447368421052632,0.6815704415347553
LINC00636,0,0,0.0033222591362126247,0.0011101581020559464,0.005813953488372093,0.0012500975076055933,0,0,0.013157894736842105,0.014784151389710232
CD47,0.2205240174672489,0.35417356979163583,0.26578073089701,0.22762307997210596,0.20930232558139536,0.13386297058934882,0.13559322033898305,0.09788656332757943,0.5131578947368421,0.5250453022439453
IFT57,0.3624454148471616,0.5862898951393185,0.5481727574750831,0.6376996022841297,0.686046511627907,0.7878735209877487,0.7288135593220338,1.1671332578896996,0.631578947368421,0.857322868450206
