gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj
DNM1L,0.03988307556833399,0.6058876910958336,0.158,0,1
OAZ2,0.03831667805539197,0.6032648640224366,0.447,0.2,1
SLC15A1,0.02508768499565682,0.6019981324936312,0.184,0,1
RBMX,0.004678477503482305,0.6017397297488052,0.763,0.48,1
KRT19,0.03141471046053061,0.6012360005896912,0.421,0.16,1
BZW2,0.012158643357575796,0.6001761213713852,0.368,0.08,1
RPL39,0.020065700101949715,0.5999672253399038,0.263,0.04,1
RBM26,0.05108384225115831,0.5995838826457598,0.211,0.04,1
NEMF,0.03354346763969645,0.5946329215487326,0.289,0.08,1
GPBP1,0.006116330220951613,0.594358498558945,0.816,0.48,1
UGDH,0.011317401166462498,0.5940619127797834,0.316,0.04,1
PSMA3-AS1,0.03787689310984234,0.5937741359806143,0.368,0.12,1
PDGFC,0.01069199739827551,0.5901049179356413,0.316,0.04,1
RPS21,0.020134192567773032,0.5899008006768753,0.684,0.44,1
BLMH,0.03452095238530822,0.5890517679233951,0.316,0.08,1
HDAC1,0.028830246704773937,0.5882534070436143,0.421,0.16,1
BIRC6,0.2428179146717286,0.588122624953282,0.263,0.16,1
PLPP3,0.034195444753456934,0.587366536056425,0.421,0.16,1
MGST3,0.0270870616147087,0.5872361862051915,0.526,0.24,1
HOOK1,0.015679651239391496,0.5865796976740715,0.211,0,1
SULF1,0.12367978175563155,0.586499589656457,0.263,0.12,1
NR2F1,0.09031689028502876,0.5863169440540157,0.447,0.24,1
SLC16A1,0.024833378673674487,0.585508949009831,0.447,0.16,1
ENC1,0.053893858991500704,0.5854490415062302,0.211,0.04,1
SELENOW,0.02275774935071284,0.585428577403941,0.447,0.16,1
FRAS1,0.22111716805670706,0.5853054447685064,0.184,0.08,1
FAM13B,0.02508768499565682,0.5833647220038288,0.184,0,1
MT-ND2,0.0015308962026218372,0.5829369609792527,1,0.8,1
ELAVL1,0.0410692532958747,0.5828179244454872,0.237,0.04,1
RPL18A,3.688681462699711e-4,0.5825534911662085,1,0.96,1
CLSPN,0.09992651922414067,0.5824409221302506,0.105,0,1
RPL29,5.0506724371964315e-5,0.5812041953110478,0.947,0.96,0.9501324988853926
MCM7,0.40757174442085065,0.5805462804011452,0.184,0.12,1
OGA,0.11205908598272263,0.5794205230998678,0.316,0.16,1
KNOP1,0.033859909334490845,0.5777105607001032,0.342,0.12,1
ZNF660,0.02508768499565682,0.5768149403136288,0.184,0,1
COBLL1,0.09992651922414067,0.5760752586861234,0.105,0,1
IER2,0.0736461030865139,0.5757946449489021,0.474,0.28,1
DNMT1,0.015679651239391496,0.5756139348553635,0.211,0,1
COX11,0.14193337564353684,0.5742815122614122,0.211,0.08,1
RPL14,5.674721098071032e-5,0.5734328728305003,0.974,0.84,1
ENAH,0.018215515709958847,0.5725322641270696,0.447,0.16,1
HUWE1,0.015679651239391496,0.5723984802050792,0.211,0,1
CCDC80,0.05108384225115831,0.5723876964372581,0.211,0.04,1
C17orf75,0.015679651239391496,0.5713251545942406,0.211,0,1
DSP,0.0317068477927949,0.5677888983884485,0.368,0.12,1
ATP5MPL,0.03773886099598031,0.5662912103895286,0.632,0.4,1
ABI2,0.026418688342459373,0.5662907075369007,0.447,0.2,1
ZNF511,0.02508768499565682,0.5653915389159007,0.184,0,1
RPSA,3.0474178264663403e-5,0.5652422305511222,0.974,1,0.5732802415148479
HELLS,0.02508768499565682,0.5648276106184993,0.184,0,1
TIMMDC1,0.02986702207884724,0.5620886461519816,0.316,0.08,1
SART3,0.05108384225115831,0.5617229937175577,0.211,0.04,1
SLC39A7,0.03688818277978932,0.5616175978224275,0.237,0.04,1
WAC,0.07861395736574478,0.5606971256493002,0.316,0.12,1
EIF2AK4,0.02507915483804562,0.5589791818154544,0.263,0.04,1
MCRS1,0.01890251321627543,0.5585417152831714,0.289,0.04,1
LARS,0.015241395406477728,0.5574137357149661,0.5,0.16,1
RPS19,6.32182691952839e-6,0.5570234352582526,1,1,0.11892620801016808
IL1R1,0.09621745181138745,0.5569948417096463,0.184,0.04,1
CCDC34,0.03988307556833399,0.5565207709446964,0.158,0,1
JAG1,0.0410692532958747,0.5545955687353507,0.237,0.04,1
MAGEF1,0.051065719257049495,0.5535317730310791,0.421,0.2,1
MARCH3,0.27415316956964386,0.5535138141431971,0.211,0.12,1
SYNCRIP,0.015431997398948344,0.5525338515172084,0.526,0.28,1
HMGN1,0.006148929425560519,0.5522578378560945,0.921,0.68,1
BAX,0.015679651239391496,0.5519975004396037,0.211,0,1
CEP95,0.009719773573454493,0.5509598936517451,0.237,0,1
BRINP1,0.06314707215426515,0.5509321636299894,0.132,0,1
DDX39B,0.05108384225115831,0.5489907127249469,0.211,0.04,1
ARMT1,0.009719773573454493,0.548771712631469,0.237,0,1
HLTF,0.03452095238530822,0.5471980024718959,0.316,0.08,1
TCEAL7,0.14573985986742385,0.5446529192094409,0.158,0.04,1
ATP6V1D,0.019054565272339816,0.5432011408746789,0.447,0.16,1
RPL19,4.038881320246167e-5,0.542570035275856,1,1,0.759794353964709
NRP2,0.036245721445744145,0.5420988697896323,0.368,0.12,1
LRRC41,0.027747839450454306,0.5417561252227978,0.342,0.08,1
RPL13,1.2027075524454006e-6,0.5408226130532308,1,1,0.022625334476602876
ANK3,0.009719773573454493,0.5401341324099292,0.237,0,1
RPLP0,3.191606480873997e-4,0.5399349154687965,1,0.96,1
RCN1,0.05638352948261183,0.5380403296258196,0.5,0.24,1
CNTLN,0.06314707215426515,0.5373801352787099,0.132,0,1
MT-CYB,0.0025324769224962106,0.5372685595483384,1,0.96,1
LYPLAL1,0.06645468706579741,0.5361484722044094,0.211,0.04,1
GLIPR2,0.01788696780520892,0.5341959545807478,0.289,0.04,1
FXYD6,0.13200546291912776,0.5334359216369321,0.158,0.04,1
ZMYND8,0.03988307556833399,0.5334032564892445,0.158,0,1
POSTN,0.06310791584406795,0.5327996294475843,0.211,0.04,1
LDHB,0.00665254563572892,0.5327427829174054,0.868,0.72,1
IGF2BP3,0.02508768499565682,0.5318591175695976,0.184,0,1
GALE,0.053893858991500704,0.5312771488078293,0.211,0.04,1
CSNK2A1,0.01890251321627543,0.5311428143643688,0.289,0.04,1
DDX1,0.022084125591961566,0.5303001047964869,0.526,0.24,1
H2AFY2,0.04075058975209147,0.5298003096052116,0.289,0.08,1
ARID2,0.015679651239391496,0.5296931723831293,0.211,0,1
C1QTNF7,0.015679651239391496,0.5293230196693127,0.211,0,1
WDR60,0.025897752163196792,0.5292609386168611,0.5,0.2,1
MINPP1,0.12112278146285634,0.5286116349827845,0.237,0.08,1
SPIN1,0.19296432074795372,0.527957613539217,0.237,0.12,1
CSAD,0.14193337564353684,0.5275861492642552,0.211,0.08,1
RPS24,4.7586977648355787e-5,0.5268057024732471,1,0.96,0.8952062235208691
TAGLN,0.6196468028393238,0.5265073808593498,0.158,0.12,1
LRRC75A,0.02508768499565682,0.5250351564833711,0.184,0,1
SUN1,0.02508768499565682,0.523896220155992,0.184,0,1
RPS5,2.0233546388279873e-4,0.5238297253287074,0.947,0.96,1
SRSF2,0.034438644940045546,0.5235892410935767,0.684,0.4,1
ARHGEF28,0.03988307556833399,0.5231838742977807,0.158,0,1
ANP32B,0.09618786987835361,0.5218494480489023,0.632,0.4,1
HSPA14,0.015679651239391496,0.5212961628945904,0.211,0,1
MYO6,0.042744896735660176,0.5207177189803044,0.289,0.08,1
C6orf120,0.015679651239391496,0.5201829707212904,0.211,0,1
KRT8,0.05108384225115831,0.5195689812169574,0.211,0.04,1
FNBP1,0.02507915483804562,0.5193478437255168,0.263,0.04,1
EIF4H,0.022039737163057845,0.518675753059192,0.553,0.24,1
FAM161A,0.02508768499565682,0.5185085075204218,0.184,0,1
SORL1,0.02508768499565682,0.518233260184493,0.184,0,1
SLC25A6,5.337243128014105e-4,0.5173593792920892,1,0.88,1
C1orf56,0.06314707215426515,0.5160340678611266,0.132,0,1
MEG3,0.4041033758491292,0.5149152864726294,0.237,0.16,1
LYAR,0.015679651239391496,0.5135666111861086,0.211,0,1
MT-CO2,0.006558401964667966,0.5122577054033992,1,0.92,1
TBC1D15,0.03988307556833399,0.5108922745611989,0.158,0,1
EIF4E2,0.07282892655739037,0.5097561307188995,0.263,0.08,1
BCLAF1,0.05258043471030981,0.5095027351297587,0.605,0.36,1
SYNC,0.09621745181138745,0.5092839058561781,0.184,0.04,1
PKP2,0.02508768499565682,0.5092823937590385,0.184,0,1
RPL12,3.3875405151484266e-4,0.5088924449329633,0.974,1,1
APEX1,0.03301712930539728,0.5088077186245479,0.737,0.44,1
PMP22,0.14496399046095448,0.5086169925148675,0.289,0.12,1
RPL5,7.977824840802876e-5,0.5081782986182257,1,0.96,1
DPH5,0.06314707215426515,0.5079699649040007,0.132,0,1
COA5,0.0515664508769456,0.5073569273330387,0.289,0.08,1
MORN2,0.05990169134577748,0.5064802436658747,0.211,0.04,1
CREB3L2,0.13200546291912776,0.5060580197509519,0.158,0.04,1
H2AFZ,0.022354938259509367,0.5055843395954409,0.842,0.64,1
SURF6,0.03988307556833399,0.5035664203799466,0.158,0,1
CYR61,0.008878426527900806,0.5032511701754406,0.421,0.08,1
RARS,0.0754702332613104,0.5031814591472521,0.316,0.12,1
SYF2,0.021476781972347876,0.5027870095424032,0.658,0.36,1
SF1,0.04491725056166064,0.5022967936054135,0.447,0.2,1
CRTAC1,0.02508768499565682,0.5012078616064785,0.184,0,1
LUZP1,0.036245721445744145,0.5009098751382446,0.368,0.12,1
CFL2,0.06949055794465162,0.5005690239342957,0.316,0.12,1
PISD,0.0515664508769456,0.5001149817534218,0.289,0.08,1
VAMP3,0.022841503992782747,0.5000469168709952,0.342,0.08,1
FNBP4,0.07182721790135552,0.49836399455551617,0.421,0.2,1
ORC6,0.1387417981289133,0.4981135657767891,0.158,0.04,1
GPCPD1,0.02508768499565682,0.4976410651118073,0.184,0,1
C16orf91,0.09621745181138745,0.49749006338129687,0.184,0.04,1
RPS7,1.5259232053715498e-4,0.49735232207497315,1,0.96,1
MEX3A,0.12860007465400008,0.49733683940572776,0.263,0.12,1
UBE2L3,0.014497880803858186,0.4970230768033547,0.395,0.08,1
PSMD13,0.02644296560520296,0.4952879734549081,0.342,0.08,1
RPL18,9.670028292279853e-5,0.494597809693353,0.974,0.92,1
CACUL1,0.09767164891864757,0.4938898812304807,0.237,0.08,1
HSD17B10,0.0736923069790694,0.4937873457876295,0.368,0.16,1
EFHC1,0.027073247826567386,0.49377370242977797,0.316,0.08,1
CEP78,0.09344831807051167,0.49337138057047636,0.237,0.08,1
CALM3,0.03857628136270815,0.49276246589158146,0.526,0.24,1
RTCB,0.023775921737080593,0.49256549416811835,0.447,0.16,1
TTF1,0.02508768499565682,0.4925083744515382,0.184,0,1
UBE2I,0.05049331939407432,0.4922431421692318,0.5,0.24,1
TATDN3,0.06314707215426515,0.49166471080905655,0.132,0,1
CLU,0.026419483485096693,0.49100199513286974,0.368,0.12,1
OLA1,0.11751874176684694,0.4909474139722483,0.474,0.32,1
BCL7A,0.043149746458453125,0.49060516912766006,0.368,0.12,1
DYNC2LI1,0.021085807491940556,0.4888197121570026,0.289,0.04,1
LAMTOR3,0.03988307556833399,0.48863416509627583,0.158,0,1
TMF1,0.0696157023041531,0.48813649402435455,0.263,0.08,1
EIF4A1,0.0033147207920482965,0.4870270792613536,0.868,0.76,1
REL,0.0868886890021046,0.4868493698222268,0.184,0.04,1
EIF4A3,0.03988307556833399,0.4862174425071596,0.158,0,1
BTF3,0.0011441457795856626,0.48565568426939043,1,0.88,1
UBE2E2,0.03988307556833399,0.48556274607777744,0.158,0,1
RPL7A,6.839169018979544e-6,0.4855624635889324,0.974,1,0.1286584475850432
NUBP2,0.13889558830839824,0.485274523708833,0.263,0.12,1
KDM5B,0.0868886890021046,0.4845754102899261,0.184,0.04,1
RPL11,6.32182691952839e-6,0.483864339417154,1,0.96,0.11892620801016808
RPS12,7.57243328080901e-4,0.4829780086163842,1,0.96,1
PFDN4,0.04330611558170408,0.48294936261567906,0.237,0.04,1
SEPT6,0.13889558830839824,0.48283490739888024,0.263,0.12,1
NKIRAS1,0.06314707215426515,0.4828324605618935,0.132,0,1
KIF2A,0.04330611558170408,0.4807102762210631,0.237,0.04,1
MT-CO3,6.051175789783371e-4,0.47958776623985777,1,1,1
LRRTM1,0.02508768499565682,0.47880536927001854,0.184,0,1
LGALS1,0.18551434143950807,0.4786873730158453,0.5,0.32,1
YTHDC1,0.23942180247374842,0.4780431685255607,0.342,0.24,1
SARS,0.09621745181138745,0.4780264903043676,0.184,0.04,1
SIGMAR1,0.02508768499565682,0.4779016664218722,0.184,0,1
EIF2S2,0.04491725056166064,0.4778097932382872,0.447,0.2,1
TGIF2,0.03988307556833399,0.4775075801782388,0.158,0,1
CST3,0.1686678178513862,0.47736486534732925,0.447,0.36,1
CTSB,0.04260227196365649,0.4769305819845425,0.474,0.2,1
MTCH1,0.045645060090953544,0.47621537685670867,0.237,0.04,1
MUL1,0.04330611558170408,0.475680232221328,0.237,0.04,1
SMARCB1,0.12888907120464785,0.47556224720756834,0.474,0.28,1
QARS,0.027664331486654342,0.4753968825786454,0.368,0.12,1
ATF3,0.3500129227370445,0.4753107177558824,0.447,0.4,1
RND3,0.08544159836697464,0.47484726203575844,0.237,0.08,1
RPL26,0.001462171404485989,0.4746362261808623,0.947,1,1
CCNC,0.454271320571745,0.4746316215346892,0.211,0.16,1
LTA4H,0.09767164891864757,0.47456003308593925,0.237,0.08,1
RBM12B,0.09992651922414067,0.4740940546484611,0.105,0,1
ZFHX3,0.1387417981289133,0.4739649566671754,0.158,0.04,1
RORA,0.03988307556833399,0.4729204229794823,0.158,0,1
LAMA4,0.021085807491940556,0.47202507269986155,0.289,0.04,1
PRRC1,0.02508768499565682,0.4719329479715214,0.184,0,1
GALNT7,0.0868886890021046,0.47136872328784296,0.184,0.04,1
DPH3,0.03988307556833399,0.4713137665662604,0.158,0,1
CSNK1E,0.03988307556833399,0.47081661004247233,0.158,0,1
SNAPIN,0.10282698347763657,0.46910996654499215,0.289,0.12,1
RANBP1,0.02353132622441424,0.4688867690896863,0.605,0.24,1
PIBF1,0.03988307556833399,0.46882050809041975,0.158,0,1
ACP2,0.015679651239391496,0.46810294317404894,0.211,0,1
SNX17,0.021085807491940556,0.4673853047120543,0.289,0.04,1
KIF3A,0.05490010759463575,0.4671953252771172,0.342,0.12,1
MAT2B,0.03988307556833399,0.467113884973518,0.158,0,1
ALG3,0.06314707215426515,0.4659852308792151,0.132,0,1
CLK4,0.05651978158305228,0.4659724738579234,0.289,0.08,1
QSOX1,0.13200546291912776,0.4654858207212527,0.158,0.04,1
NCAM1,0.03688818277978932,0.4653185990795215,0.237,0.04,1
WDR12,0.06314707215426515,0.4644941348098388,0.132,0,1
TIMM44,0.08250592522848536,0.46383420076270454,0.184,0.04,1
RPL34,9.72331021619987e-5,0.4632392489611088,1,0.96,1
NTHL1,0.03988307556833399,0.4627965140476546,0.158,0,1
NSD3,0.0436530780620262,0.4626195512249786,0.316,0.08,1
HCFC1,0.23018799906430443,0.46245919088997145,0.132,0.04,1
DENND4C,0.02508768499565682,0.46238189193466267,0.184,0,1
DNAJC2,0.06949055794465162,0.4623634696725843,0.316,0.12,1
ANP32E,0.05245189317282311,0.4619519137187411,0.447,0.2,1
ZNF75A,0.1248125195734756,0.46170678697193057,0.211,0.08,1
HSPA4,0.18650166338905946,0.46072052756695664,0.263,0.12,1
UBE3D,0.03988307556833399,0.4607052880864922,0.158,0,1
OLFML3,0.06314707215426515,0.4604802958323228,0.132,0,1
BRCA2,0.06314707215426515,0.4594626869416591,0.132,0,1
MT-CO1,0.0016900825469549031,0.45880370047319374,1,1,1
ARID4A,0.12483945084550985,0.45847017537361306,0.289,0.12,1
C1GALT1C1,0.02508768499565682,0.45827808124330754,0.184,0,1
DDAH2,0.08108445354471082,0.45755541293761537,0.553,0.32,1
MAP3K7,0.0696157023041531,0.4575043552901671,0.263,0.08,1
RPS3,7.28098724083179e-4,0.4565618597823722,1,0.92,1
CENPE,0.09992651922414067,0.4563333548979044,0.105,0,1
TRIM13,0.10282698347763657,0.45482678393160675,0.289,0.12,1
COMMD8,0.08186342391903031,0.45433481334680287,0.316,0.12,1
DCAF13,0.12483945084550985,0.4542539369096007,0.289,0.12,1
USP37,0.3300403431461685,0.45419744798678896,0.105,0.04,1
FNDC3A,0.22995422045926428,0.4541135990661065,0.184,0.08,1
ALG13,0.14573985986742385,0.45372945519737334,0.158,0.04,1
ILF3-DT,0.12860007465400008,0.4536408014511941,0.263,0.12,1
CNTRL,0.056831747894443535,0.45357342452043115,0.211,0.04,1
CDK5RAP3,0.07282892655739037,0.4532157139688417,0.263,0.08,1
DHX29,0.0842526849744467,0.4521952039245458,0.395,0.2,1
RPLP1,1.4704451068052132e-5,0.45149722220686384,1,0.96,0.2766201334921967
UIMC1,0.03988307556833399,0.45116176677479425,0.158,0,1
IGFBP7,0.160803204360639,0.4509437647421403,0.211,0.08,1
RAI14,0.20006792833346235,0.4506980214900151,0.237,0.12,1
RPL30,0.0013017734912825047,0.4503919601731372,0.974,1,1
HNRNPM,0.07309768670425972,0.4502803852799264,0.658,0.56,1
SELENOF,0.01993772304140562,0.4494827375810684,0.658,0.28,1
NNT-AS1,0.02508768499565682,0.44925485716990754,0.184,0,1
RPS6KB2,0.06761747151284,0.4490042316985636,0.289,0.08,1
UPF2,0.03467481037644613,0.44873921054753035,0.368,0.12,1
PTDSS1,0.03988307556833399,0.44867172122899657,0.158,0,1
CSTF3,0.06169898822931951,0.44849280132738834,0.395,0.16,1
ZCCHC17,0.02986702207884724,0.44782197071876895,0.316,0.08,1
VPS36,0.027969535103290883,0.4474116381242262,0.263,0.04,1
ACAA2,0.3608357079548803,0.44718062767770433,0.237,0.16,1
SPSB2,0.02508768499565682,0.44712836403159495,0.184,0,1
NPRL3,0.09992651922414067,0.4466112477779124,0.105,0,1
BICC1,0.06314707215426515,0.44654945697585235,0.132,0,1
NAE1,0.020909466045231397,0.4464673032154104,0.421,0.12,1
SETD5,0.1756219199600275,0.4464141123512237,0.289,0.16,1
TPRKB,0.079619546912731,0.4463172577316867,0.263,0.08,1
DGCR6L,0.14573985986742385,0.44628333706079604,0.158,0.04,1
CNIH4,0.15454036941278254,0.44586364502313547,0.316,0.16,1
ITGB3BP,0.13603662392178317,0.4457305345780528,0.211,0.08,1
SLC25A4,0.14602329344506826,0.4456018089439137,0.342,0.2,1
THRAP3,0.024893167828532504,0.44531874731852117,0.684,0.36,1
APC,0.11611019392703857,0.44479344634888557,0.237,0.08,1
PBDC1,0.19296432074795372,0.44411198288153025,0.237,0.12,1
TES,0.09992651922414067,0.44404648621326526,0.105,0,1
EXOSC8,0.0639055609171165,0.44371605972570444,0.316,0.12,1
RPL13A,6.100319876011992e-5,0.44305367293937303,1,1,1
JARID2,0.2073606141369225,0.4425284836164345,0.237,0.12,1
RTRAF,0.04054978221043798,0.4420896244282937,0.658,0.36,1
YME1L1,0.03688818277978932,0.44180182485319164,0.237,0.04,1
C15orf65,0.06314707215426515,0.44134508415884954,0.132,0,1
SRSF6,0.04208194421337943,0.4408650377512361,0.421,0.16,1
SYTL2,0.09992651922414067,0.44051734897807926,0.105,0,1
TIMM17A,0.10570439569335195,0.43933976260302776,0.342,0.16,1
DNTTIP2,0.18604779679860592,0.4391158723285591,0.237,0.12,1
KIF12,0.02508768499565682,0.4389555916479366,0.184,0,1
TMED10,0.10268328473295614,0.43884965464185766,0.526,0.4,1
ITGA1,0.06314707215426515,0.43808005746798834,0.132,0,1
OSTC,0.07971378892157417,0.43730592157759607,0.632,0.4,1
