p_val,avg_logFC,pct.1,pct.2,p_val_adj
9.914769024891189e-8,1.7048998158310753,0.667,0.08,0.0018651663489625304
1.0497226994207918e-7,0.8834366827561302,0.908,0.4,0.0019747383421503937
1.1122741757992183e-7,0.7881908046744822,0.6,0,0.0020924101795134894
1.3424429187265958e-7,0.772399356137688,0.892,0.24,0.002525403618708472
1.3437110088920272e-7,-0.7509301258067496,0.911,0.92,0.0025277891499276817
1.360601508230173e-7,0.7112679159924709,0.672,0.04,0.002559563557282601
1.378957787671417e-7,-0.9474797418947141,0.12,0.44,0.0025940953901674698
1.4129513288941842e-7,0.8766423536892796,0.905,0.28,0.002658044039915739
1.454731451260905e-7,0.775794275617024,0.593,0,0.0027366408061120146
1.6924987860743257e-7,1.0096777399861523,0.777,0.16,0.0031839287163630214
1.775952633903823e-7,-1.3009591811590946,0.493,0.8,0.0033409220948998715
1.9391203017874026e-7,0.6137660553991777,0.999,0.84,0.003647873111722462
2.143829453232936e-7,0.7527357878346228,0.641,0.04,0.0040329719674217996
2.169514279319214e-7,0.5945569768959822,0.999,0.84,0.004081290262255306
2.2292872394272011e-7,0.6550450854382994,0.735,0.08,0.004193735154810451
2.2720736990641135e-7,-0.48649425417735914,0.015,0.16,0.004274225042679411
2.3129789469858169e-7,0.7350360816282554,0.856,0.2,0.004351175995069719
2.4656686909306413e-7,0.7913882336322996,0.58,0,0.004638415941378722
2.5266359821530923e-7,-0.5800932872585541,0.008,0.12,0.0047531076096263974
2.591396036602484e-7,-0.8397022599013386,0.947,0.96,0.004874934224056593
2.6848311745850413e-7,0.7957460124696409,0.692,0.08,0.0050507044056293795
2.7323013258571145e-7,-0.28204903375956536,0.008,0.12,0.0051400052542024035
2.736112557742339e-7,1.0780402399451072,0.577,0,0.0051471749436248874
2.831165902785154e-7,-0.7642517357531005,0.965,0.96,0.005325989296319432
2.9554072055194644e-7,0.7124927483020542,0.971,0.56,0.005559712035023217
3.023477236979026e-7,0.7356720456798737,0.819,0.16,0.005687765378204943
3.034760524400553e-7,0.8042848031247634,0.575,0,0.00570899149850232
3.1944059332595897e-7,0.8283952729949429,0.785,0.16,0.00600931644164794
3.225729853044135e-7,0.7929828266921213,0.76,0.12,0.006068242999546627
3.327340133139717e-7,0.7533694076352859,0.711,0.08,0.006259392258462435
3.444043077599879e-7,0.8227320921080945,0.904,0.28,0.006478933837580893
3.5663835009343323e-7,0.857208266003129,0.804,0.2,0.006709080641957666
4.178111450528037e-7,0.8594767273937207,0.679,0.12,0.007859863260733343
4.3849192387430057e-7,0.7065179192798128,0.677,0.08,0.008248910071923342
4.907372569052055e-7,-1.1511372290921216,0.229,0.56,0.009231749276900727
5.319671244038885e-7,0.7741109456625528,0.56,0,0.01000736554428595
6.38752120084756e-7,0.7136817802521865,0.601,0.04,0.01201620488303443
6.498512691462947e-7,0.5562902439670823,0.991,0.8,0.012225002075180097
6.811189012152195e-7,0.8638892311547528,0.631,0.08,0.01281320876966071
7.001114910191671e-7,0.7324123142842915,0.612,0.04,0.013170497369052573
7.839559991585405e-7,1.2195204291240156,0.624,0.08,0.014747780256170464
7.965325969130506e-7,0.6631650437210754,0.624,0.04,0.014984371213128308
8.678059129995793e-7,-0.3584338698210052,1,1,0.016325164835348085
8.75298413417326e-7,0.7208858470062303,0.547,0,0.016466113753206738
9.656315642392695e-7,0.7040173038446502,0.544,0,0.018165460986469137
1.0489328420020612e-6,0.811618945654768,0.848,0.32,0.019732524623742774
1.0648014407680697e-6,0.693190931545755,0.541,0,0.020031044703728927
1.1179529509179465e-6,0.6975610005739352,0.54,0,0.02103093091266841
1.1246941497367212e-6,0.687120310389312,0.613,0.04,0.021157746344847198
1.1264793250374562e-6,0.7244912850156222,0.808,0.24,0.021191329062604625
1.1693009881396746e-6,-0.448130110766087,0.017,0.16,0.02199689018888356
1.173623630370285e-6,0.6836119391085707,0.539,0,0.0220782077345258
1.1933650220792603e-6,0.6399617193939664,0.955,0.68,0.022449582795355045
1.226563195540877e-6,0.6268750050516485,0.756,0.16,0.02307410683451498
1.2319290536547567e-6,0.6894567036340551,0.537,0,0.023175049357353282
1.2425196441665371e-6,0.7601305900394112,0.851,0.28,0.023374279546060896
1.3252416633334454e-6,0.7573646190132535,0.603,0.04,0.024930446170628773
1.3569133629856766e-6,0.6887538959630798,0.535,0,0.02552625418448655
1.356913602097399e-6,0.6520654957503415,0.535,0,0.025526258682656268
1.377398946653316e-6,0.6758768897457399,0.952,0.6,0.02591162898444218
1.5672078392726819e-6,0.7015230047014934,0.735,0.12,0.029482313872397692
1.6154563608877199e-6,0.7080789690255991,0.661,0.08,0.030389965061019788
1.6211727248761196e-6,0.763916513166844,0.968,0.64,0.030497501300369562
1.8963015634116398e-6,0.6855280256672611,0.525,0,0.03567322501089977
1.8963025463660255e-6,0.8289480997974106,0.525,0,0.03567324350223767
1.9882906213458133e-6,0.8040501714981864,0.524,0,0.03740372316875744
2.0373948283798376e-6,0.5864966998862235,0.599,0.04,0.038327471511481505
2.0763959587807442e-6,0.7197011835122459,0.883,0.36,0.03906116077658336
2.084513553172564e-6,0.6616870114232885,0.523,0,0.039213868962282274
2.1424113996223045e-6,0.677987248127722,0.589,0.04,0.04030304324969479
2.217470346005247e-6,0.7159283550256115,0.94,0.44,0.04171505214905071
2.341313679288555e-6,0.6967849294935431,0.896,0.4,0.0440447929347763
2.367736463115261e-6,0.6193104064255156,0.596,0.04,0.04454185834412429
2.3981329241286782e-6,0.7259939600954309,0.564,0.04,0.0451136765687087
2.4094007834035453e-6,0.6976511202511502,0.729,0.16,0.04532564753738749
2.458834813501632e-6,0.6991253668597448,0.661,0.12,0.0462556005115927
2.5155155504380356e-6,0.6900693809943694,0.517,0,0.04732187853484033
2.638905477037441e-6,0.6191109042912877,0.912,0.52,0.04964308983402834
2.838023570868706e-6,-1.2660142309984845,0.369,0.64,0.053388899415182094
3.0067950104394937e-6,-1.1381488662473704,0.721,0.76,0.05656382773638775
3.3085912869627977e-6,0.7028408127171524,0.987,0.8,0.06224121929034415
3.3376642051625654e-6,-0.7826893880499295,0.637,0.76,0.062788139027518175
3.382498411688532e-6,0.6360054810113998,0.647,0.08,0.06363156012068466
3.4073686232354476e-6,1.4255955099824233,0.595,0.08,0.06409941854030524
3.47021768676376e-6,0.6627579393750712,0.692,0.12,0.06528173512339985
3.4805657847534787e-6,0.6363236980981838,0.508,0,0.06547640354278245
3.7031639377206195e-6,0.7246807734213844,0.685,0.12,0.0696639199964003
3.846569548005587e-6,0.5751817853074579,0.693,0.12,0.0723616663370811
3.9928025190135505e-6,0.6360331834334019,0.684,0.12,0.07511260098768291
3.993813835225052e-6,0.6431368523330366,0.504,0,0.07513162586825367
3.993815154982634e-6,0.6827501100727864,0.504,0,0.0751316506955333
4.169721769236102e-6,0.6433328808608352,0.716,0.16,0.07844080592286955
4.375042253043765e-6,0.9406048437633098,0.501,0,0.0823032948642593
4.47326552073976e-6,-1.0040426804309917,0.185,0.48,0.08415107097615636
4.6043156066041574e-6,0.7303498089849692,0.737,0.16,0.08661638519143741
4.61912924638492e-6,-0.6353502392301503,0.044,0.24,0.0868950593829931
4.7375269731238805e-06,0.6138612695424505,0.813,0.28,0.08912235741840645
5.012204641553011e-6,0.6088762961701792,0.497,0,0.09428959371689524
5.255415663834269e-6,-0.2889512988464069,0.011,0.12,0.09886487946805027
5.368473191402389e-6,0.4205216228815263,0.999,1,0.10099171767666175
5.484844421610947e-6,0.8353647798083673,0.495,0,0.10318089325934512
5.484844421610947e-6,0.6195989113215682,0.495,0,0.10318089325934512
5.741222321350643e-6,0.6962152960611737,0.541,0.04,0.1080038743092483
5.784617391187558e-6,0.7910076577620726,0.92,0.44,0.10882022236302034
5.805513772320683e-6,0.6301077672902793,0.568,0.04,0.1092133250848967
5.9995430719261644e-6,0.5960027811422219,0.492,0,0.112863404269075
5.999545972299832e-6,0.6087427673011133,0.492,0,0.11286345883090444
6.169274309356106e-6,-1.2836599038150314,0.463,0.68,0.11605638830760706
6.4195851555928e-6,-0.9059498392306186,0.621,0.76,0.12076523594701176
6.946133543403167e-6,0.5909872352036785,0.565,0.04,0.13067066421850038
7.022200501331399e-6,-0.8783270671629722,0.819,0.8,0.13210163583104628
7.573887190609015e-6,-1.246265976136716,0.377,0.64,0.1424799658297368
7.585927871403295e-6,0.5939474290565008,0.945,0.52,0.1427064751168388
7.832439158831334e-6,0.6186059429549191,0.484,0,0.14734384545593504
8.180301318485465e-6,0.5156904364190638,0.932,0.4,0.15388782840334858
8.368932387057954e-6,0.4966742262247965,0.56,0.04,0.15743635606533424
8.59243929790464e-6,0.5477031609356128,0.764,0.2,0.1616409680721821
8.655058027113905e-6,-1.0335539022307179,0.193,0.48,0.1628189516060668
9.139428055116008e-6,0.4888482537406059,0.557,0.04,0.17193092057284234
9.279371252129449e-6,0.7234223188717294,0.531,0.04,0.1745635319950592
9.336614690057615e-6,0.5851307911179089,0.479,0,0.17564039554936384
9.659110676907914e-6,-0.7495790619248172,0.665,0.76,0.1817071900539917
1.0045954849963106e-5,0.6233442872402917,0.615,0.08,0.18898450263750596
1.0187551632841969e-5,0.66467528467032,0.476,0,0.1916482213170231
1.0538373605631009e-5,0.5965815602123344,0.525,0.04,0.19824788426913054
1.0640059026001433e-5,0.5672360115398903,0.475,0,0.20016079039713894
1.0640067296496148e-5,0.5853459565609491,0.475,0,0.20016094598168555
1.1006297541874813e-5,0.6108464782959143,0.536,0.04,0.20705046935774898
1.1111550239255944e-5,0.6311939856043729,0.473,0,0.20903048310088282
1.111155368455505e-5,0.6281901652676605,0.473,0,0.20903054791384962
1.1147648023607966e-5,0.5732923045545475,0.679,0.12,0.20970955462011306
1.1443561140995412e-5,0.636463980167132,0.54,0.04,0.2152762721844057
1.1446789771879565e-5,0.5522198035474042,0.609,0.08,0.21533700918859838
1.1580335555552243e-5,0.5763267421275606,0.964,0.44,0.2178492724710488
1.1660399538656022e-5,0.6479767370194025,0.613,0.08,0.2193554361211971
1.1834760918869221e-5,-0.6965217096080787,0.048,0.24,0.22263552240576778
1.2114463153271025e-5,0.5587559230536974,0.471,0,0.22789728083933453
1.219934277569746e-5,0.5850828362250085,0.721,0.16,0.22949403629642062
1.2412258822732404e-5,0.6492396646119876,0.971,0.52,0.23349941297324198
1.2499510569944549e-5,0.5070132857948508,0.547,0.04,0.23514079284179684
1.250845248470297e-5,0.40708911414025706,0.548,0.04,0.23530900814223227
1.2927308825101964e-5,0.513348810544255,0.66,0.12,0.24318853361781814
1.3202613236589672e-5,0.7580514423787194,0.468,0,0.2483675602067249
1.3281105868749777e-5,0.47152668010707877,0.545,0.04,0.2498441636029208
1.3471894228361542e-5,-1.2244825192748392,0.283,0.56,0.25343327422393735
1.358135914213457e-5,-0.30188385342755997,0.012,0.12,0.25549252818183554
1.3659942016109373e-5,0.5614707070691413,0.541,0.04,0.25697082920704956
1.3780739015023449e-5,0.5860010906044368,0.467,0,0.2592432623506211
1.3825374500482302e-5,-0.905750775501262,0.501,0.68,0.26008294510307306
1.4146900518518703e-5,0.5262217094780794,0.541,0.04,0.26613149255437385
1.4281860595473313e-5,0.591425949174162,0.744,0.16,0.268670361522044
1.464589262909209e-5,0.6316947100773915,0.856,0.28,0.2755185321384804
1.4959109375506988e-5,-0.7132497355397669,0.861,0.8,0.2814107655720375
1.4990620659468926e-5,-0.7404233351265906,0.085,0.32,0.28200355584592945
1.5009566192030109e-5,0.6151760189748617,0.464,0,0.28235995920447043
1.560184452374272e-5,0.6220938281236106,0.512,0.04,0.293501899180648
1.5975594520038812e-5,0.6291334338113812,0.535,0.04,0.3005328841109701
1.6185919767645498e-5,0.5741246001321523,0.535,0.04,0.30448952266894713
1.621332471823375e-5,0.5932605420601604,0.657,0.12,0.3050050645994133
1.69296602069873e-5,0.643045158745704,0.601,0.08,0.31848076781384504
1.7048632687636202e-5,0.5379798940788759,0.46,0,0.32071887811981226
1.733357856419159e-5,0.5861040814723193,0.533,0.04,0.3260792799495722
1.7504340394708995e-5,0.5223065216782657,0.535,0.04,0.3292916515052656
1.8145324067275937e-5,0.6272740073284231,0.721,0.16,0.34134983635359495
1.817648355220538e-5,1.0561532313573045,0.517,0.04,0.3419360085840876
1.8485705418384394e-5,0.5520442980146211,0.599,0.08,0.3477530903306472
1.8550553173054353e-5,0.5671484054312208,0.457,0,0.3489730062914985
1.863696707760682e-5,0.6190604327972711,0.508,0.04,0.3505986246639395
1.940078617962414e-5,0.5459145407333152,0.765,0.2,0.36496758961108927
1.9815128285445606e-5,0.5760092070652076,0.603,0.08,0.37276219330580274
1.9905473241529924e-5,0.5660520058712111,0.657,0.12,0.3744617626196609
1.9945570437210732e-5,-0.8300599177635785,0.603,0.72,0.3752160710648083
1.9975442022757973e-5,0.4846255757029523,0.532,0.04,0.37577801533212296
2.021196503806605e-5,1.0503958548034003,0.493,0.04,0.38022748629609854
2.1039675942238464e-5,0.520850830286238,0.453,0,0.39579838382539
2.1039679072799436e-5,0.6191779097830411,0.453,0,0.395798442717503
2.1069495151683003e-5,-0.4527029057994856,0.944,0.96,0.39635934279346063
2.1333164224032113e-5,0.5654185867919589,0.524,0.04,0.4013194853824921
2.144143698572781e-5,0.5600186116495293,0.517,0.04,0.4033563125755115
2.171827067336284e-5,0.4943118855093732,0.592,0.08,0.40856410790730174
2.258253720834322e-5,0.43177417544617525,0.529,0.04,0.42482268996335265
2.2595042041562637e-5,0.39273475757458304,0.605,0.08,0.42505793088587634
2.2808604257287916e-5,0.6162615779544481,0.879,0.32,0.42907546328810026
2.3155431948569084e-5,-1.3475886963223187,0.355,0.6,0.4355999858164816
2.333276812378706e-5,0.6222022811898926,0.707,0.2,0.43893603394468217
2.4164942458040708e-5,0.4697415805262506,0.995,0.84,0.4545908975206618
2.4181308308790005e-5,0.5304100778262149,0.648,0.12,0.4548987719049576
2.5137977264283074e-5,0.5752585855435783,0.815,0.24,0.4728956282956932
2.5230248355123414e-5,0.5000547744640732,0.524,0.04,0.47463143205658165
2.5275189758517586e-5,-0.7495413080625271,0.807,0.8,0.4754768697372328
2.6387181073511105e-5,0.6891603861350974,0.935,0.52,0.4963956503548909
2.6558986583007234e-5,0.5462819080918351,0.991,0.76,0.4996276555995321
2.6994057709843702e-5,0.5538720981135816,0.445,0,0.5078122136375797
2.844219422426479e-5,0.5028095892307614,0.52,0.04,0.5350545577468693
2.8533632950046826e-5,0.624298372173679,0.791,0.28,0.5367747030562808
2.8719274602896354e-5,0.6420172566840441,0.895,0.44,0.5402669938296862
2.9309680150953645e-5,0.5284059322216832,0.443,0,0.55137370299974
3.0175897314285323e-5,0.4929786937264,0.971,0.84,0.5676689802763355
3.0772587496065634e-5,0.39647172430064226,0.635,0.12,0.5788939159759867
3.1811831871331684e-5,0.5067036299753636,0.44,0,0.5984441811634916
3.196485848358274e-5,-0.5893787974813796,0.964,0.92,0.6013229177931585
3.2021649826182593e-5,0.6250156809544078,0.723,0.2,0.6023912765301469
3.2065728734702016e-5,0.9500896496690246,0.568,0.08,0.6032204889572144
3.2504147098334645e-5,-0.6659905049968873,0.855,0.88,0.6114680152138713
3.3137185993401634e-5,0.5349529741358633,0.439,0,0.6233767429078715
3.3137185993401634e-5,0.5209955697181509,0.439,0,0.6233767429078715
3.3321920896002875e-5,0.5674225150809554,0.605,0.12,0.626851975895606
3.3576557069262266e-5,0.4728409335800585,0.636,0.12,0.6316421915869618
3.377716673841375e-5,0.5732807734965606,0.511,0.04,0.6354160606830395
3.430517106759594e-5,0.6846418058537992,0.767,0.32,0.6453488781236147
3.571860264139462e-5,0.565398155373522,0.495,0.04,0.6719383528899155
3.574879032530583e-5,0.6434199667099585,0.649,0.16,0.6725062435996533
3.677315829775546e-5,0.5145157079969687,0.572,0.08,0.6917766538973757
3.6841488701828064e-5,0.48076761519039846,0.721,0.16,0.6930620854587896
3.806379083056516e-5,0.5133488849612646,0.624,0.12,0.7160560331045919
3.8216790107840605e-5,0.523204065839517,0.559,0.08,0.7189342555086975
3.852218317208209e-5,0.43532374352371017,0.835,0.28,0.7246793098332083
3.8551645070670244e-5,-0.7446493436069632,0.931,0.92,0.7252335470694486
4.0454501611306077e-5,0.5518650696826098,0.552,0.08,0.7610300843118899
4.0749256559401584e-5,0.6330838644416664,0.687,0.16,0.7665750143954626
