gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj
ATAT1,0.17567435322514285,-0.01965480769447428,0.04,0.141,1
MFSD14B,0.16507040441638784,-0.019658427690089214,0.08,0.213,1
RTCB,0.16483648442619475,-0.019704507292845785,0.16,0.34,1
LEFTY1,0.1846925860913574,-0.01995722621235252,0.16,0.322,1
NIN,0.20800405174725534,-0.01999190182664634,0.04,0.132,1
WASL,0.10884189288186318,-0.020023755517703967,0.2,0.417,1
EDF1,0.5872502001530915,-0.020045473044244755,0.84,0.97,1
MAGOHB,0.15698690755778674,-0.020348823904808133,0.12,0.282,1
PURB,0.1446403483766036,-0.020378030914800505,0.12,0.287,1
RUFY3,0.20703296961730883,-0.02038299677963809,0.04,0.132,1
ZRSR2,0.20800405174725534,-0.02041167215091136,0.04,0.132,1
FARSB,0.5343223086235295,-0.020435407058502386,0.08,0.127,1
GPRASP2,0.2971070021905352,-0.02044715185234941,0.04,0.111,1
DENND5A,0.22311737932157136,-0.020764301281648773,0.04,0.127,1
TMEM9B,0.19337113267684197,-0.020784638159693336,0.28,0.514,1
TOP2B,0.137252660463078,-0.020882401682819962,0.12,0.294,1
WWOX,0.1911828802746091,-0.02102009361594462,0.04,0.137,1
SUZ12,0.06048007333542736,-0.021032761744915696,0.08,0.264,1
GNPTG,0.08507536483561125,-0.021217535884268557,0.08,0.255,1
RNF141,0.15352115013644818,-0.02133785934781679,0.08,0.218,1
RPS6KB1,0.1285522204112884,-0.02137715735084944,0.04,0.16,1
BPNT1,0.1845756123845294,-0.02141854379579189,0.04,0.139,1
FBXO8,0.279067213408266,-0.021502146755733753,0.08,0.176,1
RAP2C,0.07220447800777664,-0.021533816858349653,0.08,0.264,1
CCDC174,0.061322119518741634,-0.02155548201868701,0.08,0.264,1
CAMK2G,0.1845756123845294,-0.021583952307972082,0.04,0.139,1
NNT,0.39495928394164015,-0.021673724445054804,0.08,0.15,1
EIF2B5,0.31923498975682946,-0.021683795721000293,0.08,0.162,1
TXLNA,0.16440014268608238,-0.021688400026943555,0.08,0.213,1
DPH6,0.3374958879897227,-0.021708866087985557,0.12,0.215,1
ANAPC5,0.12646123308137514,-0.0222153366626221,0.28,0.569,1
JAG1,0.2626675957760705,-0.02231412697709026,0.04,0.118,1
PARP6,0.2164366388380852,-0.022417421286481526,0.04,0.13,1
RPP25L,0.03339811872233447,-0.022587848836491176,0.12,0.382,1
MDH1,0.3713612687471537,-0.022745598635473208,0.32,0.528,1
OCIAD2,0.1314909075191746,-0.02276961647900666,0.24,0.502,1
PSMG2,0.2573413670583412,-0.02284053028183264,0.28,0.486,1
C5orf51,0.2830063105277208,-0.022929860090446078,0.04,0.113,1
LINC00665,0.0954294534212858,-0.023004351497073416,0.08,0.248,1
RHBDD3,0.19542931277550532,-0.023038037412522805,0.12,0.264,1
IQCA1,0.4550052674673172,-0.023182992750816755,0.08,0.139,1
PRKRIP1,0.24578546333778173,-0.023241003927853277,0.08,0.181,1
RCE1,0.27382392420805973,-0.023321356334024546,0.08,0.176,1
AAR2,0.19989121537824642,-0.023536884806591774,0.04,0.134,1
ZNF263,0.06371558296852185,-0.023659067331933598,0.04,0.199,1
KIF1C,0.05377747025449245,-0.02366240791897145,0.04,0.208,1
HTRA2,0.24105758585991907,-0.023749743031929643,0.08,0.185,1
SCD,0.21084227121672988,-0.023824007119623514,0.2,0.391,1
HIKESHI,0.05374946957348263,-0.023850389386447235,0.2,0.484,1
PAPSS1,0.2433376572579268,-0.0238545644829653,0.16,0.306,1
TMEM116,0.1911828802746091,-0.023893052591030556,0.04,0.137,1
ZNF423,0.5720530604468022,-0.02391899014440091,0.08,0.123,1
DDX10,0.1765105067790761,-0.02395784835810072,0.04,0.141,1
ZWINT,0.2241579490744852,-0.024057823642872206,0.04,0.127,1
SKAP2,0.04269808703597978,-0.024085305670571155,0.08,0.294,1
EXOG,0.17734958442624468,-0.02408700413990092,0.04,0.141,1
EMC9,0.25247083763900424,-0.02411554961651874,0.04,0.12,1
CDKN2AIP,0.39777888523038374,-0.02414852017347177,0.08,0.15,1
PRKD3,0.1765105067790761,-0.024156122028446636,0.04,0.141,1
CHMP2B,0.17209895137129305,-0.02424407024659142,0.16,0.329,1
KRT18,0.09762134874333105,-0.024266908476312854,0.16,0.368,1
ACSL4,0.1845756123845294,-0.02432591621374572,0.04,0.139,1
TET2,0.32856477908839543,-0.02442294341472037,0.04,0.104,1
VPS41,0.2675586543375667,-0.024525893664469778,0.08,0.178,1
METTL14,0.3073240794867717,-0.024560925944226958,0.08,0.164,1
ZNF160,0.22387002760614177,-0.024720168214063337,0.08,0.192,1
FBRS,0.161642039905299,-0.024816963994547803,0.08,0.211,1
TMX3,0.18603522005357365,-0.024818159837805942,0.08,0.204,1
DTYMK,0.2996898792557433,-0.02490180472014425,0.12,0.227,1
MCM7,0.555317581002345,-0.025010414026027578,0.12,0.176,1
KLC4,0.5664421042285914,-0.0251453538450358,0.08,0.123,1
CAMSAP2,0.1527958493734638,-0.025200323882854703,0.08,0.215,1
PHRF1,0.2252019835136238,-0.0252403344594484,0.04,0.127,1
DNAJC9,0.2842971055749949,-0.025273316804179907,0.04,0.113,1
ATG14,0.1444173774505906,-0.02540988202767322,0.04,0.153,1
VAPB,0.24524015453327946,-0.025513319363628495,0.12,0.245,1
TMED9,0.25983893507897476,-0.02557575541019186,0.64,0.91,1
PLEKHG3,0.18047726171143175,-0.025618644028315485,0.12,0.269,1
YIPF4,0.017041812944879355,-0.025624290444473785,0.24,0.595,1
PFDN5,0.24809450471270705,-0.025668503428188938,0.84,0.961,1
SLC33A1,0.2715677196886015,-0.02567544664458471,0.12,0.229,1
SLC25A40,0.42881198875612503,-0.02568852361658358,0.08,0.144,1
DACH2,0.27817426864159694,-0.02569233827522721,0.08,0.171,1
ATP5F1C,0.026309716166970913,-0.02576521493006556,0.4,0.81,1
SCNM1,0.03312399723730951,-0.0259223720269941,0.08,0.308,1
UVRAG,0.23917890522546315,-0.026061149461462985,0.08,0.188,1
HMG20B,0.01862138327313897,-0.026232418453380535,0.16,0.484,1
PRR4,0.09943517209610922,-0.02627414460520222,0.16,0.384,1
PPP1CC,0.16788643596824854,-0.026400203376799047,0.24,0.484,1
BABAM1,0.215611779023646,-0.0265193638586263,0.2,0.37,1
TMEM221,0.12344352707045222,-0.026526947443967053,0.04,0.162,1
ATM,0.06584346037824605,-0.026646273672413345,0.12,0.333,1
ITFG1,0.16357607327125193,-0.02670576919225942,0.28,0.537,1
MRPL16,0.11882495413493006,-0.02673347683646976,0.16,0.354,1
SLC25A6,0.484334308912692,-0.026744961704448844,0.88,0.988,1
GDI1,0.08077949159247921,-0.026761685629813126,0.08,0.257,1
HSPA4,0.1512712156066037,-0.02687218075549358,0.12,0.287,1
SRSF7,0.29015694477802684,-0.026880042797009285,0.48,0.778,1
WDR83,0.2676582883093157,-0.02692732699248737,0.08,0.174,1
C6orf47,0.19259058254831163,-0.027025976875592106,0.12,0.269,1
INTU,0.1572692640522745,-0.027217369436408734,0.04,0.148,1
GPR107,0.16958792662734734,-0.027227697120636468,0.04,0.144,1
NDUFC2,0.518993237067888,-0.027267426807526363,0.6,0.877,1
PXN-AS1,0.16370658047895906,-0.027286907712777947,0.04,0.146,1
TOMM5,0.2300634761547693,-0.02735239466792988,0.08,0.19,1
KPNA1,0.180213383654231,-0.027536463000745803,0.08,0.206,1
HCFC1R1,0.10390043226495689,-0.0276557295008637,0.2,0.449,1
MGAT1,0.012444035396740997,-0.027776840678550185,0.08,0.361,1
DCTN4,0.05854964733838032,-0.027900204897866737,0.04,0.204,1
RPUSD1,0.1989548647326114,-0.027965108058661148,0.04,0.134,1
HECA,0.2252019835136238,-0.02804140026341362,0.04,0.127,1
PON2,0.4095977399291924,-0.02810012721012778,0.48,0.725,1
GABPA,0.2626675957760705,-0.028196567377729367,0.04,0.118,1
RNF138,0.10924929704516959,-0.028433412881324532,0.04,0.169,1
SLC25A44,0.3063080705145448,-0.028461834131588107,0.04,0.109,1
CRYZL1,0.06980489741352411,-0.0286796177106301,0.16,0.412,1
EIF3K,0.23195489878059514,-0.028732799921152186,0.48,0.782,1
POP5,0.3790159078474607,-0.028956383010755815,0.16,0.264,1
MDFIC,0.1989548647326114,-0.029055854185233904,0.04,0.134,1
GNB1,0.03145362724250127,-0.029161931171185596,0.08,0.31,1
RAD23A,0.12657950504853163,-0.029194880959751757,0.4,0.769,1
TCEA1,0.4432238678526605,-0.029410578288638023,0.44,0.685,1
METTL17,0.13699138234793443,-0.02950281812053618,0.08,0.225,1
EPRS,0.26306764036090013,-0.02961059561697077,0.12,0.236,1
ZNF195,0.17567439154565212,-0.02968704771533287,0.04,0.141,1
STAU2,0.041548590295507774,-0.029747445248808013,0.04,0.222,1
IL6R,0.1911828802746091,-0.029938536826453505,0.04,0.137,1
GABPB2,0.14201511390872407,-0.030037421257532088,0.08,0.22,1
PLPBP,0.09145829340633048,-0.03003760338643563,0.08,0.25,1
CCNC,0.15650738179498241,-0.03006681878135342,0.16,0.34,1
RAB22A,0.056116177281737824,-0.03006795507388471,0.04,0.206,1
TTC3,0.4551519606056645,-0.030111506133329247,0.52,0.782,1
SEC31A,0.08243428966646005,-0.030139340181523644,0.2,0.44,1
MKRN2,0.14828364669889635,-0.030216644819071492,0.2,0.417,1
SEMA3G,0.09279206524030151,-0.030223884385226885,0.12,0.31,1
GXYLT1,0.1616420132597044,-0.030238991965149148,0.08,0.211,1
PSD3,0.33746473199210086,-0.030251655691746232,0.08,0.162,1
SRP14,0.721912813925999,-0.030324191976104586,0.92,1,1
GNAQ,0.055227762834064095,-0.030454076550139153,0.08,0.28,1
ATP6V1E1,0.05919427245139107,-0.030633793983704694,0.2,0.488,1
MUL1,0.214426175264547,-0.0306943646866307,0.04,0.13,1
STX4,0.17154243918205778,-0.030892861260906457,0.08,0.204,1
PPP1R8,0.3296140778698471,-0.031202686503402854,0.12,0.218,1
RRAGB,0.35675292368445016,-0.03126085047221616,0.08,0.16,1
ATP5PF,0.6700082152818747,-0.03134576785571164,0.68,0.926,1
CAVIN3,0.47938806421458297,-0.03144612856423257,0.08,0.134,1
WDR83OS,0.12064750493613403,-0.03148619215130988,0.52,0.896,1
GTPBP6,0.07227043862362516,-0.0315254318952799,0.04,0.192,1
RMND5B,0.07317863189386918,-0.03166968955805488,0.08,0.264,1
RBM38,0.2720250500729276,-0.03210494270267544,0.04,0.116,1
CHFR,0.16958792662734734,-0.032147176561366564,0.04,0.144,1
BMP7,0.21371862439676617,-0.03222441779529012,0.12,0.257,1
ALKBH7,0.0964528137480446,-0.03229337357401696,0.4,0.743,1
SNRNP40,0.09460404294480575,-0.032298919591382036,0.08,0.248,1
ANKRA2,0.08113742935463954,-0.032386054104771245,0.08,0.257,1
RARA,0.3330148374839792,-0.032389805896562804,0.04,0.104,1
CETN2,0.4681126226973748,-0.032457180201613034,0.4,0.593,1
TUG1,0.21890814225444957,-0.03272094705052986,0.24,0.454,1
CAMKMT,0.27327062581899786,-0.03317467752481418,0.04,0.116,1
CBLB,0.03316552708828411,-0.033222158699665605,0.24,0.581,1
MYO9A,0.07227043862362516,-0.03327255626622494,0.04,0.192,1
TBC1D23,0.2513114041199798,-0.03343876095632564,0.04,0.12,1
ZNF213-AS1,0.09661053811832768,-0.03355403989888725,0.04,0.176,1
BTBD1,0.11964729550656344,-0.03389639154288568,0.08,0.225,1
WASHC5,0.30354847535594837,-0.03407024606902226,0.04,0.109,1
TENT2,0.19756245908237977,-0.034123320151913605,0.12,0.262,1
FAM162A,0.08765628871975636,-0.03430682234522053,0.2,0.438,1
COPS5,0.07722980435518599,-0.03444857918366284,0.16,0.391,1
UTP18,0.21275728176304676,-0.03485995767221994,0.08,0.194,1
IQCK,0.09271404348129743,-0.034864206941737946,0.04,0.178,1
CMSS1,0.37284029971953525,-0.034977367333168474,0.08,0.15,1
TXNDC17,0.07951015154940654,-0.03530825181674535,0.28,0.588,1
RIOX2,0.3063080705145448,-0.03531712906960871,0.04,0.109,1
EXOC1,0.16370661685665872,-0.0353281411321599,0.04,0.146,1
SLC35A4,0.1771707964954204,-0.0357242979221884,0.12,0.264,1
NACC2,0.10487214451010442,-0.035750806941546254,0.04,0.171,1
SQSTM1,0.023075347867214355,-0.036134751564043555,0.28,0.681,1
TMEM68,0.19208569819602678,-0.03620668793444809,0.04,0.137,1
B4GAT1,0.20691936568093047,-0.036354001868969976,0.16,0.319,1
CLASRP,0.2720250500729276,-0.03643469948443012,0.04,0.116,1
ATP7A,0.33878884384808894,-0.036452110977364366,0.04,0.102,1
MED21,0.07857513182559117,-0.03647512036144379,0.12,0.329,1
PHF11,0.10924929704516959,-0.03656238843282969,0.04,0.169,1
MYO6,0.27711121465688665,-0.03666799823095765,0.08,0.171,1
INKA2,0.18370520712488614,-0.036836766709543695,0.04,0.139,1
CTBS,0.11379910936469242,-0.036885930474693046,0.04,0.167,1
PSEN2,0.16370661685665872,-0.036933108782030655,0.04,0.146,1
AZIN1-AS1,0.30080545119853425,-0.036941367708788975,0.04,0.109,1
RAP2A,0.2842971571273396,-0.03697988223225612,0.04,0.113,1
ZNF827,0.46542907979822223,-0.03710814228788023,0.08,0.137,1
SLC35C2,0.025176200215854136,-0.03722851978519204,0.16,0.458,1
HP1BP3,0.4158314322264255,-0.037242536482926525,0.48,0.708,1
UHRF1BP1L,0.19208569819602678,-0.03734043706137921,0.04,0.137,1
MRPL53,0.3172357827780184,-0.037347127169374536,0.04,0.106,1
ZDHHC6,0.12419418621255804,-0.037502105755453874,0.24,0.512,1
SLC35F6,0.07227043862362516,-0.03750929491295002,0.04,0.192,1
STON2,0.09310092029086099,-0.03759584900634705,0.36,0.65,1
CHURC1,0.0369901069615138,-0.03760559270260955,0.24,0.611,1
MTIF3,0.04626022893804547,-0.03763107660898313,0.28,0.62,1
FAM126B,0.04007173430859854,-0.037741024977712145,0.08,0.299,1
DHRS12,0.22736947795008186,-0.03776899274627754,0.08,0.188,1
C11orf1,0.017582266403833216,-0.03780809217290659,0.08,0.343,1
TRNAU1AP,0.15101569750260282,-0.03818376157132802,0.08,0.218,1
NUDT16,0.22299735020537423,-0.03818701468650454,0.08,0.192,1
ROM1,0.39495928394164015,-0.038213840187678816,0.08,0.15,1
FKBP11,0.3143848486289316,-0.03833434450436479,0.04,0.106,1
RPL15,0.49954603830387584,-0.038340079337109145,1,1,1
NMRK1,0.042825929972736605,-0.038838931485300154,0.16,0.431,1
FUBP3,0.014764036981426844,-0.038853260728808625,0.04,0.275,1
RRS1,0.23215237112249734,-0.039138074492483105,0.04,0.125,1
LONP2,0.039376257806164446,-0.03925229638442612,0.12,0.361,1
SORT1,0.15576944940507598,-0.03959495467572824,0.04,0.148,1
RFC1,0.011376110681934495,-0.03961149322214319,0.4,0.824,1
UBR4,0.21355824548732083,-0.039617541662428174,0.08,0.192,1
PNPLA2,0.21610347607051325,-0.03962848292929769,0.08,0.192,1
TRIP10,0.19208569819602678,-0.03968103528657044,0.04,0.137,1
BLCAP,0.0484794763972161,-0.039940914767623625,0.12,0.34,1
FOXK2,0.1765105067790761,-0.03999195639446726,0.04,0.141,1
KATNBL1,0.09221106027941328,-0.04007456214663163,0.12,0.319,1
ADIPOR2,0.12792858440561958,-0.040133408992641784,0.04,0.16,1
PFKM,0.26476932345794246,-0.04014419531519087,0.12,0.238,1
TRPM4,0.214426175264547,-0.04018798872718683,0.04,0.13,1
TCEAL4,0.3080794938513872,-0.04020641432009198,0.44,0.741,1
ZNF91,0.27883135431385725,-0.040223797732408195,0.16,0.287,1
NDUFB10,0.8673588310833296,-0.04023392142723581,0.64,0.85,1
NXF1,0.04729573411053949,-0.040392824651115794,0.04,0.215,1
BCL2,0.1765104683969748,-0.040434932490520464,0.04,0.141,1
TOM1L1,0.16370661685665872,-0.04049861363120763,0.04,0.146,1
HSF1,0.10461844733279677,-0.040551156912201514,0.16,0.377,1
MAGEH1,0.13378589776538716,-0.04055587897559321,0.2,0.431,1
TSHZ2,0.18897598375308164,-0.040677585681959005,0.08,0.201,1
XAB2,0.15107506214752356,-0.04073353611134012,0.04,0.15,1
ABCC5,0.31296580072459707,-0.04075127678860241,0.04,0.106,1
NDUFA9,0.21523812434671438,-0.040862672734924665,0.16,0.319,1
TBP,0.16958792662734734,-0.04093046016275054,0.04,0.144,1
SDC4,0.3305326662496868,-0.04096593546880578,0.2,0.319,1
ADAM15,0.21019835339644793,-0.04111202120606447,0.08,0.192,1
HMCES,0.1881318109803954,-0.04118139265989293,0.08,0.199,1
FBXL12,0.06475520139085045,-0.041371602023983545,0.08,0.271,1
NECAP1,0.17211542611255676,-0.04152403445789557,0.08,0.201,1
C6orf48,0.4455874951803565,-0.04155750613086595,0.68,0.914,1
TNRC6C,0.08802156712225222,-0.04158044429850022,0.08,0.252,1
RHBDD2,0.10599327460740189,-0.041648387046163915,0.28,0.542,1
BUD13,0.18457557288665818,-0.04167430766329966,0.04,0.139,1
TJAP1,0.2720250500729276,-0.041749279126719024,0.04,0.116,1
RUSC1,0.07224045959740932,-0.041869914224038574,0.08,0.257,1
SDHD,0.07441205810217633,-0.041898029192623976,0.28,0.602,1
SMIM15,0.09380332141285172,-0.041917074589631564,0.2,0.463,1
BLOC1S1,0.06772148610863662,-0.04222694254362014,0.44,0.843,1
SMO,0.02924156099350824,-0.042239224204100145,0.04,0.241,1
DNAJC3,0.2682450598052631,-0.04229337795665533,0.24,0.412,1
CAMTA1,0.09519259676164145,-0.04243164325491011,0.32,0.671,1
FAM217B,0.19565480669883503,-0.04253684093662902,0.16,0.326,1
USP15,0.034893727818270236,-0.04256455969775749,0.04,0.231,1
LCOR,0.20742248223712484,-0.042584500245830936,0.16,0.31,1
IQCE,0.19049775176301037,-0.04262791643561392,0.08,0.201,1
VRK3,0.13870791791556747,-0.042641739347559576,0.04,0.155,1
ANKH,0.12344352707045222,-0.042651553182812135,0.04,0.162,1
POLDIP3,0.12670457871542126,-0.04270867806319756,0.08,0.229,1
TAF11,0.19118599448366883,-0.0427335277067476,0.16,0.331,1
NIFK-AS1,0.16736385238073892,-0.042960963710014594,0.08,0.204,1
JAK1,0.027190876108134938,-0.04309963922870985,0.08,0.319,1
PEX16,0.08896610629152431,-0.04314517634209944,0.04,0.181,1
ZMIZ1,0.13937997793803228,-0.04316455456258436,0.04,0.155,1
ALDH6A1,0.1550236243614284,-0.04335238457738577,0.04,0.148,1
ARFIP2,0.018611486097448473,-0.04343925998182274,0.04,0.264,1
COQ4,0.07925713096439933,-0.043475969639135026,0.24,0.514,1
GRIPAP1,0.11573570566121129,-0.04361001371467427,0.08,0.236,1
GTF3C3,0.2842971571273396,-0.04365195908909204,0.04,0.113,1
PLOD1,0.11852818926408087,-0.043683317129854266,0.04,0.164,1
SFT2D1,0.007039632258432052,-0.04383542818498043,0.2,0.574,1
GEMIN8,0.2437860563052072,-0.04396078837769349,0.04,0.123,1
ACAD8,0.21542971747445389,-0.04398602144935426,0.04,0.13,1
DTD2,0.1703967276891238,-0.04411289467153029,0.04,0.144,1
MYSM1,0.31580823067842595,-0.044166829937939495,0.04,0.106,1
BCL2L13,0.15107509652288517,-0.04416835074475858,0.04,0.15,1
EIF1B,0.032716132445722454,-0.044568034276343926,0.32,0.676,1
NDUFAF3,0.13084394523192674,-0.04467465080176236,0.48,0.817,1
SGF29,0.19802168245263804,-0.04469072449158168,0.04,0.134,1
H6PD,0.12831203302391941,-0.04470938117431156,0.08,0.229,1
TYK2,0.31014026863680755,-0.0447145078364839,0.04,0.106,1
LAMTOR5,0.37329005650944086,-0.044782652282903124,0.6,0.887,1
SPSB3,0.15145866083042184,-0.04478541250031931,0.2,0.394,1
PCNP,0.494915194412256,-0.04498430891608263,0.48,0.759,1
HMGB3,0.06330586588034515,-0.045224004599295486,0.08,0.271,1
MED29,0.21953095760437666,-0.04530465236354886,0.08,0.192,1
ATP9A,0.1765105067790761,-0.04550429198817835,0.04,0.141,1
CHMP1A,0.1743373933104777,-0.045525342009127,0.16,0.324,1
NAA10,0.0033335049487934728,-0.04570225502437664,0.12,0.498,1
TAPBP,0.03633470154275304,-0.045763674807842936,0.2,0.532,1
ZNF121,0.20703301229786344,-0.04594618587764565,0.04,0.132,1
FAM71E1,0.6611348986413605,-0.04613053061017092,0.08,0.111,1
MTMR4,0.08189424254702687,-0.04614461625146982,0.04,0.185,1
PLEKHB1,0.1516391393066334,-0.04619422022403652,0.08,0.218,1
B3GAT2,0.28022945773240654,-0.04630862175038766,0.08,0.174,1
MRPL17,0.04177383516323364,-0.04631606927848586,0.12,0.368,1
ZMYM5,0.22469240048632794,-0.04633387738442413,0.12,0.248,1
STRN3,0.20034856973820866,-0.0463815998620937,0.08,0.192,1
B3GALT4,0.17518422853059892,-0.046383185315835074,0.08,0.206,1
ANKRD65,0.08189424254702687,-0.046493113953296195,0.04,0.185,1
RIC8A,0.035000665401500375,-0.04672622239864971,0.12,0.37,1
KIAA1109,0.21865042731852508,-0.04674671389943963,0.16,0.308,1
CLN3,0.2513114041199798,-0.046803493526849066,0.04,0.12,1
SLC27A1,0.1911828802746091,-0.04680488041344072,0.04,0.137,1
PSENEN,0.22311954658490932,-0.04684662042695886,0.36,0.63,1
UCHL3,0.17140875508147815,-0.047097771569285435,0.08,0.201,1
CECR2,0.11379910936469242,-0.047137090626992784,0.04,0.167,1
ZNF451,0.022711624399597244,-0.04724084012990393,0.12,0.384,1
DAB2IP,0.08896608316146605,-0.047413383088686784,0.04,0.181,1
TPD52,0.180213383654231,-0.047453720841679425,0.08,0.206,1
MFHAS1,0.24154547030439377,-0.04753344944879394,0.04,0.123,1
NAT14,0.07855998833193709,-0.047564795978852686,0.04,0.188,1
GGCT,0.11448403971204164,-0.04783663900866858,0.12,0.292,1
PRCC,0.11659747609422733,-0.04797853481769071,0.16,0.368,1
LCMT1,0.08018396712381419,-0.04802124307804617,0.12,0.312,1
DDRGK1,0.09573817617841465,-0.04804672674470489,0.28,0.542,1
RBM28,0.1572692640522745,-0.048183487271146214,0.04,0.148,1
NT5C3A,0.17668601755225855,-0.048267911194773444,0.08,0.208,1
TXNDC11,0.2917645474917767,-0.048295753529351976,0.04,0.111,1
RPS23,0.6684107219876156,-0.048443789653121794,1,1,1
MPLKIP,0.093365815492443,-0.048477651594748816,0.32,0.63,1
TMEM222,0.1261393766221257,-0.048570453180720397,0.12,0.289,1
NEK9,0.12284287116995804,-0.04893767938107538,0.04,0.162,1
DNAJB12,0.06790331033842019,-0.04908691527566089,0.16,0.41,1
RABIF,0.2373344373596795,-0.0492137098368125,0.08,0.188,1
UQCRC2,0.10694127631377702,-0.049236825661983064,0.32,0.648,1
ENAH,0.18246605091417184,-0.0494378527842364,0.16,0.336,1
COPZ1,0.05116488498897136,-0.04947617263478654,0.28,0.623,1
PIK3C2A,0.12755027458908846,-0.049508814141247554,0.08,0.225,1
SERGEF,0.0853612599450844,-0.04963639133231626,0.04,0.183,1
MPHOSPH9,0.11379908143838656,-0.049741178616998394,0.04,0.167,1
RAB3GAP1,0.20700051076510945,-0.04979387289761078,0.12,0.257,1
HDAC1,0.14220299082661841,-0.050109968364839774,0.16,0.356,1
DNMT3A,0.12435471964094068,-0.05018675360058217,0.16,0.347,1
MFSD1,0.36441224673556527,-0.05028283857190752,0.08,0.153,1
RPH3AL,0.08395987544412889,-0.050305065370501834,0.08,0.255,1
TAF6,0.09419347938106595,-0.05031513678043298,0.08,0.248,1
PRPF40B,0.2626675957760705,-0.05046544193935988,0.04,0.118,1
CHTOP,0.20130286321330823,-0.050470762779805334,0.28,0.516,1
EGLN2,0.07790935533394026,-0.05083829169358445,0.16,0.396,1
RNF219,0.12730730353704103,-0.05092188486433394,0.04,0.16,1
EXOSC8,0.21686127407112116,-0.05125424967001185,0.12,0.248,1
LRRC1,0.16958792662734734,-0.05130934819715585,0.04,0.144,1
ZNF429,0.09822190554267682,-0.05132275791531682,0.08,0.236,1
FBXO11,0.12863399562170208,-0.051503535982261234,0.08,0.225,1
CLK4,0.1630657193237953,-0.051504200109287857,0.08,0.213,1
PLXNB1,0.17567439154565212,-0.05155419955607907,0.04,0.141,1
MGST3,0.05789994261602384,-0.05155875775622387,0.24,0.558,1
PPP2R3C,0.09419347938106595,-0.05174015400016102,0.08,0.248,1
NSMCE1,0.09389213144933392,-0.05177145126161392,0.16,0.377,1
MCRIP2,0.07535361952618391,-0.051799244925147814,0.04,0.19,1
REX1BD,0.02144653820779323,-0.05187165148837991,0.24,0.606,1
CARD19,0.12792858440561958,-0.051957381640203915,0.04,0.16,1
USP38,0.2658555113195355,-0.051987893532033494,0.04,0.116,1
MRPS36,0.49195620713573396,-0.05205480928964734,0.44,0.648,1
SLC25A24,0.11794975587654892,-0.05209984942544882,0.04,0.164,1
ZNF277,0.05354629454346204,-0.052148609003234425,0.12,0.354,1
DGCR8,0.10016421153506075,-0.05221352467115356,0.04,0.174,1
SPAG16,0.032643536617732435,-0.0522191829244113,0.12,0.38,1
PEX13,0.1911828802746091,-0.0522403027789384,0.04,0.137,1
SUPT5H,0.09441468318355559,-0.052306403100722154,0.12,0.317,1
KPNA3,0.022044507607784553,-0.05234983027685991,0.08,0.324,1
DNAJC30,0.03584661944556191,-0.052393632905573195,0.12,0.377,1
TWF1,0.09616351400821906,-0.05243512970110281,0.08,0.245,1
CPSF6,0.03496139355186396,-0.052437184818397875,0.16,0.449,1
FZD2,0.11794972714979632,-0.05250989491480759,0.04,0.164,1
NUCB1,0.023322566930167588,-0.052529538985736424,0.24,0.627,1
HS2ST1,0.17376673674372586,-0.05253099558020938,0.08,0.206,1
ANXA11,0.17452963264863738,-0.05260856902509392,0.12,0.262,1
SIN3B,0.3372697275264564,-0.052687230817385966,0.04,0.102,1
EIF4E,0.13561848286086248,-0.05270874669319969,0.28,0.562,1
MRPL20,0.1849548973236184,-0.052737916592946465,0.44,0.799,1
TERF2IP,0.06518815491585261,-0.05280041552360859,0.24,0.572,1
SEC24C,0.302174892255653,-0.05280897458008116,0.04,0.109,1
SLC20A2,0.18312056315388145,-0.05289003874404713,0.12,0.266,1
CUTA,0.10016198579831062,-0.05303776960717421,0.56,0.919,1
MBIP,0.27191266606431364,-0.053347933978070194,0.16,0.289,1
FAM3A,0.13477015932956893,-0.053378757360351525,0.16,0.352,1
CETN3,0.17059607557891363,-0.05339876468762628,0.2,0.394,1
JOSD1,0.28517779535549953,-0.0535358764309304,0.04,0.111,1
RNF126,0.07548364473958659,-0.053792447203835914,0.12,0.333,1
FRMD4A,0.14584182481898825,-0.05392972122470188,0.08,0.213,1
HOXC6,0.0933766197784503,-0.05398503289074541,0.08,0.248,1
MTHFD2L,0.022299393701360984,-0.05406432250201976,0.12,0.405,1
MRPS26,0.04187750429949545,-0.05409076819159053,0.28,0.634,1
TSPYL4,0.30145683163673936,-0.05418964843612675,0.08,0.167,1
ATP1A1,0.08865265619776751,-0.054437117415940484,0.32,0.618,1
C17orf58,0.2584455664910679,-0.05450932525226651,0.08,0.181,1
EIF4EBP1,0.23107709708246552,-0.05455873031600182,0.04,0.125,1
CISD1,0.10404172591586253,-0.054718390068755784,0.2,0.426,1
IARS,0.03571269956218707,-0.054810223086639964,0.2,0.528,1
MOSPD2,0.39882766613813153,-0.05481251264238268,0.08,0.146,1
STX1A,0.3049262012237664,-0.054878193611277146,0.04,0.109,1
OTUB1,0.13772577688801693,-0.05492183743383994,0.16,0.354,1
PRICKLE2,0.10871296308238329,-0.05498504996697759,0.04,0.169,1
TOB1,0.27278344089040607,-0.05523729623919321,0.08,0.176,1
DDI2,0.2513114041199798,-0.05525206566013727,0.04,0.12,1
DIS3,0.18003319759238748,-0.05533868228443714,0.08,0.201,1
KDM2A,0.13461143312776835,-0.055405932030508726,0.08,0.222,1
