gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj
GPKOW,0.898813282268228,0.20968086142487374,0.12,0.123,1
ZNF136,0.4133124121091827,0.20960172358387058,0.12,0.081,1
MLF1,0.772151758392728,0.20950641866354505,0.12,0.113,1
NUTF2,0.8105672599432511,0.20947268827291643,0.44,0.574,1
SEC13,0.17526184449732882,0.20944514889165344,0.16,0.352,1
C6orf62,0.9912832122023042,0.20935264701530065,0.36,0.486,1
EHD1,0.6628849195147593,0.20909062832768432,0.12,0.169,1
COG2,0.6395596636575455,0.20886874563819446,0.12,0.102,1
DPP8,0.5358950281075916,0.20864913425037296,0.16,0.243,1
CKS2,0.7143153976241079,0.20863793687276153,0.16,0.148,1
ABCF3,0.7998617899406024,0.2086217715932722,0.12,0.116,1
PICALM,0.7454832756884171,0.20832832122550382,0.16,0.215,1
ANKRD13C,0.5679025673854983,0.20831521202338288,0.12,0.185,1
MRPS9,0.9205494335514168,0.20800108704054765,0.2,0.222,1
FH,0.9431630822268342,0.20790933008113333,0.16,0.194,1
GAA,0.5446546480248271,0.20779663248041153,0.16,0.134,1
MAD2L1BP,0.6641318004404395,0.20769982999704345,0.08,0.118,1
CCDC186,0.27790693158099494,0.20766873090486376,0.12,0.234,1
BAZ2A,0.37867529617396023,0.2076297694229155,0.2,0.356,1
HADHB,0.8278643137581081,0.2075285085440408,0.28,0.382,1
RIC1,0.2576511730464767,0.20744399979146255,0.12,0.067,1
AIG1,0.5840823336557422,0.2073537175878017,0.24,0.229,1
GNL1,0.9372983233669318,0.2071910522911824,0.28,0.368,1
TMSB15B,0.002284193606185116,0.20716185806512302,0.12,0.021,1
PTBP3,0.1817741078066372,0.20715819211191722,0.24,0.477,1
EIF3H,0.40011823774623173,0.20699329767855001,0.48,0.766,1
GOLGA4,0.5772350771081021,0.20698182703272772,0.52,0.681,1
NSL1,0.8441487600983001,0.20685550622255533,0.2,0.257,1
ATP1B3,0.755029439190526,0.20671444774505077,0.2,0.269,1
SMU1,0.9741391882190349,0.20670145666796957,0.2,0.238,1
QDPR,1,0.2066377234322655,0.2,0.241,1
LSS,0.8017007427146489,0.20659923663859908,0.08,0.104,1
ACOT9,0.39833843290211,0.206594584660934,0.12,0.079,1
THSD7A,0.08253266536644309,0.2065639413185587,0.88,0.935,1
COMMD1,0.3334337142035801,0.20639913428757473,0.16,0.289,1
SMIM20,0.29163433291321206,0.20620330818834343,0.28,0.525,1
ECHS1,0.6287421144545242,0.2060189391480336,0.36,0.59,1
CMBL,0.8830865146567406,0.20585685842495244,0.2,0.25,1
SSR2,0.43983260435851385,0.20534988121650244,0.6,0.796,1
HMGXB4,0.6351166285983367,0.20533053650002375,0.24,0.359,1
SMARCA4,0.6376149964181739,0.2051686418730606,0.24,0.368,1
ISYNA1,0.514457182083824,0.20508657759536109,0.16,0.257,1
ALDH3A2,0.8063621422997582,0.20503188617166204,0.12,0.116,1
TULP3,0.9081840965702045,0.20499188298648224,0.12,0.125,1
CWF19L2,0.9001424192115534,0.204753170709564,0.2,0.222,1
MRPL22,0.46015333897505534,0.20473457372379367,0.24,0.41,1
PPAT,0.1719875169898037,0.2047134945782933,0.12,0.058,1
FAM216A,0.1938217923957551,0.20408901031993232,0.12,0.06,1
PDCL,0.9624087677954053,0.20401941034381052,0.12,0.127,1
PSME2,0.599364383873682,0.20397072748483358,0.32,0.495,1
NME6,0.10610587482077613,0.20389079208610494,0.08,0.234,1
CCNB1IP1,0.4983969653707914,0.20383107526939537,0.2,0.329,1
ARHGAP29,0.30884362812785165,0.20368038382903575,0.4,0.718,1
CTGF,0.713473498750147,0.20367426059719396,0.2,0.19,1
MMGT1,0.5302217392242898,0.2035851781645136,0.08,0.134,1
TRAM2,0.8644175946025487,0.20356569593183615,0.4,0.505,1
DPAGT1,0.5492890308910687,0.20307306717505508,0.08,0.132,1
RACK1,0.04256538060800855,0.20302725994508286,0.96,0.993,1
EXOC6,0.5181204026121187,0.2028483982653094,0.16,0.13,1
SLC25A17,0.7912162747525882,0.2025592202630918,0.12,0.116,1
FLAD1,0.5834603528928812,0.20176339911604255,0.12,0.183,1
FIGN,0.8079915590479694,0.20168594198177858,0.32,0.451,1
WIPI1,0.23914088757375362,0.20167887919452943,0.08,0.19,1
EIPR1,0.8338426361030149,0.20165367410540855,0.12,0.118,1
EEF1E1,0.7062605227546277,0.2015960697501018,0.24,0.347,1
TRAPPC13,0.9926411968942748,0.20153904486191707,0.12,0.134,1
CNTN1,0.5985981447742439,0.20132389581666105,0.08,0.125,1
DDX5,0.7737701730145526,0.20114310399118107,0.68,0.933,1
GPRC5C,0.7829809222310997,0.2010003688003342,0.12,0.113,1
SPTSSA,0.7933670907595212,0.20086258994199113,0.28,0.403,1
FER,0.8827696102284301,0.20084235252461652,0.12,0.12,1
POGZ,0.9072958739251452,0.20037876534504218,0.28,0.391,1
ZNF500,0.9699393623844663,0.20033147183554756,0.12,0.139,1
ABCB8,0.709717526631698,0.20032805243832758,0.08,0.111,1
EIF2AK2,0.2752188824001638,0.19975055029765765,0.12,0.245,1
TRAM2-AS1,0.3031808432855176,0.19959530123694397,0.08,0.174,1
PRMT5,0.7772574762833425,0.1995159038348421,0.12,0.157,1
H2AFY,0.9227170625215863,0.1994327808391092,0.4,0.539,1
ZNF830,0.8179310658602188,0.1988786187639463,0.12,0.15,1
NONO,0.47242499928646026,0.19860801309672316,0.36,0.606,1
C9orf78,0.7470250740831171,0.19850429635811817,0.24,0.322,1
PFKL,0.55512946626045645,0.19843118374595797,0.2,0.31,1
PCNT,0.9285552329625905,0.19834180747032978,0.12,0.139,1
CHMP5,0.6156015217476691,0.19814286018100535,0.48,0.755,1
NRBP1,0.8709989634042822,0.19799913048186352,0.24,0.315,1
LNPK,0.8035161882940993,0.1977623384587662,0.12,0.153,1
CLN8,0.7658913509088092,0.19753059907742948,0.12,0.111,1
DDX6,0.2697323090625983,0.19729141758864555,0.24,0.449,1
RFK,0.8306013234522092,0.19726507527851644,0.12,0.148,1
STARD4-AS1,0.4133124121091827,0.19721434294851012,0.12,0.081,1
ARMCX5,0.7894987970172447,0.19719382639965494,0.12,0.113,1
HS1BP3,0.44138434182976205,0.19717339057479785,0.12,0.083,1
SLC25A46,0.7499454524740756,0.19713271733223242,0.12,0.162,1
CD58,0.5661843554355164,0.19699869317422364,0.12,0.095,1
USP12,0.6697967069035828,0.1967632562617369,0.12,0.171,1
RAD50,0.25295106333889694,0.19674117111864364,0.24,0.456,1
CLDND1,0.3438869718713478,0.19612617260127724,0.2,0.368,1
VPS35,0.2721031529471251,0.19605219498555126,0.24,0.458,1
TOR3A,0.6785209286859066,0.1958744854629929,0.12,0.171,1
SOBP,0.6459106520382141,0.19552258809340808,0.12,0.102,1
GDE1,0.10281739660381914,0.19511565794125962,0.16,0.366,1
YARS2,0.7786440884770962,0.19494829037668668,0.12,0.113,1
GSS,0.9637540848548488,0.19482412737648408,0.2,0.231,1
UCK1,0.8351009685488533,0.1947626894800389,0.16,0.206,1
TMEM115,0.36001724278263975,0.1947444154914174,0.24,0.398,1
SGSM3,0.33428305799793856,0.19446696022324167,0.12,0.231,1
TMEM161A,0.5595939726835925,0.19446509140131968,0.16,0.238,1
NECTIN2,0.7744996316485782,0.19444924623255178,0.6,0.794,1
FAM177A1,0.529050810157051,0.19418196982555613,0.28,0.442,1
STAT1,0.2976704057847776,0.19408987498099572,0.16,0.306,1
CRIP2,0.8659656841457148,0.1934785957446561,0.28,0.37,1
RPRD2,0.6354247032780518,0.19338770405451894,0.16,0.231,1
KLHL28,0.6416473862945814,0.19320048701424897,0.08,0.12,1
KATNB1,0.8671270971148066,0.19313529964566017,0.12,0.15,1
EFCAB2,0.5637052519367585,0.1929482031162354,0.16,0.243,1
NDUFS1,0.7030316283826068,0.19293127227596113,0.24,0.326,1
GART,0.8264415747928335,0.19288900332693204,0.08,0.102,1
GABARAPL2,0.5084752497318337,0.19286616432586445,0.76,0.968,1
UBE2N,0.6414710359978641,0.19280062774336904,0.44,0.53,1
ARRDC3,0.316277937824837,0.19279080267677512,0.16,0.301,1
FDPS,0.7499296147785253,0.19275920882613007,0.32,0.47,1
CUL5,0.6691548020116668,0.19260781996132814,0.28,0.398,1
USP10,0.8844771138530214,0.1924814563187135,0.24,0.315,1
FKBP10,0.9088234428617077,0.19199001910573477,0.2,0.248,1
AAGAB,0.9883537564345084,0.19165829109524193,0.12,0.132,1
IMP4,0.30553956357062473,0.19163606398736338,0.12,0.238,1
PHF20L1,0.028818646093128432,0.19160828918049544,0.12,0.394,1
RIPK1,0.8437715136439989,0.19160292832149484,0.12,0.12,1
PELI1,0.14300684110806192,0.19152030272150544,0.12,0.053,1
KDM2B,0.5854510324397926,0.19142235724989362,0.08,0.127,1
SYAP1,0.5737238083278547,0.19140862974769757,0.28,0.447,1
NDUFAB1,0.6362762540681713,0.19133076116340986,0.56,0.736,1
FAM50B,0.7775915065741821,0.19122860268757688,0.08,0.106,1
CD276,0.7155970343561195,0.19099685778447795,0.16,0.227,1
HIST1H2AC,0.15335299974806832,0.19073430472187758,0.28,0.537,1
MRPS28,0.5790014511920647,0.19052368735237535,0.24,0.359,1
TFPT,0.6967069558591006,0.19051538715928465,0.12,0.164,1
THRA,0.4743678593354555,0.19044342801034747,0.12,0.199,1
ARV1,0.5607287674810588,0.19015105429929563,0.12,0.19,1
TNIP1,0.9265960486008112,0.19007283529113356,0.2,0.245,1
FGFR4,0.5263936587534488,0.19006685985236355,0.16,0.257,1
PDRG1,0.6918072241534646,0.18979626398387667,0.16,0.227,1
C12orf73,0.7668147068625452,0.18979588120958396,0.2,0.278,1
SARAF,0.6995455098967835,0.18976898257782837,0.68,0.88,1
PRMT2,0.20817812637905533,0.18961320356687628,0.36,0.674,1
TTPAL,0.9699356900414862,0.18954871785199948,0.16,0.19,1
SATB1,0.4548483446478875,0.1891150265539696,0.12,0.083,1
USP39,0.6820227991369716,0.18903643098964532,0.12,0.171,1
PSMD14,0.2711774004812435,0.1883285521276878,0.16,0.317,1
PPA1,0.8348457436399404,0.18806491244859913,0.4,0.544,1
PIK3R4,0.6641318004404395,0.18804119598972519,0.08,0.118,1
EYA3,0.5816136241455876,0.18803105303546114,0.08,0.125,1
UFL1,0.7405620007977438,0.18777055051010377,0.2,0.271,1
SIAH1,0.42918325387393186,0.18743213379472057,0.12,0.211,1
SNAPC1,0.8360119321125822,0.18729721861730703,0.12,0.118,1
COMMD3,0.977871393194712,0.187235917983676,0.32,0.428,1
VASN,0.46314926230471337,0.18716030927985505,0.24,0.391,1
BBS2,0.2889670015247219,0.18705402023549556,0.12,0.069,1
FZD3,0.668167622661328,0.18669456156889336,0.12,0.167,1
CYSTM1,0.5501620559595103,0.1866108196235342,0.24,0.373,1
TMEM234,0.9926411968942748,0.18618812655253544,0.12,0.134,1
KCNH2,0.6679121269838959,0.1858001899366638,0.4,0.655,1
CCDC47,0.43766619570439147,0.1856776925932883,0.12,0.204,1
MED28,0.42125157252892886,0.18566880800802044,0.36,0.613,1
ANXA4,0.8776487835980046,0.18560089554629772,0.2,0.22,1
OLFML2A,0.6135802026629593,0.1852012087257549,0.12,0.174,1
SYNGR2,0.35118873316255345,0.18504385064385342,0.24,0.435,1
LMAN2,0.4774176582653513,0.18489527041017972,0.36,0.611,1
SAP30BP,0.43034490998414965,0.18483016908450356,0.16,0.264,1
DTD1,0.33641912535173324,0.1846007359630411,0.12,0.231,1
THAP4,0.5319621474068161,0.18456712169084724,0.08,0.134,1
SF3A3,0.6026086193503847,0.1845501125611966,0.12,0.181,1
MARCH7,0.25481291852305454,0.18410853321939535,0.24,0.461,1
TUBD1,0.8287596252178938,0.18391294769583127,0.12,0.153,1
EIF4G1,0.7876391255311723,0.18391038532969578,0.28,0.31,1
BAZ2B,0.12703825029782959,0.18389194648158635,0.28,0.542,1
NFE2L2,0.38832836044430463,0.18374613902508707,0.24,0.396,1
DDX19A,0.7841784756060488,0.1837168141142167,0.12,0.16,1
CYBA,0.5331569875228974,0.18369221320489837,0.32,0.484,1
RBM41,0.2640255280671436,0.18359774409121465,0.12,0.25,1
MARCH6,0.9573137305376802,0.18358975908919994,0.44,0.644,1
MAPK7,0.3031808432855176,0.18306468664753056,0.08,0.174,1
GOLIM4,0.6885498762700485,0.18293252985445108,0.6,0.745,1
CARS2,0.6043092389597828,0.1827550758086998,0.08,0.125,1
TSC22D2,0.9156614503126169,0.18272835355788247,0.16,0.197,1
ACAP2,0.9941594915448169,0.1826660556654366,0.2,0.238,1
DCTN3,0.4127761548659815,0.182580221347589,0.36,0.604,1
TARS,0.7989790377637507,0.18255545946469903,0.16,0.206,1
LIPA,0.8264415747928335,0.18248717445152113,0.08,0.102,1
MGAT2,0.34664978636773375,0.18238556374276055,0.16,0.296,1
C5orf30,0.943404975777711,0.1823347874758921,0.12,0.141,1
ASCC2,0.26137892051000744,0.18222247880209147,0.12,0.25,1
RNF114,0.5090503451254799,0.18219320673585004,0.32,0.507,1
CRCP,0.604745475899186,0.1818142222800724,0.16,0.139,1
SRSF3,0.4711675557428843,0.18176854054584934,0.72,0.928,1
EID1,0.1559035473386329,0.18164882477959488,0.92,0.963,1
RNF111,0.9697326432003872,0.18143703774944886,0.12,0.137,1
PARD3,0.8806739886182601,0.18130136081409903,0.16,0.167,1
STMN3,0.7873245102467602,0.18107965007883084,0.12,0.113,1
ABHD10,0.40202688237740736,0.18105357476306133,0.12,0.079,1
NCSTN,0.4730756520764424,0.18101507791373195,0.2,0.322,1
MRPL51,0.49771365286466124,0.18101361310833264,0.6,0.829,1
DERL1,0.7183776022593513,0.1808708808775466,0.12,0.164,1
SF3B4,0.7100554724742458,0.1807812367032487,0.2,0.287,1
SYVN1,0.33982018395339086,0.18019842516487466,0.16,0.109,1
PMPCA,0.8857204842573035,0.18014810160933975,0.16,0.194,1
BCAS2,0.6737293181391856,0.18006820678255853,0.24,0.345,1
SIDT2,0.7087868943675179,0.17998181597537835,0.12,0.169,1
FCHO2,0.6459106520382141,0.17985926467005175,0.12,0.102,1
RBFOX2,0.44185889049789895,0.17962925647697714,0.24,0.382,1
TNKS2,0.45038002032179314,0.17962432587227206,0.16,0.259,1
BUD23,0.6842326804215755,0.17937582423066245,0.32,0.458,1
SNRPD1,0.7906659911209385,0.17935316192183715,0.48,0.669,1
PELP1,0.9581163687864217,0.17909725645734928,0.12,0.127,1
TUT7,0.5337054449323442,0.17899942794285845,0.08,0.134,1
SSRP1,0.5419862429850981,0.17895628647784145,0.24,0.377,1
DNAJC17,0.9968461907407102,0.17878955606652494,0.12,0.134,1
IL10RB,0.5184102449226464,0.17842716746812665,0.24,0.361,1
STX8,0.17780581051382072,0.17799814327876168,0.12,0.278,1
MRPS11,0.3727508046118742,0.1777682293826443,0.2,0.356,1
FUCA2,0.647517775582473,0.1777515388423559,0.2,0.278,1
ETFA,0.6454897423862733,0.17760747482610245,0.24,0.363,1
SIX5,0.7837040271485769,0.17748614842540716,0.16,0.218,1
HMGN3-AS1,0.3319597322584918,0.177443769126259,0.08,0.167,1
ZBTB1,0.5118568553089505,0.1773816963486206,0.12,0.194,1
LMF1,0.4349561866739459,0.17705223939906298,0.16,0.12,1
CPSF2,0.7919640359136673,0.17688547970768226,0.16,0.16,1
TEX9,0.7310828950693973,0.1768216673799461,0.12,0.106,1
FGF13,0.42076934268818333,0.17602319791292617,0.08,0.15,1
DCK,0.2457140842105442,0.17596687534265942,0.08,0.188,1
LYRM1,0.7277524315859498,0.1759647439116272,0.2,0.278,1
ZMAT1,0.9305616871287912,0.17559930389879452,0.16,0.194,1
SMC5,0.3700047703452025,0.17544753676580122,0.12,0.218,1
BMI1,0.793157938125113,0.1751649612957097,0.12,0.155,1
ANKRD26,0.5492582551735146,0.1750825875417723,0.24,0.356,1
ZDHHC21,0.4462441686947871,0.17503769876544173,0.12,0.206,1
DICER1,0.47443744463509496,0.17474545593586222,0.24,0.382,1
FZD6,0.7808116530739293,0.1745322744203702,0.12,0.113,1
VAT1,0.7541042109446244,0.17441587875232065,0.08,0.109,1
WBP2,0.8427085926969033,0.17428871873134377,0.28,0.377,1
NUP54,0.3368236581341328,0.17411017603320195,0.08,0.167,1
GSKIP,0.5375256202085441,0.17403078258879293,0.12,0.093,1
CNIH1,0.4302291993750614,0.17379540790253956,0.36,0.627,1
PAFAH1B3,0.3257429260283093,0.1737553349579034,0.32,0.574,1
UGP2,0.4466053260555656,0.17365661032077906,0.28,0.444,1
PGAP1,0.6090012103337447,0.17365499715143445,0.16,0.234,1
GPX7,0.16381686832413148,0.1735927069486196,0.16,0.354,1
RASA2,0.574137961418447,0.17351739519559017,0.08,0.125,1
RAB4A,0.9057676667638523,0.1734071258385621,0.32,0.447,1
SNX14,0.7988630662686445,0.17337588135411858,0.16,0.213,1
MTF2,0.6535235965700625,0.17323561157175993,0.24,0.354,1
ATP6AP1,0.4310403964183917,0.17298248332315158,0.28,0.481,1
FBXO38,0.7463943892835214,0.17276837147276974,0.12,0.111,1
KDM7A,0.7093803834453798,0.17270146582194393,0.12,0.106,1
NRIP1,0.31392719084170756,0.1722886532562118,0.2,0.352,1
RBBP7,0.27952347906832387,0.1719758731958455,0.36,0.646,1
DCTN2,0.7646007487701465,0.17192128717394672,0.28,0.4,1
RPS13,0.19287403348576188,0.17188121202656648,1,1,1
EIF3G,0.6916427535070571,0.17166355701192892,0.48,0.759,1
TCF4,0.889560138038024,0.17159416959904056,0.12,0.146,1
RHOG,0.8491955853160454,0.17150249784078614,0.16,0.204,1
MOSPD1,0.7555082644873595,0.17145107220608852,0.12,0.162,1
DYNLL1,0.28811119372001043,0.17098393625010289,0.88,0.975,1
PLIN3,0.9484316689227299,0.1708668036062435,0.16,0.176,1
ATP5PD,0.3039115396007799,0.17068663528545636,0.4,0.711,1
MICU2,0.5708976945885766,0.17058467642699826,0.24,0.375,1
NSRP1,0.13154682584374672,0.17055409429931556,0.2,0.431,1
VPS29,0.4725333648277386,0.17055052319912545,0.36,0.59,1
VEZT,0.8070092645672071,0.1703534370569586,0.28,0.382,1
RNF157,0.50697420325090925,0.16999897564678093,0.12,0.09,1
RNF14,0.26957084008593407,0.16976583592099004,0.12,0.248,1
LTBP1,0.33177909048204707,0.16962487349091704,0.12,0.072,1
STN1,0.8151432626244708,0.16910471774919947,0.12,0.153,1
USP11,0.9581940423602631,0.1689537738723863,0.28,0.347,1
TCF7L2,0.25981377477642525,0.16883104579920616,0.2,0.382,1
COMMD2,0.36207331143267835,0.16870727568627913,0.2,0.354,1
SETDB1,0.9009780108165969,0.16852684265077272,0.12,0.123,1
ANKZF1,0.7034323181945494,0.1683373063483542,0.12,0.169,1
DSE,0.715547285102188,0.16828722664984969,0.12,0.104,1
SEC24B-AS1,0.3215437878337206,0.16827691714917858,0.04,0.106,1
FOXP1,0.36368622420392155,0.1676121792887934,0.16,0.289,1
TRIP4,0.382841804586051,0.16750244012583093,0.08,0.155,1
POLG,0.8237607180472002,0.16735676267831973,0.12,0.116,1
CDIP1,0.6641318004404395,0.16729411387993656,0.08,0.118,1
PTK2,0.42243943426726255,0.16715258531514116,0.16,0.262,1
XPA,0.09514892204394156,0.16705317700796563,0.16,0.389,1
ERAL1,0.3031808432855176,0.1669174705682326,0.08,0.174,1
NT5C2,0.664806784572286,0.16670229805728498,0.16,0.225,1
SUGP2,0.2656073737678433,0.16669513357534976,0.16,0.312,1
C20orf27,0.7775915065741821,0.166631415551451,0.08,0.106,1
ISY1,0.643969263786855,0.16631232927447898,0.12,0.176,1
THUMPD1,0.7856482896924577,0.16628719192903146,0.2,0.257,1
GOLM1,0.7256503862386596,0.16602076409291577,0.36,0.435,1
ATP6V1B2,0.23914085521275938,0.16596145257733036,0.08,0.19,1
SMC1A,0.16775111475630047,0.16587570969228882,0.16,0.347,1
PRKRA,0.716745210927684,0.16586168430475923,0.32,0.47,1
EPN2,0.504159508570948,0.1651916219464299,0.2,0.319,1
SLC38A6,0.7994173214844943,0.1651790197396198,0.08,0.104,1
PI4KB,0.7769394746596795,0.16517805705777527,0.16,0.211,1
SHPRH,0.3005956618978139,0.16516192946926667,0.12,0.238,1
C12orf57,0.8420233093266934,0.1650796354611912,0.4,0.546,1
TRAM1,0.5401939305918584,0.16498901028325164,0.4,0.641,1
FKBP15,0.7312287840249987,0.16490687209193106,0.08,0.111,1
DNAJC4,0.05031154401568832,0.1649020375087713,0.16,0.435,1
DNAJC10,0.7544159357281811,0.1645396353281411,0.28,0.38,1
SOD2,0.7072227062781751,0.16435661804380053,0.12,0.106,1
ODR4,0.2553621511085903,0.16401164469879623,0.08,0.185,1
PRPF3,0.7971355920212251,0.16382917980410336,0.08,0.104,1
MTR,0.627611145174817,0.1638136845568658,0.2,0.299,1
SETX,0.20463948391546657,0.16372912369649084,0.12,0.266,1
PRICKLE1,0.4099598510260207,0.16367209310979502,0.08,0.153,1
THOC2,0.45175837675401237,0.1631925094607819,0.28,0.444,1
SRPRA,0.44563777789602693,0.1631533764804094,0.12,0.199,1
WNT5A,0.7321738337532486,0.16309977788392543,0.08,0.109,1
RTRAF,0.4643697261427263,0.16304761515239485,0.36,0.593,1
KIF16B,0.8815238945405219,0.16302617454578655,0.12,0.123,1
UNK,0.42442485630466387,0.16293775596403465,0.08,0.148,1
IDH3B,0.9625428468609599,0.16287774779205733,0.32,0.394,1
ZNF148,0.9898317409894588,0.16287626411939182,0.36,0.463,1
DXO,0.9584251626035644,0.16285084101833042,0.12,0.13,1
MRPL19,0.7605299505861489,0.16274783955592542,0.24,0.331,1
H1F0,0.36777881243681604,0.16271099456871219,0.44,0.681,1
AHI1,0.38503575486815145,0.1625801168218113,0.08,0.157,1
ASPSCR1,0.16049206757381243,0.16254919611703317,0.12,0.285,1
PJA1,0.17652524919563992,0.16251961188068226,0.12,0.278,1
RBM19,0.2971070021905352,0.16247994349781425,0.04,0.111,1
TRPC4AP,0.5666420305440547,0.16247329753803647,0.12,0.188,1
LYPD1,0.045302465748082686,0.16240346287433122,0.12,0.037,1
WDR33,0.0860832450808473,0.16220092358308835,0.16,0.4,1
BCL10,0.5671148205263994,0.16209987142856747,0.08,0.13,1
CEP162,0.9947061037762617,0.16197064515446355,0.12,0.132,1
HEBP1,0.23585658788426064,0.16169741601719512,0.24,0.458,1
TMED3,0.5250789802200508,0.16167394988607597,0.16,0.252,1
ZNF354C,0.10483871382883275,0.1612498682827827,0.12,0.049,1
GJA1,0.569768663884862,0.16119342739598125,0.12,0.188,1
MRPL10,0.4909325945267331,0.16118159711336422,0.28,0.449,1
TBRG1,0.727741031581229,0.16116753697948027,0.2,0.269,1
LMAN2L,0.8017007646765768,0.16114521249603195,0.08,0.104,1
PIAS4,0.5652919702135617,0.1610536301239166,0.08,0.13,1
TSG101,0.6879233186097833,0.16092674126395867,0.36,0.569,1
PPIL1,0.5197448320562295,0.16085325844467402,0.16,0.257,1
TSN,0.6131286682953903,0.16085041289437763,0.24,0.356,1
ZFYVE27,0.49771254741884313,0.16044490099742256,0.08,0.134,1
UBAP2L,0.3543716465264879,0.16037583014304957,0.2,0.356,1
NUDT2,0.7751977258359073,0.16022661967957247,0.16,0.208,1
TRAPPC6B,0.5153004396249851,0.16018289083225862,0.12,0.19,1
SLC30A7,0.537929820470783,0.16012709926872104,0.16,0.25,1
DYNC1LI1,0.5514900311453239,0.15998111428478212,0.12,0.19,1
DLAT,0.36020571704625004,0.15986478895866493,0.08,0.162,1
OARD1,0.09625577526125847,0.1596506331709826,0.16,0.394,1
RPS20,0.18449268784111478,0.15964743355627542,0.88,0.988,1
FREM2,0.49733701987525053,0.15956323294369773,0.12,0.194,1
MEF2A,0.7240282271451146,0.1595184893266376,0.2,0.275,1
CDKN2AIPNL,0.3759732889737431,0.15949968180182283,0.2,0.338,1
BORCS8,0.4569368940140139,0.1594794633134088,0.12,0.206,1
NT5DC1,0.4867622915864897,0.15940209314619386,0.16,0.264,1
ADPRHL2,0.3400092618265781,0.1591209518161018,0.12,0.229,1
CNOT8,0.8493466876303262,0.15885559568357754,0.12,0.15,1
LANCL1,0.5046558214031849,0.1586257584212047,0.16,0.259,1
XPO7,0.5652919702135617,0.1586048238173277,0.08,0.13,1
RPL7A,0.08285628968590865,0.1584612913155401,1,0.993,1
PPIP5K2,0.617384393394051,0.15842900136179505,0.16,0.231,1
TRMT11,0.8534462274997703,0.15823279011899993,0.12,0.146,1
GPAA1,0.78303018957202,0.1579097221781791,0.36,0.525,1
TMEM242,0.7553980757244643,0.15783298794013523,0.16,0.215,1
ATIC,0.975372275012895,0.15758573353128413,0.2,0.227,1
ZFYVE9,0.32565232301307945,0.15754948426632048,0.08,0.169,1
RSL24D1,0.7289040501567118,0.15698034435782326,0.52,0.729,1
VPS39,0.7419352227184406,0.1567966293455204,0.08,0.106,1
SUMF2,0.2905403462583302,0.15669269782696826,0.24,0.435,1
MIA3,0.756554814697577,0.1565530160133058,0.2,0.269,1
MED15,0.301795568449684,0.15652998617938124,0.16,0.296,1
DYNC1LI2,0.5263281636010247,0.15640279085656905,0.24,0.373,1
FBXO28,0.625652093186946,0.15630116896544827,0.08,0.123,1
ARFRP1,0.7057075308325097,0.15615979203746214,0.12,0.164,1
RPS6KC1,0.7541042109446244,0.15599298751728344,0.08,0.109,1
EPM2AIP1,0.8383498407241832,0.15589067925828615,0.36,0.488,1
IFRD1,0.7618323789867743,0.15580029147861946,0.16,0.211,1
TMEM14C,0.28153415007473215,0.15575603579573194,0.64,0.757,1
TCF12,0.7718940632370735,0.15553510117336772,0.16,0.211,1
SEC23A,0.7132839438621708,0.15551356524002158,0.16,0.22,1
CLDN3,0.7775915065741821,0.15543628442516316,0.08,0.106,1
THAP3,0.5925560076968465,0.15536492877352656,0.16,0.134,1
B3GAT3,0.6662068224861973,0.1551588347196049,0.32,0.475,1
MTG2,0.6124265632604936,0.15504348249961725,0.12,0.181,1
SRP19,0.5301011312719028,0.15499825980714166,0.28,0.447,1
GLB1,0.5107700706552835,0.15483006322980583,0.08,0.132,1
CC2D1A,0.9081840965702045,0.15469945953724693,0.12,0.125,1
OSBPL8,0.13117864437145776,0.15458582851078306,0.12,0.299,1
FLOT1,0.19633508040830555,0.15438220529386065,0.16,0.336,1
FKBP1A,0.8285050591838743,0.15435353374165461,0.72,0.907,1
ELMOD2,0.7312287840249987,0.15431468620494698,0.08,0.111,1
PPP1R15B,0.6388922527686467,0.1542118802997725,0.12,0.176,1
ITFG2,0.6678737822436083,0.15420040588492018,0.16,0.234,1
RABEP1,0.6090581910662564,0.1540767299107646,0.24,0.347,1
PDCD6,0.9841785853873971,0.15394751322812783,0.44,0.683,1
GNAI3,0.7158711385906996,0.15389993645120215,0.24,0.347,1
LSR,0.5923460284467883,0.15380262069267853,0.12,0.176,1
CREB3L4,0.8017007646765768,0.15377977198653583,0.08,0.104,1
MAGOH,0.10369735102671396,0.15372712018793655,0.24,0.53,1
SQOR,0.33035433804409164,0.15371744815196242,0.24,0.438,1
C12orf65,0.5514900311453239,0.1536720061288837,0.12,0.19,1
NUDT9,0.8410636245705004,0.15340317038485385,0.2,0.25,1
AK6,0.5298421230220385,0.15333251061604758,0.32,0.484,1
LATS1,0.5689404826290015,0.15317901474539186,0.08,0.13,1
BIRC2,0.3115743590305906,0.15317203106983723,0.24,0.435,1
COPS2,0.3256657637038118,0.15299818526754377,0.2,0.359,1
UBAP1,0.4915666056732673,0.1529625306534354,0.16,0.255,1
PHKB,0.3310953901404759,0.15290469922875233,0.12,0.231,1
SMC2,0.46528027797150384,0.15284133932476507,0.12,0.201,1
PUM3,0.43784522484718175,0.1527267767583689,0.08,0.148,1
HARS,0.6827033296331428,0.15271957428005145,0.16,0.229,1
PTPRD,0.9190880116623978,0.15268322329948125,0.36,0.488,1
